"","HHID","PN","MB014","MC150","MC270M1","MC018","MZ216","MQ015","MQ020","MQ025","MQ030","MQ035","MQ066","MQ107","MQ115","MQ121"
"21816","910626","020",12,5,NA,5,NA,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"21817","910629","010",14,5,NA,5,NA,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"21818","910629","020",14,5,NA,5,NA,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"21819","910632","010",5,5,NA,5,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA
"21820","910632","020",4,1,NA,5,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA
"21821","910643","010",16,5,NA,5,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA
"21822","910643","020",14,5,NA,5,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA
"21823","910646","010",12,5,NA,1,NA,NA,17000,NA,NA,NA,NA,NA,NA,NA
"21824","910665","010",12,1,NA,5,NA,NA,NA,NA,NA,NA,NA,644,NA,NA
"21825","910701","010",11,5,NA,5,NA,NA,18000,NA,NA,NA,NA,NA,NA,NA
"21826","910707","010",3,5,NA,5,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA
"21827","910707","020",3,1,NA,5,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA
"21828","910712","010",97,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21829","910718","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,674,NA,NA
"21830","910723","010",15,5,NA,5,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA
"21831","910743","010",10,5,NA,5,NA,NA,14000,NA,NA,NA,NA,40,NA,NA
"21832","910743","020",14,1,NA,5,NA,NA,14000,NA,NA,NA,NA,40,NA,NA
"21833","910750","010",10,NA,NA,5,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA
"21834","910750","020",12,1,NA,5,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA
"21835","910752","010",16,5,NA,5,NA,NA,32000,NA,NA,NA,NA,NA,NA,NA
"21836","910771","010",8,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21837","910771","020",16,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21838","910774","010",10,5,NA,5,NA,NA,38000,NA,NA,NA,NA,NA,NA,NA
"21839","910774","020",12,5,NA,5,NA,NA,38000,NA,NA,NA,NA,NA,NA,NA
"21840","910776","010",13,5,NA,5,NA,NA,130000,NA,45000,NA,NA,NA,NA,NA
"21841","910776","020",16,5,NA,5,NA,NA,130000,NA,45000,NA,NA,NA,NA,NA
"21842","910793","010",0,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21843","910793","020",6,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21844","910797","010",14,1,NA,1,NA,NA,NA,NA,NA,NA,NA,86,NA,NA
"21845","910803","010",4,1,NA,5,NA,500,28000,NA,550,NA,NA,NA,NA,NA
"21846","910803","020",4,5,NA,5,NA,500,28000,NA,550,NA,NA,NA,NA,NA
"21847","910811","010",14,5,NA,5,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA
"21848","910811","020",14,5,NA,5,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA
"21849","910817","010",6,5,NA,5,NA,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"21850","910817","020",6,5,NA,5,NA,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"21851","910820","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21852","910845","010",4,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21853","910847","010",14,1,NA,5,NA,14000,NA,NA,NA,NA,NA,NA,NA,3015
"21854","910847","020",15,1,NA,5,NA,14000,NA,NA,NA,NA,NA,NA,NA,3015
"21855","910858","010",17,1,NA,5,NA,NA,50000,50000,NA,NA,NA,NA,NA,NA
"21856","910858","020",17,5,NA,5,NA,NA,50000,50000,NA,NA,NA,NA,NA,NA
"21857","910879","010",12,1,NA,5,NA,NA,NA,NA,NA,NA,NA,674,NA,NA
"21858","910893","010",12,5,NA,5,NA,NA,2200,2200,200,NA,17000,NA,NA,NA
"21859","910898","010",11,5,NA,5,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA
"21860","910901","010",4,5,NA,5,NA,NA,14000,NA,NA,NA,NA,NA,NA,NA
"21861","910901","020",6,1,NA,5,NA,NA,14000,NA,NA,NA,NA,NA,NA,NA
"21862","910914","010",6,1,NA,5,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA
"21863","910915","020",12,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21864","910931","010",14,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21865","910931","020",14,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21866","910946","010",16,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21867","910966","010",11,5,NA,5,NA,NA,40000,NA,NA,NA,23000,NA,NA,NA
"21868","910967","020",9,1,NA,5,NA,NA,50000,NA,NA,245,NA,NA,NA,245
"21869","910982","010",15,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21870","910982","020",17,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21871","910988","010",14,5,NA,5,NA,NA,NA,27000,NA,NA,NA,NA,NA,NA
"21872","910989","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21873","910990","010",14,5,NA,5,NA,NA,99999998,99999998,NA,NA,NA,NA,NA,NA
"21874","910992","010",11,5,NA,5,NA,NA,70000,NA,NA,15000,NA,NA,NA,NA
"21875","910994","010",14,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21876","911014","010",12,5,NA,1,NA,10000,10000,10000,NA,NA,NA,NA,NA,NA
"21877","911014","020",12,5,NA,5,NA,10000,10000,10000,NA,NA,NA,NA,NA,NA
"21878","911024","010",10,5,NA,5,NA,NA,99999998,NA,NA,NA,800,NA,NA,NA
"21879","911029","010",14,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21880","911061","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21881","911064","010",12,5,NA,5,NA,NA,28000,NA,NA,NA,NA,NA,NA,NA
"21882","911064","020",12,5,NA,5,NA,NA,28000,NA,NA,NA,NA,NA,NA,NA
"21883","911068","010",14,5,NA,5,NA,NA,70000,NA,NA,NA,NA,NA,NA,NA
"21884","911068","020",14,5,NA,5,NA,NA,70000,NA,NA,NA,NA,NA,NA,NA
"21885","911069","010",12,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5184,NA
"21886","911079","010",13,5,NA,5,NA,NA,31000,NA,NA,NA,NA,NA,NA,NA
"21887","911080","010",9,1,NA,5,NA,NA,NA,NA,NA,NA,NA,9999,NA,NA
"21888","911080","020",10,5,NA,5,NA,NA,NA,NA,NA,NA,NA,9999,NA,NA
"21889","911083","010",13,1,NA,1,NA,NA,90000,NA,1500,NA,NA,NA,NA,NA
"21890","911096","010",17,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21891","911108","010",12,5,NA,5,NA,NA,44000,NA,NA,NA,NA,NA,NA,NA
"21892","911109","010",16,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21893","911114","010",14,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21894","911123","010",12,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21895","911123","020",7,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21896","911134","010",16,5,NA,5,NA,NA,20000,20000,NA,NA,NA,NA,NA,NA
"21897","911144","010",11,1,NA,5,NA,NA,17758,NA,100,NA,NA,NA,NA,NA
"21898","911152","010",16,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21899","911167","010",12,5,NA,5,NA,NA,10000,NA,10000,NA,NA,NA,NA,NA
"21900","911167","020",12,5,NA,5,NA,NA,10000,NA,10000,NA,NA,NA,NA,NA
"21901","911187","010",9,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21902","911208","010",12,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21903","911238","010",12,1,NA,5,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA
"21904","911243","010",16,5,NA,5,NA,NA,106000,NA,NA,NA,NA,NA,NA,NA
"21905","911243","020",15,5,NA,5,NA,NA,106000,NA,NA,NA,NA,NA,NA,NA
"21906","911247","010",11,5,NA,5,NA,NA,NA,NA,NA,NA,NA,761,NA,NA
"21907","911247","020",11,1,NA,5,NA,NA,NA,NA,NA,NA,NA,761,NA,NA
"21908","911249","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21909","911249","020",10,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21910","911252","010",17,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,243
"21911","911252","020",12,5,97,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,243
"21912","911255","010",12,1,NA,5,NA,NA,29000,NA,NA,NA,NA,NA,NA,NA
"21913","911289","010",12,1,NA,5,NA,NA,NA,NA,NA,NA,10000,NA,NA,NA
"21914","911293","010",14,5,NA,5,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA
"21915","911293","020",14,5,NA,5,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA
"21916","911303","010",17,5,NA,5,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA
"21917","911303","020",16,5,NA,5,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA
"21918","911304","010",7,5,NA,5,NA,NA,22547,NA,NA,NA,NA,NA,NA,NA
"21919","911321","010",4,5,NA,5,NA,NA,NA,NA,NA,NA,NA,672,NA,NA
"21920","911324","010",13,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21921","911337","010",12,5,NA,5,NA,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"21922","911337","020",4,5,NA,5,NA,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"21923","911339","010",6,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21924","911339","020",13,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21925","911341","010",12,5,NA,5,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
"21926","911345","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,19000,NA,NA,NA
"21927","911345","020",13,5,NA,5,NA,NA,NA,NA,NA,NA,19000,NA,NA,NA
"21928","911368","010",12,5,NA,5,NA,NA,12000,12000,99999998,99999998,NA,NA,NA,NA
"21929","911368","020",16,5,96,5,NA,NA,12000,12000,99999998,99999998,NA,NA,NA,NA
"21930","911370","010",13,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21931","911370","020",14,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21932","911392","010",11,5,NA,5,NA,NA,NA,NA,NA,NA,NA,761,NA,NA
"21933","911398","010",97,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21934","911405","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,1200,NA,NA,NA
"21935","911413","010",6,5,NA,5,NA,9000,NA,NA,NA,NA,NA,NA,NA,NA
"21936","911421","020",6,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21937","911445","010",16,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21938","911451","010",12,5,3,5,NA,NA,NA,NA,NA,NA,NA,840,NA,NA
"21939","911488","010",15,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21940","911488","020",8,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21941","911494","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA
"21942","911504","010",11,5,NA,5,NA,NA,44000,NA,NA,NA,1500,NA,NA,NA
"21943","911504","020",16,5,NA,5,NA,NA,44000,NA,NA,NA,1500,NA,NA,NA
"21944","911518","010",14,NA,NA,5,NA,NA,43000,NA,NA,NA,NA,NA,NA,NA
"21945","911518","020",12,5,NA,5,NA,NA,43000,NA,NA,NA,NA,NA,NA,NA
"21946","911532","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21947","911532","020",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21948","911544","020",14,5,NA,5,NA,3000,35000,NA,NA,NA,NA,NA,NA,NA
"21949","911572","010",3,3,NA,5,NA,NA,NA,NA,NA,NA,NA,600,NA,NA
"21950","911593","010",17,1,NA,5,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA
"21951","911598","020",11,5,NA,5,NA,NA,21000,NA,NA,NA,NA,NA,NA,NA
"21952","911602","010",16,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21953","911627","010",2,5,NA,5,NA,NA,24000,NA,NA,NA,NA,NA,NA,NA
"21954","911632","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,1081,NA,NA
"21955","911632","020",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,1081,NA,NA
"21956","911633","010",16,5,NA,5,NA,45000,NA,NA,NA,NA,NA,NA,NA,NA
"21957","911633","020",17,5,NA,5,NA,45000,NA,NA,NA,NA,NA,NA,NA,NA
"21958","911638","010",12,5,NA,5,NA,4000,13000,NA,NA,NA,NA,NA,NA,NA
"21959","911659","010",12,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21960","911659","020",11,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21961","911679","010",6,5,NA,5,NA,NA,8000,NA,NA,NA,8000,NA,NA,NA
"21962","911679","020",5,5,NA,5,NA,NA,8000,NA,NA,NA,8000,NA,NA,NA
"21963","911711","010",16,5,NA,5,NA,NA,74000,NA,NA,NA,NA,NA,NA,541
"21964","911711","020",13,5,NA,5,NA,NA,74000,NA,NA,NA,NA,NA,NA,541
"21965","911714","010",14,5,NA,5,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA
"21966","911714","020",11,5,NA,5,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA
"21967","911715","010",15,5,NA,5,NA,NA,49000,NA,NA,NA,NA,NA,NA,NA
"21968","911715","020",12,5,NA,5,NA,NA,49000,NA,NA,NA,NA,NA,NA,NA
"21969","911716","010",12,5,NA,5,NA,NA,2000,NA,NA,NA,15000,NA,NA,NA
"21970","911732","010",13,5,NA,5,NA,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"21971","911735","010",97,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21972","911735","020",17,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21973","911739","010",3,5,NA,5,NA,NA,9000,NA,NA,NA,340,NA,NA,NA
"21974","911739","020",1,5,NA,5,NA,NA,9000,NA,NA,NA,340,NA,NA,NA
"21975","911745","010",16,5,NA,5,NA,NA,16000,NA,NA,NA,NA,NA,NA,NA
"21976","911745","020",12,5,NA,5,NA,NA,16000,NA,NA,NA,NA,NA,NA,NA
"21977","911756","010",12,1,NA,1,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA
"21978","911778","010",12,5,NA,5,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA
"21979","911778","020",14,5,NA,5,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA
"21980","911782","010",16,5,NA,1,NA,NA,NA,NA,NA,NA,7000,NA,NA,NA
"21981","911782","020",17,5,NA,5,NA,NA,NA,NA,NA,NA,7000,NA,NA,NA
"21982","911783","010",14,5,NA,5,NA,NA,99999998,NA,99999998,NA,NA,NA,NA,NA
"21983","911795","010",13,1,NA,5,NA,NA,NA,NA,NA,NA,9828,NA,NA,NA
"21984","911801","010",15,5,NA,5,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA
"21985","911801","020",12,5,NA,5,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA
"21986","911809","010",11,5,NA,5,NA,NA,NA,NA,NA,NA,NA,670,NA,NA
"21987","911821","010",12,1,NA,5,NA,99999998,40000,NA,NA,NA,99999998,NA,NA,NA
"21988","911821","020",14,5,NA,5,NA,99999998,40000,NA,NA,NA,99999998,NA,NA,NA
"21989","911825","010",14,5,NA,5,NA,NA,99999999,NA,NA,NA,NA,NA,NA,NA
"21990","911856","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21991","911856","020",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21992","911865","020",16,5,NA,5,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA
"21993","911871","020",12,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21994","911872","010",16,5,NA,5,NA,NA,99999999,NA,NA,NA,NA,NA,NA,NA
"21995","911872","020",12,5,NA,5,NA,NA,99999999,NA,NA,NA,NA,NA,NA,NA
"21996","911883","010",14,5,NA,5,NA,NA,45000,NA,45000,5000,NA,675,NA,NA
"21997","911883","020",7,5,NA,5,NA,NA,45000,NA,45000,5000,NA,675,NA,NA
"21998","911897","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21999","911902","010",13,1,NA,5,NA,NA,26000,NA,NA,NA,NA,NA,NA,NA
"22000","911904","010",16,5,NA,5,NA,NA,36000,NA,NA,NA,NA,NA,NA,NA
"22001","911911","010",9,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22002","911916","010",12,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22003","911924","010",6,1,NA,5,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA
"22004","911934","010",17,5,NA,5,NA,92000,26000,35000,NA,NA,NA,NA,NA,NA
"22005","911934","020",17,5,NA,5,NA,92000,26000,35000,NA,NA,NA,NA,NA,NA
"22006","911935","010",16,5,NA,5,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA
"22007","911935","020",16,1,NA,5,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA
"22008","911943","010",14,5,NA,5,NA,NA,5000,NA,NA,4000,NA,NA,NA,NA
"22009","911943","020",11,5,NA,5,NA,NA,5000,NA,NA,4000,NA,NA,NA,NA
"22010","911944","010",6,5,NA,5,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA
"22011","911944","020",7,1,NA,5,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA
"22012","911955","010",14,5,NA,5,NA,NA,38000,38000,NA,NA,NA,NA,NA,NA
"22013","911965","010",6,5,NA,5,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA
"22014","911967","010",13,1,NA,5,NA,NA,NA,NA,NA,NA,NA,1725,NA,NA
"22015","911975","010",9,1,NA,5,NA,NA,NA,NA,NA,NA,NA,114,194,NA
"22016","911979","010",2,1,NA,5,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA
"22017","911979","020",2,5,NA,5,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA
"22018","911983","010",12,5,NA,5,NA,NA,28000,NA,NA,NA,NA,NA,NA,NA
"22019","911983","020",10,1,NA,5,NA,NA,28000,NA,NA,NA,NA,NA,NA,NA
"22020","911996","010",14,5,NA,5,NA,NA,120000,NA,NA,NA,NA,NA,NA,NA
"22021","911997","010",12,1,NA,5,NA,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"22022","912011","010",17,5,NA,5,NA,NA,99999999,NA,99999999,NA,NA,NA,NA,NA
"22023","912011","020",17,1,NA,5,NA,NA,99999999,NA,99999999,NA,NA,NA,NA,NA
"22024","912014","010",12,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300
"22025","912025","020",16,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22026","912032","010",12,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22027","912035","010",15,5,NA,5,NA,NA,55000,30000,3500,NA,NA,NA,NA,NA
"22028","912035","020",10,5,98,5,NA,NA,55000,30000,3500,NA,NA,NA,NA,NA
"22029","912046","010",12,5,NA,5,NA,NA,99999998,2600,NA,NA,NA,NA,9300,NA
"22030","912046","020",16,5,NA,5,NA,NA,99999998,2600,NA,NA,NA,NA,9300,NA
"22031","912047","010",12,5,NA,5,NA,NA,30000,30000,NA,NA,8000,NA,NA,NA
"22032","912063","010",6,1,NA,5,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA
"22033","912065","010",13,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2673
"22034","912068","010",12,1,NA,5,NA,NA,NA,NA,NA,NA,99999998,NA,NA,NA
"22035","912069","010",12,5,NA,5,NA,15000,42000,NA,NA,NA,NA,NA,NA,NA
"22036","912069","020",13,5,NA,5,NA,15000,42000,NA,NA,NA,NA,NA,NA,NA
"22037","912074","010",10,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22038","912085","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22039","912085","020",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22040","912086","020",13,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22041","912094","010",2,5,NA,5,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA
"22042","912094","020",6,5,NA,5,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA
"22043","912099","010",12,5,NA,5,NA,NA,40000,NA,400,NA,NA,NA,NA,NA
"22044","912105","010",13,NA,NA,5,NA,3000,58000,NA,NA,NA,NA,NA,NA,NA
"22045","912105","020",15,5,NA,5,NA,3000,58000,NA,NA,NA,NA,NA,NA,NA
"22046","912116","010",9,5,NA,5,NA,NA,9000,9000,NA,NA,99999998,NA,NA,NA
"22047","912117","010",16,5,NA,5,NA,52000,NA,52000,NA,NA,NA,NA,NA,NA
"22048","912117","020",15,5,NA,5,NA,52000,NA,52000,NA,NA,NA,NA,NA,NA
"22049","912139","010",16,5,NA,5,NA,99999998,99999998,NA,NA,99999998,NA,NA,NA,NA
"22050","912139","020",16,5,NA,5,NA,99999998,99999998,NA,NA,99999998,NA,NA,NA,NA
"22051","912153","010",10,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22052","912162","010",12,5,NA,5,NA,NA,42000,NA,NA,NA,NA,NA,NA,NA
"22053","912162","020",12,5,NA,5,NA,NA,42000,NA,NA,NA,NA,NA,NA,NA
"22054","912240","010",10,5,NA,5,NA,NA,44000,NA,NA,NA,NA,NA,NA,NA
"22055","912246","010",14,1,NA,5,NA,NA,NA,NA,NA,NA,NA,183,NA,NA
"22056","912267","010",11,5,NA,5,NA,NA,5000,NA,NA,NA,NA,NA,999998,NA
"22057","912281","010",10,5,NA,5,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA
"22058","912295","010",12,5,NA,5,NA,NA,80000,NA,NA,NA,NA,NA,NA,NA
"22059","912295","020",12,5,1,5,NA,NA,80000,NA,NA,NA,NA,NA,NA,NA
"22060","912312","010",12,NA,NA,5,NA,NA,26000,NA,NA,NA,NA,NA,NA,NA
"22061","912312","020",12,1,NA,5,NA,NA,26000,NA,NA,NA,NA,NA,NA,NA
"22062","912313","010",13,5,NA,5,NA,NA,18000,NA,NA,NA,NA,NA,NA,NA
"22063","912326","010",14,5,NA,5,NA,NA,9000,NA,NA,NA,8900,NA,NA,NA
"22064","912334","010",14,1,NA,5,NA,NA,16000,NA,NA,NA,NA,NA,NA,NA
"22065","912344","010",14,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22066","912349","010",6,1,NA,5,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA
"22067","912360","010",10,5,NA,5,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA
"22068","912370","010",6,1,NA,5,NA,NA,16000,NA,NA,NA,NA,NA,NA,NA
"22069","912413","010",14,1,2,5,NA,400,21000,NA,NA,NA,NA,NA,NA,NA
"22070","912430","010",16,5,NA,5,NA,NA,92000,NA,NA,NA,NA,NA,NA,NA
"22071","912430","020",17,5,NA,5,NA,NA,92000,NA,NA,NA,NA,NA,NA,NA
"22072","912434","010",12,5,NA,5,NA,NA,19446,NA,NA,NA,NA,NA,NA,NA
"22073","912434","020",8,5,NA,5,NA,NA,19446,NA,NA,NA,NA,NA,NA,NA
"22074","912508","010",17,5,NA,5,NA,NA,45000,30000,NA,NA,1000,NA,NA,NA
"22075","912508","020",13,1,NA,5,NA,NA,45000,30000,NA,NA,1000,NA,NA,NA
"22076","912516","010",15,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22077","912527","010",12,5,NA,5,NA,2000,40000,NA,NA,NA,NA,NA,NA,NA
"22078","912527","020",16,5,NA,5,NA,2000,40000,NA,NA,NA,NA,NA,NA,NA
"22079","912529","010",12,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22080","912532","010",17,5,NA,5,NA,NA,30000,30000,NA,NA,NA,NA,NA,NA
"22081","912532","020",16,NA,NA,5,NA,NA,30000,30000,NA,NA,NA,NA,NA,NA
"22082","912541","010",14,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22083","912541","020",16,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22084","912553","010",16,1,NA,5,NA,NA,82000,NA,NA,NA,NA,NA,NA,NA
"22085","912559","010",16,5,NA,5,NA,NA,158000,NA,NA,NA,NA,NA,NA,NA
"22086","912570","010",14,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22087","912572","010",12,1,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"22088","912575","010",12,5,NA,5,NA,NA,26000,NA,NA,99999998,NA,NA,NA,NA
"22089","912580","010",11,5,NA,1,NA,NA,99999998,NA,NA,NA,NA,NA,1200,NA
"22090","912601","010",14,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22091","912636","010",12,1,NA,5,NA,99999998,99999998,NA,NA,NA,NA,NA,NA,NA
"22092","912636","020",97,5,97,5,NA,99999998,99999998,NA,NA,NA,NA,NA,NA,NA
"22093","912641","010",11,5,NA,5,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA
"22094","912651","010",6,5,NA,5,NA,99999998,99999998,NA,NA,NA,NA,NA,NA,NA
"22095","912651","020",9,5,NA,5,NA,99999998,99999998,NA,NA,NA,NA,NA,NA,NA
"22096","912655","010",16,1,NA,5,NA,30000,NA,1500,NA,NA,NA,NA,NA,NA
"22097","912655","020",16,5,NA,5,NA,30000,NA,1500,NA,NA,NA,NA,NA,NA
"22098","912658","010",11,5,NA,5,NA,NA,99999998,NA,NA,NA,99999998,NA,NA,NA
"22099","912697","010",12,5,NA,5,NA,NA,125000,NA,3000,NA,NA,NA,NA,NA
"22100","912697","020",16,5,NA,1,NA,NA,125000,NA,3000,NA,NA,NA,NA,NA
"22101","912704","020",12,5,NA,5,NA,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"22102","912722","010",9,5,NA,5,NA,NA,NA,NA,NA,NA,NA,118,NA,NA
"22103","912724","010",12,5,NA,5,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA
"22104","912741","010",12,5,NA,5,NA,NA,51000,NA,NA,NA,NA,NA,NA,NA
