"","HHID","PN","MB014","MC150","MC270M1","MC018","MZ216","MQ015","MQ020","MQ025","MQ030","MQ035","MQ066","MQ107","MQ115","MQ121"
"2357","032700","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358","032700","011",NA,1,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2359","032727","010",NA,5,NA,5,10,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"2360","032731","010",NA,5,NA,5,12,90000,NA,NA,NA,NA,NA,NA,NA,NA
"2361","032731","040",NA,5,NA,1,12,90000,NA,NA,NA,NA,NA,NA,NA,NA
"2362","032742","020",NA,5,NA,5,16,NA,99999999,NA,NA,NA,NA,NA,NA,NA
"2363","032750","010",NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364","032760","030",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2365","032786","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366","032800","010",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,771
"2367","032801","010",NA,5,NA,5,9,1500,NA,NA,NA,NA,NA,NA,NA,NA
"2368","032809","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2369","032821","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370","032821","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371","032845","010",NA,5,NA,5,17,60000,NA,NA,NA,NA,NA,NA,NA,NA
"2372","032846","020",NA,5,NA,5,14,NA,50000,NA,NA,NA,NA,NA,NA,NA
"2373","032846","030",NA,5,NA,5,16,NA,50000,NA,NA,NA,NA,NA,NA,NA
"2374","032852","010",NA,1,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,9999
"2375","032855","010",NA,5,NA,1,16,NA,25000,NA,NA,NA,NA,NA,NA,NA
"2376","032855","020",NA,5,NA,5,17,NA,25000,NA,NA,NA,NA,NA,NA,NA
"2377","032858","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","032859","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379","032860","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2380","032860","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381","032877","010",NA,1,NA,5,15,NA,25000,NA,NA,NA,NA,NA,NA,NA
"2382","032877","020",NA,5,NA,1,16,NA,25000,NA,NA,NA,NA,NA,NA,NA
"2383","032878","010",NA,1,NA,5,16,100000,NA,NA,NA,NA,NA,NA,NA,NA
"2384","032878","040",NA,5,NA,5,16,100000,NA,NA,NA,NA,NA,NA,NA,NA
"2385","032891","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","032891","030",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387","032895","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388","032904","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","032915","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390","032916","040",NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391","032918","010",NA,5,NA,5,14,NA,20000,NA,NA,NA,NA,NA,NA,NA
"2392","032918","040",NA,5,NA,5,14,NA,20000,NA,NA,NA,NA,NA,NA,NA
"2393","032919","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394","032919","030",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395","032921","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396","032921","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397","032929","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398","032930","010",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399","032937","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400","032937","040",NA,5,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2401","032943","010",NA,5,NA,5,16,NA,12000,NA,NA,NA,NA,NA,NA,NA
"2402","032945","010",NA,1,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403","032945","020",NA,1,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404","032947","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405","032949","020",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2406","032956","020",NA,1,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","032979","010",NA,5,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408","032979","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","032985","020",NA,5,NA,1,16,NA,10000,NA,NA,NA,NA,NA,NA,NA
"2410","032985","030",NA,5,NA,1,17,NA,10000,NA,NA,NA,NA,NA,NA,NA
"2411","032991","010",NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","032991","020",NA,5,2,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","032993","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414","032996","010",NA,5,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","033004","040",NA,1,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","033006","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","033014","010",NA,5,NA,5,16,12397,NA,NA,NA,NA,NA,NA,NA,2883
"2418","033027","010",NA,1,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","033028","010",NA,5,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","033028","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","033030","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2422","033073","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423","033073","020",NA,1,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","033094","040",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425","033110","020",NA,NA,97,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426","033110","030",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","033116","040",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","033121","010",NA,5,NA,5,12,500,NA,NA,NA,NA,NA,500,NA,510
"2429","033138","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","033138","040",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431","033144","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432","033167","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433","033167","040",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434","033183","040",NA,5,NA,5,13,NA,27000,NA,NA,NA,NA,NA,NA,NA
"2435","033190","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436","033190","020",NA,NA,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437","033197","040",NA,5,NA,1,12,NA,31080,NA,NA,NA,NA,NA,NA,NA
"2438","033200","020",NA,NA,6,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2439","033200","030",NA,5,NA,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440","033214","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,504,NA,NA
"2441","033214","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,404,NA,NA
"2442","033214","040",NA,5,NA,5,3,NA,NA,NA,NA,NA,NA,504,NA,NA
"2443","033214","040",NA,5,NA,5,3,NA,NA,NA,NA,NA,NA,404,NA,NA
"2444","033217","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445","033230","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2446","033230","020",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447","033237","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2448","033237","040",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2449","033239","020",NA,NA,NA,1,16,NA,2900,NA,NA,NA,NA,NA,NA,NA
"2450","033239","030",NA,5,NA,5,17,NA,2900,NA,NA,NA,NA,NA,NA,NA
"2451","033242","020",NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2452","033276","020",NA,5,2,1,10,NA,8000,NA,NA,NA,16000,NA,NA,NA
"2453","033276","030",NA,5,NA,5,12,NA,8000,NA,NA,NA,16000,NA,NA,NA
"2454","033288","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455","033301","010",NA,5,NA,5,17,150000,NA,NA,NA,NA,NA,NA,NA,NA
"2456","033302","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457","033302","030",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458","033303","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459","033316","020",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460","033320","010",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461","033320","020",NA,5,98,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462","033322","040",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463","033375","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464","033375","011",NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465","033387","010",NA,5,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2466","033387","020",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467","033390","010",NA,5,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468","033392","010",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","033392","020",NA,5,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2470","033404","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471","033404","030",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472","033415","010",NA,1,NA,5,12,NA,16000,NA,NA,NA,NA,NA,NA,NA
"2473","033415","020",NA,NA,NA,5,11,NA,16000,NA,NA,NA,NA,NA,NA,NA
"2474","033419","010",NA,5,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2475","033493","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476","033500","010",NA,5,NA,5,15,NA,24000,NA,NA,NA,NA,NA,NA,1800
"2477","033502","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2478","033502","040",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479","033504","010",NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480","033513","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481","033513","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,2600,NA,NA,NA
"2482","033513","021",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483","033513","021",NA,5,NA,5,13,NA,NA,NA,NA,NA,2600,NA,NA,NA
"2484","033513","030",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2485","033513","030",NA,5,NA,5,15,NA,NA,NA,NA,NA,2600,NA,NA,NA
"2486","033513","031",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2487","033513","031",NA,5,NA,5,17,NA,NA,NA,NA,NA,2600,NA,NA,NA
"2488","033518","020",NA,5,NA,5,16,NA,4950,NA,NA,NA,NA,NA,NA,NA
"2489","033518","030",NA,5,NA,5,12,NA,4950,NA,NA,NA,NA,NA,NA,NA
"2490","033527","020",NA,1,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2491","033527","030",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2492","033530","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2493","033533","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2494","033533","040",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2495","033534","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2496","033542","010",NA,1,98,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2497","033542","010",NA,1,98,5,17,NA,155000,NA,2000,NA,NA,NA,NA,NA
"2498","033542","040",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2499","033542","040",NA,5,NA,5,13,NA,155000,NA,2000,NA,NA,NA,NA,NA
"2500","033544","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2501","033553","010",NA,5,1,5,15,NA,25000,NA,NA,NA,NA,NA,NA,NA
"2502","033562","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2503","033566","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2504","033583","040",NA,5,NA,1,13,NA,1000,NA,NA,NA,NA,NA,NA,NA
"2505","033600","010",NA,5,NA,5,16,5000,18000,NA,NA,NA,NA,NA,NA,NA
"2506","033604","010",NA,5,NA,5,15,NA,19000,NA,99999998,NA,NA,NA,NA,NA
"2507","033604","010",NA,5,NA,5,15,4000,72000,NA,10000,NA,NA,NA,NA,NA
"2508","033604","040",NA,5,NA,5,12,NA,19000,NA,99999998,NA,NA,NA,NA,NA
"2509","033604","040",NA,5,NA,5,12,4000,72000,NA,10000,NA,NA,NA,NA,NA
"2510","033605","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2511","033605","020",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2512","033643","010",NA,5,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2513","033643","010",NA,5,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,9999
"2514","033643","011",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2515","033643","011",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,9999
"2516","033643","040",NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2517","033643","040",NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,9999
"2518","033651","040",NA,5,NA,5,13,NA,99999999,NA,NA,NA,NA,NA,NA,NA
"2519","033677","010",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2520","033677","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2521","033700","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2522","033748","010",NA,5,NA,1,15,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"2523","033748","020",NA,5,NA,5,17,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"2524","033827","020",NA,5,NA,5,13,NA,51000,NA,NA,NA,NA,NA,NA,NA
"2525","033832","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2526","033833","010",NA,5,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2527","033842","030",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,123
"2528","033842","031",15,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,123
"2529","033857","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2530","033857","030",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2531","033866","010",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2532","033866","040",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533","033867","010",NA,5,NA,5,17,NA,2772,NA,NA,NA,NA,NA,NA,4559
"2534","033867","020",NA,5,NA,5,13,NA,2772,NA,NA,NA,NA,NA,NA,4559
"2535","033879","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2536","033884","010",NA,5,NA,5,17,NA,16000,NA,NA,NA,NA,NA,NA,NA
"2537","033884","020",NA,5,NA,5,16,NA,16000,NA,NA,NA,NA,NA,NA,NA
"2538","033888","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2539","033888","012",NA,NA,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2540","033889","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2541","033889","020",17,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542","033914","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2543","033935","020",NA,5,6,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544","033940","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2545","033940","030",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2546","033941","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547","033944","040",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2548","033951","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549","033951","040",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2550","034016","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2551","034026","040",NA,5,3,5,13,NA,28000,1300,NA,NA,3000,NA,NA,NA
"2552","034034","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2553","034034","011",NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2554","034049","010",NA,5,2,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2555","034049","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2556","034050","010",NA,5,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557","034050","040",NA,5,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2558","034086","010",NA,5,NA,5,17,NA,115000,NA,NA,NA,NA,NA,NA,NA
"2559","034095","010",NA,5,2,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2560","034095","040",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2561","034126","010",NA,5,NA,1,17,50000,NA,NA,NA,NA,NA,NA,NA,NA
"2562","034126","040",NA,5,NA,5,17,50000,NA,NA,NA,NA,NA,NA,NA,NA
"2563","034135","010",NA,5,NA,5,16,NA,20000,NA,NA,NA,NA,NA,NA,NA
"2564","034200","010",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2565","034222","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2566","034222","020",NA,8,3,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2567","034223","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2568","034231","010",NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2569","034235","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2570","034237","010",NA,5,2,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2571","034237","011",NA,1,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2572","034270","010",NA,5,6,5,17,90000,NA,NA,90000,NA,NA,NA,NA,NA
"2573","034270","020",NA,5,NA,5,16,90000,NA,NA,90000,NA,NA,NA,NA,NA
"2574","034274","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2575","034274","030",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2576","034276","010",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2577","034276","020",NA,5,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2578","034277","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2579","034285","010",NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2580","034285","040",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2581","034291","020",NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,285,NA,NA
"2582","034291","030",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,285,NA,NA
"2583","034293","010",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2584","034319","040",NA,5,NA,5,14,NA,15000,NA,NA,NA,6000,NA,NA,NA
"2585","034338","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2586","034338","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2587","034350","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2588","034350","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2589","034353","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2590","034353","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2591","034360","010",NA,1,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2592","034360","020",NA,1,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2593","034371","010",NA,5,NA,5,16,8000,NA,NA,NA,NA,NA,NA,NA,NA
"2594","034390","010",NA,NA,NA,5,12,NA,99999999,NA,99999999,NA,NA,NA,NA,NA
"2595","034390","040",NA,5,3,5,12,NA,99999999,NA,99999999,NA,NA,NA,NA,NA
"2596","034412","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2597","034412","010",NA,5,NA,5,10,NA,9000,NA,NA,NA,NA,NA,NA,NA
"2598","034412","011",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2599","034412","011",NA,5,NA,5,10,NA,9000,NA,NA,NA,NA,NA,NA,NA
"2600","034437","010",NA,5,96,1,17,NA,NA,NA,NA,NA,NA,NA,NA,127
"2601","034437","020",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,127
"2602","034470","010",NA,5,NA,5,14,18000,NA,NA,NA,NA,NA,NA,NA,NA
"2603","034470","010",NA,5,NA,5,14,15000,NA,NA,NA,NA,NA,NA,NA,NA
"2604","034470","040",NA,5,NA,5,14,18000,NA,NA,NA,NA,NA,NA,NA,NA
"2605","034470","040",NA,5,NA,5,14,15000,NA,NA,NA,NA,NA,NA,NA,NA
"2606","034476","030",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2607","034485","020",NA,1,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2608","034497","010",NA,5,NA,5,9,1500,NA,NA,NA,NA,NA,NA,NA,NA
"2609","034497","020",NA,5,97,5,6,1500,NA,NA,NA,NA,NA,NA,NA,NA
"2610","034523","040",NA,5,NA,5,17,NA,15000,NA,NA,NA,NA,NA,NA,NA
"2611","034524","020",NA,5,NA,5,12,NA,99999998,50000,NA,NA,NA,NA,NA,NA
"2612","034524","030",NA,5,NA,5,16,NA,99999998,50000,NA,NA,NA,NA,NA,NA
"2613","034533","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,180,NA,NA
"2614","034577","010",NA,1,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2615","034624","020",NA,5,NA,5,13,NA,4800,4800,NA,NA,NA,NA,NA,NA
"2616","034624","030",NA,5,NA,5,14,NA,4800,4800,NA,NA,NA,NA,NA,NA
"2617","034644","010",NA,1,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2618","034667","030",NA,1,NA,5,14,8000,NA,NA,NA,NA,NA,NA,NA,NA
"2619","034667","031",15,NA,NA,5,99,8000,NA,NA,NA,NA,NA,NA,NA,NA
"2620","034668","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2621","034678","010",NA,5,6,5,4,NA,NA,NA,NA,NA,NA,127,NA,NA
"2622","034678","040",NA,5,NA,5,2,NA,NA,NA,NA,NA,NA,127,NA,NA
"2623","034682","030",NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2624","034710","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2625","034720","040",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,1200
"2626","034738","010",NA,5,NA,1,17,3000,3000,3000,NA,NA,NA,NA,NA,NA
"2627","034753","010",NA,5,NA,1,17,NA,99999999,99999999,NA,NA,NA,NA,NA,NA
"2628","034756","030",NA,5,NA,5,15,NA,22000,NA,NA,NA,NA,NA,NA,NA
"2629","034756","031",16,5,NA,5,NA,NA,22000,NA,NA,NA,NA,NA,NA,NA
"2630","034760","010",NA,1,NA,5,17,NA,120000,NA,NA,NA,NA,NA,NA,NA
"2631","034760","040",NA,5,NA,5,12,NA,120000,NA,NA,NA,NA,NA,NA,NA
"2632","034763","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2633","034763","010",NA,5,NA,5,12,NA,70000,NA,NA,NA,NA,NA,NA,NA
"2634","034763","041",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2635","034763","041",NA,NA,NA,5,12,NA,70000,NA,NA,NA,NA,NA,NA,NA
"2636","034765","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2637","034768","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2638","034768","040",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2639","034769","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2640","034769","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2641","034795","010",NA,1,NA,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2642","034823","010",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2643","034836","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,817,NA,2918
"2644","034836","011",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,817,NA,2918
"2645","034848","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2646","034855","010",NA,5,2,5,12,NA,34900,NA,NA,NA,NA,NA,NA,NA
