"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OY005","OY006","OY007","OY008","OY009","OY010","OY011","OY012","OY013","OY014","OY015","OY016","OY017","OY018","OY019","OY020","OY021","OY022","OY023","OY024","OY025","OY026","OY028","OY029","OY062","OY063","OY064","OY065","OY066","OY067","OY068","OY069","OY070","OY071","OY072","OY073","OY074","OY075","OY076","OY077","OY078","OY079","OY080","OY081","OY082","OY083","OY084","OY085","OY086","OY087","OY088","OY089","OY090","OY091","OY092","OY093","OY094","OY095","OY096","OY097","OY098","OY100","OY101","OY102","OY103","OY104","OY105","OY106","OY107","OY108","OY109","OY110","OY111","OY112","OY113","OY114","OY115","OVDATE","OVERSION","year"
"434","087114","011","2","2","010",5,5,5,73,92,579,539,NA,55,22,29,43,14,20,114,35,45,NA,NA,NA,NA,NA,NA,1,50,33,51,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,33,22,120,NA,1,304,NA,2933,646,243,NA,NA,59,NA,694,370,NA,NA,NA,109,NA,69,21,6736,7,2,"14"
"435","087246","020","0","0","030",5,5,5,94,56,547,623,NA,72,22,21,48,24,31,121,17,101,NA,NA,NA,NA,NA,NA,1,97,21,43,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,21,12,NA,NA,NA,10,10,13,NA,NA,NA,NA,NA,NA,77,NA,2,332,NA,2522,182,NA,NA,NA,30,NA,557,390,NA,NA,NA,197,NA,93,420,6057,2,2,"14"
"436","087246","030","0","0","020",1,1,1,256,59,678,652,NA,69,21,33,49,24,61,166,30,65,NA,NA,NA,NA,NA,NA,2,68,52,75,62,11,13,8,NA,NA,NA,NA,NA,NA,15,23,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,297,2,394,138,2876,139,NA,NA,NA,50,NA,666,397,723,66,NA,195,NA,145,388,8132,2,2,"14"
"437","087281","040","0","0","010",1,1,5,439,100,465,649,NA,53,21,35,112,36,36,220,32,80,NA,NA,NA,NA,NA,NA,1,55,40,63,49,10,11,16,NA,NA,NA,9,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,1418,864,359,NA,1,663,27,NA,NA,44,NA,809,408,NA,NA,NA,134,NA,235,15,6700,7,2,"14"
"438","087363","020","0","0","030",5,1,5,195,56,668,951,NA,50,21,15,43,30,82,175,17,99,NA,NA,NA,NA,NA,NA,2,76,44,68,47,8,21,21,NA,NA,NA,7,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,204,1,260,NA,0,64,NA,NA,NA,26,NA,682,368,NA,NA,NA,202,NA,199,11,3888,2,2,"14"
"439","087363","030","0","0","020",1,5,1,283,67,759,682,NA,142,22,15,45,23,31,122,21,60,NA,NA,NA,NA,NA,NA,4,76,53,79,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,40,19,NA,NA,NA,8,24,10,NA,NA,NA,NA,NA,NA,112,NA,7,396,672,1,62,NA,NA,NA,168,NA,1303,496,981,157,NA,105,NA,172,11,6379,2,2,"14"
"440","087401","010","0","0","040",5,1,5,231,87,519,534,NA,54,21,13,61,22,44,151,23,83,NA,NA,NA,NA,NA,NA,1,36,28,47,51,13,22,9,12,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,437,2,195,NA,1,541,NA,NA,NA,38,NA,816,481,NA,NA,NA,386,NA,268,68,4609,3,2,"14"
"441","087401","040","0","0","010",1,5,1,373,42,426,254,NA,57,NA,NA,47,14,9,70,NA,NA,NA,NA,NA,NA,NA,NA,1,29,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,16,6,NA,NA,NA,7,5,6,NA,NA,NA,NA,NA,NA,47,NA,177,363,208,1,579,613,NA,NA,34,NA,602,341,680,68,NA,124,NA,115,13,5027,3,2,"14"
"442","087771","010","0","0","011",5,1,1,383,72,534,1064,NA,55,22,43,49,23,31,318,211,117,NA,NA,NA,NA,NA,NA,2,61,59,85,62,13,64,8,NA,NA,NA,NA,NA,NA,60,70,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,676,3,401,502,3854,630,36,NA,NA,43,NA,1260,432,844,34,NA,267,NA,413,19,11483,4,2,"14"
"443","087771","011","0","0","010",1,5,5,479,66,469,519,NA,58,21,21,50,26,37,139,24,NA,NA,NA,NA,NA,NA,NA,1,102,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,18,NA,NA,NA,NA,NA,NA,15,15,18,NA,NA,NA,91,NA,367,319,NA,3497,574,34,NA,NA,38,NA,641,395,NA,NA,NA,129,NA,358,19,7909,4,2,"14"
"444","091304","010","0","0","011",1,1,1,566,54,518,411,NA,50,22,13,55,18,16,108,19,63,NA,NA,NA,NA,NA,NA,1,29,9,27,52,10,6,6,8,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,338,1,309,165,1,72,NA,NA,NA,33,NA,533,328,423,57,NA,84,NA,187,19,4106,3,2,"14"
"445","091304","011","0","0",NA,3,3,3,1155,57,634,446,NA,59,22,35,83,25,42,172,20,NA,NA,NA,NA,NA,NA,NA,1,38,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,14,NA,NA,NA,NA,NA,NA,8,11,8,NA,NA,NA,63,548,1,531,96,1,92,NA,NA,NA,60,NA,587,416,774,84,NA,16,NA,136,15,5664,3,2,"14"
"446","110096","010","0","0",NA,1,1,1,740,74,457,650,NA,52,22,40,57,30,68,179,19,70,NA,NA,NA,NA,NA,NA,2,87,57,75,54,8,7,6,NA,NA,NA,NA,NA,NA,15,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1036,2,243,81,1,119,NA,NA,NA,41,NA,924,276,536,120,NA,122,NA,274,14,5720,2,2,"14"
"447","111640","010","1","1",NA,1,1,1,157,62,372,787,NA,44,20,39,96,18,27,167,24,76,NA,NA,NA,NA,NA,NA,9,78,9,104,45,8,11,34,NA,NA,NA,NA,NA,NA,24,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,277,1,185,152,2,605,414,NA,NA,29,NA,467,274,541,27,NA,80,NA,234,16,4695,2,2,"14"
"448","111640","020","2","2",NA,1,1,1,144,123,441,622,NA,56,24,90,30,31,22,165,79,NA,NA,NA,NA,NA,NA,NA,2,108,NA,NA,93,13,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,24,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,443,282,329,88,1,871,365,NA,NA,52,NA,561,389,720,111,NA,29,41,226,11,5853,3,2,"14"
"449","112575","010","0","0","020",1,1,1,196,62,581,608,NA,64,21,19,60,21,22,131,27,49,NA,NA,NA,NA,NA,NA,1,110,50,69,53,9,14,19,NA,NA,NA,8,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,272,1,303,386,3335,472,79,NA,NA,39,NA,660,415,1252,183,NA,235,390,334,14,9838,6,2,"14"
"450","112575","020","0","0","010",5,5,5,116,21,616,162,8,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,370,NA,NA,836,465,NA,NA,43,NA,1166,NA,NA,NA,NA,109,NA,94,118,4501,6,2,"14"
"451","112899","010","0","0",NA,1,1,1,152,116,706,617,NA,77,22,27,61,27,37,163,37,89,NA,NA,NA,NA,NA,NA,4,59,23,46,50,10,14,22,NA,NA,NA,7,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,277,1,398,134,1,1093,28,NA,NA,49,NA,859,423,547,1,NA,260,NA,309,12,5984,4,2,"14"
"452","113575","010","0","0","020",1,1,1,176,44,395,467,NA,78,21,16,36,16,23,95,18,37,NA,NA,NA,NA,NA,NA,1,44,52,76,42,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,279,2,225,106,2,48,128,NA,NA,29,NA,721,326,1260,71,NA,174,NA,223,19,4702,3,2,"14"
"453","113613","010","0","0","020",5,5,5,69,36,656,550,NA,45,22,20,49,23,31,127,23,66,NA,NA,NA,NA,NA,NA,10,68,56,88,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,NA,NA,NA,24,5,7,NA,NA,NA,NA,NA,NA,60,NA,0,359,NA,2891,67,1872,NA,NA,17,NA,725,249,NA,NA,NA,152,NA,170,11,7837,4,2,"14"
"454","113613","020","0","0","010",1,1,1,170,37,438,453,NA,54,21,21,28,17,34,128,43,42,NA,NA,NA,NA,NA,NA,1,41,45,71,38,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,309,1,244,125,2593,1097,820,NA,NA,29,NA,478,320,574,20,NA,150,50,190,95,8202,3,2,"14"
"455","114254","010","0","0","020",1,1,1,245,44,377,564,NA,78,22,42,34,16,20,103,31,67,NA,NA,NA,NA,NA,NA,2,80,52,67,40,5,9,5,NA,NA,NA,NA,NA,NA,18,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,395,0,203,212,2350,277,238,NA,NA,31,NA,422,251,649,79,NA,86,54,205,165,6877,6,2,"14"
"456","114254","020","0","0","010",5,5,5,76,49,429,602,NA,48,21,25,73,15,20,141,32,51,NA,NA,NA,NA,NA,NA,1,49,56,79,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,23,41,NA,NA,NA,NA,NA,NA,6,23,19,NA,NA,NA,131,NA,0,235,NA,2,650,742,NA,NA,29,NA,449,280,NA,NA,NA,107,NA,67,12,3823,7,2,"14"
"457","115270","010","0","0",NA,1,1,1,198,86,509,534,NA,40,21,20,56,16,55,151,23,47,NA,NA,NA,NA,NA,NA,1,70,34,56,42,6,11,10,NA,NA,NA,5,38,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,189,0,272,58,2045,59,NA,NA,NA,59,NA,481,251,204,0,NA,58,NA,212,442,5666,6,2,"14"
"458","116424","011","0","0","010",1,5,5,607,59,513,756,NA,48,22,16,334,17,22,393,18,53,NA,NA,NA,NA,NA,NA,3,58,27,62,41,5,6,4,NA,NA,NA,NA,NA,NA,18,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,3,340,NA,2612,292,992,NA,NA,121,NA,1312,346,NA,NA,NA,289,NA,405,483,9136,3,2,"14"
"459","120085","010","0","0","020",1,1,5,291,51,517,402,NA,35,21,20,41,14,26,100,17,37,NA,NA,NA,NA,NA,NA,1,67,21,38,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,NA,NA,NA,6,13,6,NA,NA,NA,NA,NA,NA,47,259,1,233,NA,2427,67,NA,NA,NA,55,NA,340,207,NA,NA,NA,165,NA,206,429,5652,3,2,"14"
"460","120085","020","0","0","010",5,5,1,106,47,505,438,NA,38,21,17,46,15,30,120,28,50,NA,NA,NA,NA,NA,NA,1,41,39,69,32,12,14,6,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,1,287,336,1848,89,244,NA,NA,19,NA,692,381,895,60,NA,211,169,279,102,6734,3,2,"14"
"461","120250","010","1","1","011",1,1,1,306,61,447,710,NA,198,21,41,43,23,26,130,36,53,NA,NA,NA,NA,NA,NA,1,66,47,75,47,8,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,465,1,233,453,0,544,711,NA,NA,40,NA,578,325,756,102,NA,107,41,131,13,6027,3,2,"14"
"462","120250","020","2","2",NA,1,1,1,121,48,383,393,NA,35,21,17,53,15,29,113,15,49,NA,NA,NA,NA,NA,NA,NA,34,33,47,32,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,155,83,195,323,1924,456,166,NA,NA,20,NA,423,281,416,15,NA,46,84,226,8,5769,6,2,"14"
"463","121620","010","0","0","020",1,5,1,280,40,552,429,NA,46,21,14,38,15,21,94,19,35,NA,NA,NA,NA,NA,NA,1,47,52,64,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,19,9,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,166,296,151,1,558,479,NA,NA,331,NA,766,231,647,88,NA,122,NA,145,11,5298,2,2,"14"
"464","121620","020","0","0","010",5,1,5,187,52,536,727,NA,44,21,47,39,16,63,161,42,52,NA,NA,NA,NA,NA,NA,2,210,64,81,45,10,11,15,NA,NA,NA,8,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,596,198,337,NA,1,355,169,NA,NA,144,NA,814,294,NA,NA,NA,66,NA,132,25,4637,2,2,"14"
"465","123012","010","0","0","020",5,5,5,80,35,521,449,97,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,405,NA,NA,287,454,NA,NA,569,NA,560,NA,NA,NA,NA,223,NA,40,15,3671,7,2,"14"
"466","123012","020","0","0","010",1,1,1,279,83,622,681,NA,54,23,29,58,23,89,199,27,65,NA,NA,NA,NA,NA,NA,2,141,52,76,42,8,7,7,NA,NA,NA,NA,NA,NA,10,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,355,2,527,454,2,711,175,NA,NA,628,NA,890,414,591,21,NA,239,NA,223,13,6954,7,2,"14"
"467","123933","010","0","0","020",5,5,5,62,70,410,635,NA,47,21,42,49,35,99,220,36,71,NA,NA,NA,NA,NA,NA,NA,67,49,65,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,12,7,7,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,316,277,NA,1,407,22,NA,NA,26,NA,513,409,NA,NA,NA,173,NA,240,12,3575,3,2,"14"
"468","123933","020","0","0","010",1,1,1,207,76,682,1336,NA,47,22,31,75,36,782,922,27,93,NA,NA,NA,NA,NA,NA,13,34,54,74,42,11,5,15,NA,NA,NA,5,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,537,4,498,300,1,58,NA,NA,NA,97,NA,642,239,709,68,NA,171,NA,67,12,5714,3,2,"14"
"469","124246","010","0","0","020",1,5,1,241,76,538,821,NA,59,21,23,54,25,117,224,23,67,NA,NA,NA,NA,NA,NA,1,162,57,82,57,11,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,72,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,1,517,213,2641,116,NA,NA,NA,248,NA,959,357,521,60,NA,174,NA,222,553,8268,3,2,"14"
"470","124246","020","0","0","010",5,1,5,333,49,649,612,NA,60,22,14,60,25,40,157,31,55,NA,NA,NA,NA,NA,NA,2,80,51,92,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,15,NA,NA,NA,NA,NA,NA,7,10,13,NA,NA,NA,66,418,3,310,NA,2850,143,NA,NA,NA,72,NA,977,376,NA,NA,NA,169,NA,386,170,7522,3,2,"14"
"471","125199","010","0","0","011",1,1,1,285,79,456,599,NA,52,21,32,66,24,49,221,80,52,NA,NA,NA,NA,NA,NA,1,40,54,72,53,7,9,8,NA,NA,NA,8,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,46,1,237,96,3653,48,NA,NA,NA,25,NA,594,290,301,3,NA,72,NA,160,14,6983,2,2,"14"
"472","125199","011","0","0","010",5,5,5,78,627,897,807,NA,60,22,23,88,21,63,212,39,87,8,11,17,12,16,64,1,110,56,86,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,12,NA,NA,NA,NA,NA,NA,17,26,12,NA,NA,NA,85,NA,108,508,NA,3216,373,NA,6,NA,NA,248,751,344,NA,NA,NA,97,NA,69,256,8393,6,2,"14"
"473","125326","010","0","0","020",1,1,5,300,61,585,604,NA,60,21,31,50,42,11,132,29,62,NA,NA,NA,NA,NA,NA,1,49,57,96,55,9,8,13,NA,NA,NA,NA,NA,NA,9,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,412,1,417,NA,3681,413,NA,NA,NA,159,NA,636,316,NA,NA,NA,58,NA,225,15,7888,4,2,"14"
"474","125326","020","0","0","010",5,5,1,129,136,597,805,NA,86,21,20,76,31,24,170,37,171,NA,NA,NA,NA,NA,NA,1,81,53,91,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,22,NA,NA,NA,NA,NA,NA,8,33,19,NA,NA,NA,97,NA,2,394,619,3227,365,65,NA,NA,60,NA,566,312,752,57,NA,68,NA,367,153,8687,6,2,"14"
"475","125396","010","0","0","020",5,5,5,69,48,355,433,NA,41,21,20,33,14,18,86,20,80,NA,NA,NA,NA,NA,NA,1,38,45,58,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,6,NA,NA,NA,6,5,15,NA,NA,NA,NA,NA,NA,44,NA,1,262,NA,2400,453,392,NA,NA,92,NA,503,277,NA,NA,NA,130,NA,342,245,6016,6,2,"14"
"476","125396","020","0","0","010",1,1,1,269,100,725,617,NA,55,20,28,49,21,51,157,35,47,NA,NA,NA,NA,NA,NA,1,108,51,94,45,10,6,6,NA,NA,NA,NA,NA,NA,8,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,273,368,323,146,3040,1455,300,NA,NA,41,NA,1085,350,608,50,NA,142,NA,130,466,10506,6,2,"14"
"477","130773","010","0","0","020",1,5,5,317,53,514,657,NA,48,22,47,59,25,35,163,38,66,NA,NA,NA,NA,NA,NA,5,79,53,77,47,6,14,26,NA,NA,NA,NA,NA,NA,10,13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,2,314,NA,1,65,224,NA,NA,26,NA,766,526,NA,NA,NA,67,NA,325,33,3900,3,2,"14"
"478","130773","020","0","0","010",5,1,1,181,57,528,677,NA,58,22,30,44,27,56,178,48,51,NA,NA,NA,NA,NA,NA,2,105,48,82,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,40,NA,NA,NA,8,13,8,NA,NA,NA,NA,NA,NA,90,203,2,254,91,3,86,NA,NA,NA,54,NA,706,395,874,32,NA,54,76,295,42,4632,3,2,"14"
"479","131895","010","0","0","020",1,1,5,283,50,517,607,NA,69,22,17,64,21,31,151,26,91,NA,NA,NA,NA,NA,NA,1,61,51,73,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,10,NA,NA,NA,10,18,8,NA,NA,NA,NA,NA,NA,67,316,4,491,NA,3529,69,NA,NA,NA,429,NA,595,342,NA,NA,NA,198,NA,453,18,7914,3,2,"14"
"480","131895","020","0","0","010",5,5,1,127,49,425,567,NA,53,22,14,49,27,45,150,24,53,NA,NA,NA,NA,NA,NA,2,51,42,77,52,11,19,7,NA,NA,NA,NA,NA,NA,9,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,1,389,242,4387,72,144,NA,NA,31,NA,829,327,692,30,NA,133,NA,385,19,8857,3,2,"14"
"481","131930","010","0","0","020",1,5,5,301,55,798,818,NA,56,22,42,67,19,21,141,32,58,NA,NA,NA,NA,NA,NA,4,96,51,106,191,8,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,9,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,3,310,NA,586,468,353,NA,NA,67,NA,1072,381,NA,NA,NA,263,NA,329,282,6095,3,2,"14"
"482","131930","020","0","0","010",5,1,1,266,56,1473,661,NA,54,21,37,57,16,19,138,44,84,NA,NA,NA,NA,NA,NA,1,100,53,70,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,18,NA,NA,NA,13,13,12,NA,NA,NA,NA,NA,NA,106,490,1,382,214,1,60,NA,NA,NA,41,NA,780,400,1298,74,NA,186,NA,314,27,6735,7,2,"14"
"483","132355","010","0","0",NA,1,1,1,156,112,786,600,NA,49,22,16,49,23,18,101,11,123,NA,NA,NA,NA,NA,NA,NA,40,54,82,70,18,12,20,NA,NA,NA,NA,NA,NA,15,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,169,24,424,NA,1,38,205,NA,NA,65,NA,1109,221,345,0,NA,218,NA,5,12,4500,6,2,"14"
"484","133135","010","0","0","020",1,5,5,273,141,588,562,NA,56,21,21,52,22,61,164,27,56,NA,NA,NA,NA,NA,NA,3,64,32,56,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,11,6,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,230,NA,2881,113,NA,NA,NA,29,NA,678,312,NA,NA,NA,119,NA,236,15,6182,3,2,"14"
"485","133135","020","0","0","010",5,1,1,126,40,397,582,NA,53,21,25,54,22,28,141,36,50,NA,NA,NA,NA,NA,NA,2,45,54,69,55,8,10,9,NA,NA,NA,NA,NA,NA,50,32,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,764,1,318,242,2415,501,NA,NA,NA,160,NA,507,285,346,61,NA,88,NA,183,250,7272,3,2,"14"
"486","133851","010","0","0","020",5,1,5,320,60,1039,969,NA,173,26,53,74,30,104,257,42,60,NA,NA,NA,NA,NA,NA,6,64,50,109,80,8,9,9,NA,NA,NA,NA,NA,NA,23,32,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,424,546,612,NA,5435,248,NA,NA,NA,915,NA,1726,2482,NA,NA,NA,621,NA,604,484,16537,3,2,"14"
"487","133851","020","0","0","010",1,5,1,442,53,522,967,NA,93,24,29,54,28,32,154,33,101,NA,NA,NA,NA,NA,NA,4,106,53,127,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,8,22,94,NA,11,271,289,4640,510,891,NA,NA,49,NA,802,331,1535,282,NA,326,62,347,483,12825,2,2,"14"
"488","135161","010","0","0","020",1,1,1,229,42,534,627,NA,46,56,24,79,17,35,165,32,49,NA,NA,NA,NA,NA,NA,3,98,49,74,55,8,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,481,119,330,232,5,60,NA,NA,NA,27,NA,839,357,966,86,NA,222,NA,183,11,5360,6,2,"14"
"489","135161","020","0","0","010",5,5,5,68,45,452,617,NA,43,21,30,54,25,30,150,39,60,NA,NA,NA,NA,NA,NA,1,60,57,85,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,32,17,NA,NA,NA,25,8,23,NA,NA,NA,NA,NA,NA,119,NA,1,327,NA,2,444,299,NA,NA,36,NA,430,274,NA,NA,NA,150,NA,104,13,3265,6,2,"14"
"490","135435","010","0","0","020",1,1,1,277,88,741,654,NA,52,24,77,102,22,38,189,26,38,NA,NA,NA,NA,NA,NA,1,68,54,93,43,6,6,8,NA,NA,NA,NA,NA,NA,13,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,261,1,441,273,2731,71,909,NA,NA,35,NA,449,437,961,49,NA,176,NA,284,13,8855,3,2,"14"
"491","135435","020","0","0","010",5,5,5,108,71,695,639,NA,67,21,27,47,26,45,154,35,63,NA,NA,NA,NA,NA,NA,2,65,39,66,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,20,14,NA,NA,NA,20,15,43,NA,NA,NA,NA,NA,NA,124,NA,112,383,NA,2503,71,217,NA,NA,70,NA,736,474,NA,NA,NA,104,NA,412,14,6615,3,2,"14"
"492","135571","010","0","0","020",5,5,1,126,53,441,437,NA,45,21,29,38,17,23,106,27,37,NA,NA,NA,NA,NA,NA,1,58,18,36,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,10,NA,NA,NA,NA,NA,NA,6,7,8,NA,NA,NA,44,NA,1,340,542,2553,562,633,NA,NA,29,NA,733,352,668,68,NA,95,NA,196,19,7861,7,2,"14"
"493","135571","020","0","0","010",1,1,5,295,74,428,372,NA,47,21,20,27,12,22,83,21,NA,NA,NA,NA,NA,NA,NA,2,47,NA,NA,44,6,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,395,1,195,NA,2389,281,700,NA,NA,27,NA,470,296,NA,NA,NA,95,NA,252,11,6288,7,2,"14"
"494","135641","010","1","1",NA,1,1,1,428,118,661,573,NA,48,23,26,58,17,45,139,17,38,NA,NA,NA,NA,NA,NA,1,91,47,77,40,16,11,13,NA,NA,NA,NA,NA,NA,9,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,671,3,432,861,2869,60,NA,NA,NA,50,NA,644,310,725,34,NA,58,NA,398,275,9182,4,2,"14"
