"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OY005","OY006","OY007","OY008","OY009","OY010","OY011","OY012","OY013","OY014","OY015","OY016","OY017","OY018","OY019","OY020","OY021","OY022","OY023","OY024","OY025","OY026","OY028","OY029","OY062","OY063","OY064","OY065","OY066","OY067","OY068","OY069","OY070","OY071","OY072","OY073","OY074","OY075","OY076","OY077","OY078","OY079","OY080","OY081","OY082","OY083","OY084","OY085","OY086","OY087","OY088","OY089","OY090","OY091","OY092","OY093","OY094","OY095","OY096","OY097","OY098","OY100","OY101","OY102","OY103","OY104","OY105","OY106","OY107","OY108","OY109","OY110","OY111","OY112","OY113","OY114","OY115","OVDATE","OVERSION","year"
"1051","528884","020","0","0","010",1,1,5,683,60,767,496,NA,59,21,12,93,18,79,225,27,NA,NA,NA,NA,NA,NA,NA,1,50,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,17,NA,NA,NA,7,16,26,NA,NA,NA,NA,NA,NA,83,473,191,397,NA,3631,1036,837,NA,NA,31,NA,710,393,NA,NA,NA,105,NA,318,15,10156,3,2,"14"
"1052","529019","010","0","0",NA,1,1,1,282,118,315,336,NA,39,21,17,34,15,24,85,11,NA,NA,NA,NA,NA,NA,NA,1,56,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,17,19,NA,NA,NA,4,8,20,NA,NA,NA,NA,NA,NA,74,301,165,221,642,2538,682,288,NA,NA,31,NA,529,356,601,77,343,62,213,230,8,8341,4,2,"14"
"1053","529434","010","0","0","020",5,1,5,190,41,502,382,NA,51,21,16,64,15,32,134,22,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,43,7,18,13,NA,NA,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,387,1,256,NA,2692,580,225,NA,NA,578,NA,570,292,NA,NA,NA,60,NA,200,300,7263,6,2,"14"
"1054","529434","020","0","0","010",1,5,1,353,42,308,445,NA,43,21,38,31,16,32,104,24,NA,NA,NA,NA,NA,NA,NA,1,81,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,38,NA,NA,NA,NA,NA,NA,7,12,27,NA,NA,NA,101,NA,271,189,135,2950,536,451,NA,NA,28,NA,364,384,651,54,NA,74,NA,365,11,7617,4,2,"14"
"1055","529444","010","0","0","020",1,1,5,247,46,329,348,NA,51,22,28,41,18,22,106,23,NA,NA,NA,NA,NA,NA,NA,1,55,NA,NA,43,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,428,1,199,NA,1,221,NA,NA,NA,24,NA,499,264,NA,NA,NA,60,NA,250,13,2932,3,2,"14"
"1056","529444","020","0","0","010",5,5,1,71,42,370,329,NA,43,21,27,38,17,21,96,19,NA,NA,NA,NA,NA,NA,NA,1,54,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,10,NA,NA,NA,5,5,12,NA,NA,NA,NA,NA,NA,46,NA,210,244,106,1,144,NA,NA,NA,25,NA,492,271,641,36,NA,52,NA,166,14,3246,3,2,"14"
"1057","529474","010","0","0","020",5,1,5,129,43,367,322,NA,39,21,25,26,13,26,91,25,NA,NA,NA,NA,NA,NA,NA,1,62,NA,NA,38,5,6,11,NA,NA,NA,5,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,162,156,156,NA,1746,1222,32,NA,NA,29,NA,317,250,NA,NA,NA,27,NA,164,199,5325,3,2,"14"
"1058","529474","020","0","0","010",1,5,1,155,35,310,330,NA,34,22,15,25,14,52,118,26,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,21,8,NA,NA,NA,6,5,6,NA,NA,NA,NA,NA,NA,53,NA,178,199,231,1793,338,36,NA,NA,23,NA,377,252,637,51,NA,26,NA,258,4,5254,3,2,"14"
"1059","529620","010","0","0","020",5,5,5,73,33,356,340,NA,49,21,15,53,12,42,131,23,NA,NA,NA,NA,NA,NA,NA,1,39,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,NA,NA,NA,5,10,6,NA,NA,NA,NA,NA,NA,40,NA,215,225,NA,1973,88,NA,NA,NA,331,NA,548,184,NA,NA,NA,15,NA,65,9,4457,7,2,"14"
"1060","529620","020","0","0","010",1,1,1,329,66,374,407,NA,55,21,22,45,22,23,122,32,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,46,10,12,18,NA,NA,NA,10,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,182,229,233,51,2462,1245,26,NA,NA,32,NA,290,342,606,29,NA,13,NA,178,11,7108,7,2,"14"
"1061","529946","010","0","0",NA,1,1,1,207,81,402,426,NA,51,22,27,64,21,29,160,44,NA,NA,NA,NA,NA,NA,NA,2,71,NA,NA,47,7,6,11,NA,NA,NA,NA,NA,NA,6,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,348,380,260,193,2746,837,1021,NA,NA,31,NA,432,428,520,52,NA,28,NA,224,566,9201,3,2,"14"
"1062","529996","010","0","0","020",1,5,1,297,43,601,402,NA,45,21,17,54,16,30,121,17,NA,NA,NA,NA,NA,NA,NA,4,76,NA,NA,46,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,2,272,198,1,538,463,NA,NA,28,NA,582,355,739,100,NA,60,NA,192,14,4901,7,2,"14"
"1063","529996","020","0","0","010",5,1,5,231,61,409,458,NA,45,21,27,46,19,63,157,27,NA,NA,NA,NA,NA,NA,NA,2,77,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29,23,NA,NA,NA,5,10,6,NA,NA,NA,NA,NA,NA,83,621,3,203,NA,2,553,23,NA,NA,33,NA,488,334,NA,NA,NA,25,NA,247,14,3708,7,2,"14"
"1064","530014","010","0","0",NA,1,1,1,362,135,559,478,NA,54,21,20,66,22,75,190,25,NA,NA,NA,NA,NA,NA,NA,1,78,NA,NA,49,14,8,11,9,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,388,0,401,226,3082,101,416,NA,NA,88,NA,829,311,376,30,NA,129,NA,150,13,8077,3,2,"14"
"1065","530135","010","0","0","020",1,5,1,502,92,500,519,NA,62,21,23,80,30,39,195,44,NA,NA,NA,NA,NA,NA,NA,2,86,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,10,NA,NA,NA,9,10,18,NA,NA,NA,NA,NA,NA,68,NA,948,349,143,2,1513,38,NA,NA,49,NA,457,484,756,72,NA,26,NA,429,24,6933,4,2,"14"
"1066","530135","020","0","0","010",5,1,5,319,90,585,626,NA,62,21,55,103,36,44,232,43,NA,NA,NA,NA,NA,NA,NA,3,86,NA,NA,62,15,19,11,NA,NA,NA,NA,NA,NA,21,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,575,649,336,NA,2,813,34,NA,NA,45,NA,421,446,NA,NA,NA,28,NA,319,25,5383,4,2,"14"
"1067","530196","010","0","0",NA,1,1,1,187,92,393,463,NA,49,21,27,53,17,44,157,29,NA,NA,NA,NA,NA,NA,NA,1,63,NA,NA,47,10,23,8,NA,NA,NA,NA,NA,NA,13,21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,391,162,240,362,1,960,864,NA,NA,103,NA,606,403,633,70,NA,188,NA,102,12,6234,6,2,"14"
"1068","530211","010","0","0","020",1,5,1,142,44,433,378,NA,49,21,28,43,17,22,108,25,NA,NA,NA,NA,NA,NA,NA,1,52,NA,NA,43,7,12,6,NA,NA,NA,NA,NA,NA,14,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,198,273,165,2557,505,278,NA,NA,360,NA,417,302,559,30,NA,52,34,298,226,7260,4,2,"14"
"1069","530211","020","0","0","010",5,1,5,101,52,490,352,NA,53,22,14,41,17,45,129,24,NA,NA,NA,NA,NA,NA,NA,2,45,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,6,NA,NA,NA,NA,NA,NA,5,8,7,NA,NA,NA,40,47,152,230,NA,2563,609,31,NA,NA,39,NA,429,269,NA,NA,NA,90,NA,252,195,5904,4,2,"14"
"1070","530323","010","0","0",NA,1,1,1,257,75,788,339,NA,42,21,13,46,20,47,132,18,NA,NA,NA,NA,NA,NA,NA,1,29,NA,NA,46,8,13,9,NA,NA,NA,5,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,294,1,379,51,1,75,NA,NA,NA,44,NA,712,220,463,1,NA,21,NA,127,16,3866,2,2,"14"
"1071","530461","010","0","0",NA,1,1,1,195,75,545,627,NA,53,21,101,48,21,50,149,26,NA,NA,NA,NA,NA,NA,NA,8,116,NA,NA,55,10,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,22,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,184,268,400,295,4060,669,359,NA,NA,287,NA,963,378,674,65,NA,96,NA,306,156,10620,3,2,"14"
"1072","530661","010","0","0","020",1,1,5,497,318,766,650,NA,104,21,33,90,26,78,239,43,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,41,18,NA,NA,NA,20,8,13,NA,NA,NA,NA,NA,NA,113,1185,532,410,NA,4,1308,83,NA,NA,68,NA,1279,498,NA,NA,NA,21,NA,109,243,7976,4,2,"14"
"1073","530661","020","0","0","010",5,5,1,97,130,816,691,NA,65,22,24,205,19,27,288,36,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,93,30,10,8,NA,NA,NA,22,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,187,506,493,1,976,46,NA,NA,289,NA,1017,559,581,NA,NA,21,NA,484,323,7223,4,2,"14"
"1074","530844","020","0","0","010",1,5,1,211,55,371,569,NA,54,21,51,51,25,50,182,55,NA,NA,NA,NA,NA,NA,NA,1,109,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,28,32,NA,NA,NA,NA,NA,NA,12,8,9,NA,NA,NA,99,NA,434,608,205,1,638,619,NA,NA,34,NA,425,495,608,46,NA,82,NA,93,17,5529,4,2,"14"
"1075","530980","010","0","0","020",1,1,5,381,68,650,553,NA,45,22,22,33,23,75,164,32,48,NA,NA,NA,NA,NA,NA,NA,88,51,65,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,NA,NA,NA,16,6,7,NA,NA,NA,NA,NA,NA,51,415,0,320,NA,2241,428,80,NA,NA,25,NA,675,367,NA,NA,NA,130,NA,152,15,6510,3,2,"14"
"1076","530980","020","0","0","010",5,5,1,62,38,273,452,NA,44,21,16,34,16,38,104,15,48,NA,NA,NA,NA,NA,NA,NA,58,54,65,43,6,7,5,NA,NA,NA,NA,NA,NA,6,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,0,294,356,2409,444,36,NA,NA,26,NA,488,308,633,35,NA,151,NA,159,9,6175,3,2,"14"
"1077","531229","010","0","0",NA,1,1,1,265,126,719,825,NA,86,24,41,94,32,82,245,35,116,NA,NA,NA,NA,NA,NA,1,75,61,80,64,13,27,8,NA,NA,NA,NA,NA,NA,10,8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,382,490,237,182,2,82,NA,NA,NA,74,NA,710,777,369,30,NA,96,NA,484,168,6047,6,2,"14"
"1078","531254","010","0","0",NA,1,1,1,418,87,557,485,NA,56,22,38,56,23,24,138,32,NA,NA,NA,NA,NA,NA,NA,2,85,NA,NA,55,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,662,241,265,372,2,789,622,NA,NA,238,NA,741,449,981,127,NA,121,NA,210,20,7390,2,2,"14"
"1079","531719","010","0","0","020",5,1,5,171,45,375,544,NA,47,21,21,38,18,56,149,35,NA,NA,NA,NA,NA,NA,NA,1,101,NA,NA,61,7,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,42,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,369,321,246,NA,1,622,83,NA,NA,32,NA,404,481,NA,NA,NA,92,NA,205,13,4015,7,2,"14"
"1080","531719","020","0","0","010",1,5,1,261,50,439,344,NA,46,21,15,41,16,31,107,18,NA,NA,NA,NA,NA,NA,NA,1,39,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,14,NA,NA,NA,9,6,11,NA,NA,NA,NA,NA,NA,61,NA,0,276,194,1,776,359,NA,NA,29,NA,419,332,488,81,NA,51,NA,284,11,4399,7,2,"14"
"1081","531816","010","0","0",NA,1,1,1,154,88,373,515,NA,50,21,16,65,25,62,175,22,NA,NA,NA,NA,NA,NA,NA,1,91,NA,NA,45,10,21,17,NA,NA,NA,NA,NA,NA,22,32,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,97,1,340,159,1,610,397,NA,NA,315,NA,598,319,373,37,NA,21,NA,193,13,4606,7,2,"14"
"1082","531864","010","0","0","020",5,1,5,228,34,441,141,114,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,6,324,NA,NA,451,32,NA,NA,41,NA,516,NA,NA,NA,NA,22,NA,138,16,2780,7,2,"14"
"1083","531864","020","0","0","010",1,5,1,277,71,519,506,NA,57,22,15,77,22,58,229,70,NA,NA,NA,NA,NA,NA,NA,2,50,NA,NA,57,14,7,10,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,2,354,92,2797,228,NA,NA,NA,29,NA,496,368,485,72,NA,21,NA,535,16,6902,4,2,"14"
"1084","532060","010","0","0","020",1,5,1,437,89,622,555,NA,64,22,22,57,27,42,163,34,NA,NA,NA,NA,NA,NA,NA,4,110,NA,NA,73,30,16,11,NA,NA,NA,14,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,2,236,428,2,975,70,NA,NA,90,NA,688,567,826,NA,NA,21,NA,255,413,6286,3,2,"14"
"1085","532060","020","0","0","010",5,1,5,232,146,515,587,NA,82,21,21,80,32,28,168,25,NA,NA,NA,NA,NA,NA,NA,2,53,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,15,12,10,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,463,279,349,NA,2,781,546,NA,NA,289,NA,761,371,NA,NA,NA,28,NA,192,245,5790,6,2,"14"
"1086","532879","010","0","0","020",5,5,1,122,67,801,623,NA,65,21,30,124,24,48,235,37,NA,NA,NA,NA,NA,NA,NA,3,129,NA,NA,72,13,10,8,NA,NA,NA,NA,NA,NA,10,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,3,325,110,2,1043,36,NA,NA,112,NA,778,488,780,2,NA,23,NA,233,22,5610,6,2,"14"
"1087","532879","020","0","0","010",1,1,5,327,61,809,851,NA,73,22,34,99,29,45,220,40,94,NA,NA,NA,NA,NA,NA,15,136,33,64,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,11,12,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,707,2,393,NA,2,719,36,NA,NA,49,NA,575,376,NA,NA,NA,104,NA,640,24,5678,6,2,"14"
"1088","533146","010","0","0",NA,1,1,1,190,94,519,414,NA,48,21,23,61,18,39,144,24,NA,NA,NA,NA,NA,NA,NA,1,83,NA,NA,44,6,10,12,NA,NA,NA,7,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,40,114,302,103,2670,584,208,NA,NA,214,NA,282,280,528,55,NA,16,NA,278,10,6910,2,2,"14"
"1089","533192","010","0","0","020",5,1,5,504,88,616,513,NA,44,23,45,77,25,95,231,31,NA,NA,NA,NA,NA,NA,NA,2,57,NA,NA,47,7,11,16,NA,NA,NA,6,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,661,356,562,NA,2,1273,30,NA,NA,39,NA,949,334,NA,NA,NA,186,NA,209,14,6342,3,2,"14"
"1090","533192","020","0","0","010",1,5,1,809,137,551,506,NA,51,21,29,53,30,57,183,37,NA,NA,NA,NA,NA,NA,NA,1,92,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,21,NA,NA,NA,28,8,8,NA,NA,NA,NA,NA,NA,84,NA,600,237,162,2,610,122,NA,NA,42,NA,404,359,629,35,NA,152,NA,148,15,5528,3,2,"14"
"1091","533668","010","0","0",NA,1,1,1,413,89,475,690,NA,56,22,31,49,31,84,201,35,73,NA,NA,NA,NA,NA,NA,2,80,77,109,51,9,12,12,10,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,151,2,256,61,4726,128,NA,NA,NA,44,NA,630,317,290,2,NA,70,NA,330,384,9081,3,2,"14"
"1092","533798","010","0","0",NA,1,1,1,395,64,400,784,NA,50,21,77,298,21,52,444,70,NA,NA,NA,NA,NA,NA,NA,1,65,NA,NA,42,7,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,40,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,795,1,198,245,2709,797,450,NA,NA,36,NA,468,335,660,113,NA,136,253,180,153,9177,3,2,"14"
"1093","533831","010","0","0",NA,1,1,1,328,196,462,314,NA,47,22,15,46,20,34,112,11,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,45,13,6,6,5,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,35,214,194,86,1,110,NA,NA,NA,137,NA,489,394,383,28,NA,17,NA,265,10,3666,3,2,"14"
"1094","533874","010","0","0",NA,1,1,1,200,68,414,401,NA,51,22,21,59,16,54,151,21,NA,NA,NA,NA,NA,NA,NA,1,23,NA,NA,41,27,5,6,NA,NA,NA,NA,NA,NA,25,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,772,1,163,56,1,53,NA,NA,NA,73,NA,332,231,331,25,NA,14,NA,85,13,3234,2,2,"14"
"1095","533980","010","0","0","020",5,1,5,143,55,358,445,NA,48,22,20,44,17,90,175,23,NA,NA,NA,NA,NA,NA,NA,1,62,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,20,NA,NA,NA,14,9,9,NA,NA,NA,NA,NA,NA,67,88,256,170,NA,1,558,389,NA,NA,34,NA,540,319,NA,NA,NA,21,NA,189,12,3581,4,2,"14"
"1096","533980","020","0","0","010",1,5,1,219,42,381,416,NA,42,22,18,52,21,26,120,20,NA,NA,NA,NA,NA,NA,NA,1,97,NA,NA,44,8,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,322,215,155,1,599,261,NA,NA,33,NA,374,378,506,42,NA,98,NA,136,12,4200,3,2,"14"
"1097","534005","010","0","0",NA,1,1,1,75,81,343,436,NA,50,21,16,53,24,29,137,30,NA,NA,NA,NA,NA,NA,NA,1,80,NA,NA,55,10,11,11,NA,NA,NA,NA,NA,NA,13,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,41,194,189,57,1,261,NA,NA,NA,478,NA,415,264,452,0,NA,18,NA,178,10,3495,2,2,"14"
"1098","534150","010","0","0","020",1,5,1,579,110,806,616,NA,78,21,27,118,31,41,233,42,NA,NA,NA,NA,NA,NA,NA,1,63,NA,NA,72,27,13,8,NA,NA,NA,NA,NA,NA,24,29,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,494,340,97,1,606,NA,NA,NA,56,NA,622,467,945,47,NA,36,NA,251,24,6107,4,2,"14"
"1099","534150","020","0","0","010",5,1,5,355,126,977,588,NA,78,22,20,105,34,59,246,46,NA,NA,NA,NA,NA,NA,NA,1,79,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,13,NA,NA,NA,10,9,9,NA,NA,NA,NA,NA,NA,68,646,517,501,NA,1,796,111,NA,NA,61,NA,702,482,NA,NA,NA,131,NA,267,24,6294,4,2,"14"
"1100","534178","010","0","0","020",1,1,5,988,210,1019,638,NA,56,21,36,80,20,52,190,35,NA,NA,NA,NA,NA,NA,NA,2,191,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12,15,NA,NA,NA,NA,NA,NA,6,8,41,NA,NA,NA,90,669,1,891,NA,4440,161,NA,NA,NA,103,NA,1347,243,NA,NA,NA,77,NA,290,20,11116,3,2,"14"
"1101","534178","020","0","0","010",5,5,1,797,52,617,621,NA,47,21,18,48,20,39,168,39,90,NA,NA,NA,NA,NA,NA,2,65,51,75,47,7,17,9,NA,NA,NA,NA,NA,NA,11,13,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,2,459,261,2705,51,168,NA,NA,48,NA,477,314,474,26,NA,82,NA,1126,345,8646,3,2,"14"
"1102","534233","010","0","0","020",5,5,1,133,39,412,342,NA,37,21,28,29,16,24,101,27,NA,NA,NA,NA,NA,NA,NA,1,43,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,8,23,NA,NA,NA,NA,NA,NA,6,7,7,NA,NA,NA,71,NA,1,232,297,2,570,419,NA,NA,28,NA,432,289,524,43,NA,63,41,162,13,4046,3,2,"14"
"1103","534233","020","0","0","010",1,1,5,188,44,379,341,NA,41,22,20,39,16,22,99,21,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,42,5,8,5,NA,NA,NA,NA,NA,NA,13,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,283,157,200,NA,2,387,166,NA,NA,146,NA,549,274,NA,NA,NA,84,NA,78,10,3304,3,2,"14"
"1104","534241","010","0","0","020",5,1,5,184,80,459,742,NA,340,22,26,90,19,35,175,29,NA,NA,NA,NA,NA,NA,NA,2,52,NA,NA,61,11,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,386,499,346,NA,3687,1451,36,NA,NA,45,NA,393,452,NA,NA,NA,26,NA,346,172,9335,6,2,"14"
"1105","534241","020","0","0","010",1,5,1,456,150,928,675,NA,73,29,36,122,28,37,241,52,NA,NA,NA,NA,NA,NA,NA,2,116,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,29,24,NA,NA,NA,13,13,10,NA,NA,NA,NA,NA,NA,112,NA,5,913,221,3725,496,NA,NA,NA,465,NA,829,862,880,34,NA,51,NA,180,329,11219,6,2,"14"
"1106","534381","010","0","0",NA,1,1,1,208,69,291,299,NA,42,21,18,35,18,31,103,18,NA,NA,NA,NA,NA,NA,NA,1,40,NA,NA,39,6,5,8,NA,NA,NA,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,194,1,158,61,1,288,NA,NA,NA,19,NA,329,171,296,1,NA,20,NA,79,14,2500,2,2,"14"
"1107","534422","010","0","0","020",1,1,5,172,78,537,520,NA,57,21,23,52,18,63,161,27,NA,NA,NA,NA,NA,NA,NA,2,65,NA,NA,59,12,28,9,NA,NA,NA,NA,NA,NA,23,12,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,214,215,377,NA,2875,789,882,NA,NA,105,NA,583,416,NA,NA,NA,85,NA,214,110,8175,3,2,"14"
"1108","534440","010","0","0",NA,1,1,1,206,139,377,368,NA,53,21,20,58,17,21,119,21,NA,NA,NA,NA,NA,NA,NA,1,51,NA,NA,52,6,7,16,NA,NA,NA,NA,NA,NA,7,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,49,1,325,129,3435,393,NA,NA,NA,151,NA,648,292,416,1,NA,64,NA,247,12,7266,7,2,"14"
"1109","534501","010","0","0","020",1,5,1,256,58,528,448,NA,61,22,50,50,20,16,117,29,NA,NA,NA,NA,NA,NA,NA,1,61,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12,37,NA,NA,NA,NA,NA,NA,12,7,9,NA,NA,NA,85,NA,242,317,109,2892,988,386,NA,NA,66,NA,697,377,918,202,NA,237,227,266,17,9302,6,2,"14"
"1110","534501","020","0","0","010",5,1,5,192,92,511,501,NA,74,21,36,58,21,31,151,40,NA,NA,NA,NA,NA,NA,NA,2,61,NA,NA,55,11,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,23,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,308,952,407,NA,3024,684,643,NA,NA,42,NA,538,394,NA,NA,NA,128,NA,236,279,8952,6,2,"14"
