"","HHID","PN","PSUBHH","OSUBHH","PPN_SP","PCSR","PFAMR","PFINR","PP155","PP156","PP195","PP002","PP196","PP166","PP197","PP168","PP005","PP006","PP059","PP007","PP009","PP014","PP015","PP016","PP017","PP123","PP018","PP181","PP182","PP020","PP028","PP102","PP029","PP157","PP107","PP175","PP176","PP177","PP178","PP032","PP111","PP112","PP183","PP047","PP113","PP149","PP150","PP180","PP097","PP041","PP185","PP056","PVDATE","PVERSION","year"
"586","212681","020","0","0","010",5,1,5,11,0,1,1,NA,NA,NA,NA,50,25,25,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,60,0,10,NA,NA,0,50,NA,25,0,NA,2,NA,998,3,NA,1,1,5,1,"16"
"587","212914","010","0","0",NA,1,1,1,9,5,1,1,NA,NA,NA,NA,6,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,998,NA,NA,NA,0,998,NA,998,998,NA,1,NA,NA,3,NA,8,1,8,1,"16"
"588","212938","010","0","0",NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"16"
"589","212961","010","0","0","020",1,1,1,13,1,1,1,"more",10,"fallen",998,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,90,90,80,100,NA,100,75,NA,2,90,10,2,NA,8,1,7,1,"16"
"590","212961","020","0","0","010",5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"16"
"591","212964","010","0","0","020",1,5,1,14,0,1,1,"less",90,"gained",10,100,99,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,90,0,50,NA,NA,10,25,NA,998,50,1,2,25,40,2,NA,3,1,5,1,"16"
"592","212964","020","0","0","010",5,1,5,14,0,1,1,NA,NA,NA,NA,100,80,0,NA,1,10,90,NA,75,NA,5,25,0,NA,50,2,50,NA,NA,5,NA,5,5,NA,NA,NA,50,25,NA,2,25,25,3,NA,2,1,5,1,"16"
"593","213210","010","0","0",NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"16"
"594","213338","010","0","0",NA,1,1,1,11,0,1,1,NA,NA,NA,NA,80,100,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,75,0,0,NA,NA,10,NA,NA,50,70,NA,2,60,5,3,NA,3,1,9,1,"16"
"595","213359","010","0","0",NA,1,1,1,7,3,1,1,NA,NA,NA,NA,998,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,998,20,NA,100,40,NA,2,20,30,2,NA,1,1,10,1,"16"
"596","213391","011","6","6",NA,1,1,1,14,0,1,1,"more",40,"fallen",20,80,80,10,NA,1,NA,NA,75,NA,NA,30,20,10,NA,50,2,50,NA,NA,90,NA,20,10,NA,50,NA,75,50,2,1,NA,NA,2,NA,3,1,10,1,"16"
"597","213391","020","1","1","022",1,1,1,11,1,1,1,"more",50,"fallen",50,0,NA,NA,0,1,NA,NA,20,NA,NA,20,0,NA,NA,0,NA,NA,NA,NA,0,10,NA,NA,NA,NA,50,50,998,NA,1,NA,NA,3,NA,1,1,3,1,"16"
"598","213391","022","1","1","020",5,5,5,10,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,20,NA,NA,80,NA,20,0,NA,NA,50,20,0,NA,2,NA,20,3,NA,3,1,3,1,"16"
"599","213420","020","0","0",NA,1,1,1,13,2,1,1,"more",80,"fallen",0,10,50,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,998,60,NA,0,NA,0,10,NA,30,30,NA,2,998,NA,3,NA,1,1,5,1,"16"
"600","500007","010","0","0","020",5,1,1,15,0,1,1,"more",50,"fallen",10,90,80,80,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,70,80,NA,50,30,30,90,NA,100,60,NA,2,10,50,1,NA,3,1,5,1,"16"
"601","500007","020","0","0","010",1,5,5,12,0,1,1,"more",NA,NA,NA,100,100,80,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,100,NA,50,0,10,100,NA,100,50,2,1,NA,NA,3,NA,3,1,2,1,"16"
"602","500029","010","0","0","020",5,1,5,12,0,1,1,NA,NA,NA,NA,100,95,75,NA,1,NA,NA,NA,NA,NA,100,90,20,NA,75,NA,40,NA,NA,90,NA,20,5,NA,100,NA,100,40,NA,2,30,70,2,NA,3,1,4,1,"16"
"603","500029","020","0","0","010",1,5,1,16,0,1,1,"more",50,"gained",10,99,70,20,NA,1,20,20,NA,NA,NA,NA,10,5,NA,NA,NA,50,2,35,40,NA,10,5,20,NA,60,60,40,NA,2,35,40,2,NA,3,1,3,1,"16"
"604","500079","010","0","0",NA,1,1,1,15,0,1,1,"more",10,"fallen",10,100,50,10,NA,1,NA,NA,10,50,1,10,10,5,NA,90,NA,90,NA,NA,99,NA,90,60,NA,NA,50,90,50,2,1,NA,NA,2,NA,1,1,7,1,"16"
"605","500080","010","0","0",NA,1,1,1,10,1,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,75,0,0,NA,NA,0,75,NA,100,998,NA,1,NA,NA,3,NA,3,1,3,1,"16"
"606","500082","010","0","0",NA,1,1,1,12,0,1,1,NA,NA,NA,NA,0,NA,NA,20,1,NA,NA,80,NA,NA,NA,80,50,NA,NA,NA,80,NA,40,80,NA,40,10,5,50,NA,50,90,NA,2,10,70,3,NA,3,1,5,1,"16"
"607","500136","010","0","0","020",5,5,1,17,0,1,1,"less",50,"gained",50,100,100,50,NA,1,20,20,NA,50,1,20,10,0,NA,60,NA,20,NA,NA,50,NA,30,5,NA,NA,50,50,50,1,2,25,50,2,NA,3,1,10,1,"16"
"608","500136","020","0","0","010",1,1,5,12,1,1,1,NA,NA,NA,NA,80,60,10,NA,1,5,5,NA,NA,NA,80,0,NA,NA,70,NA,75,NA,NA,0,0,NA,NA,NA,NA,50,50,998,NA,1,NA,NA,3,NA,3,1,4,1,"16"
"609","500155","010","0","0",NA,1,1,1,10,1,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,100,NA,NA,0,0,NA,NA,NA,5,NA,5,2,NA,2,998,NA,3,NA,1,1,4,1,"16"
"610","500172","010","0","0","020",5,5,1,16,0,1,1,"more",50,"fallen",10,100,100,90,NA,1,0,75,NA,NA,NA,0,25,NA,NA,80,NA,70,NA,NA,80,NA,15,5,NA,NA,100,100,75,NA,2,20,30,2,NA,3,1,5,1,"16"
"611","500172","020","0","0","010",1,1,5,14,0,1,1,NA,NA,NA,NA,98,95,50,NA,1,5,80,NA,NA,NA,5,0,NA,NA,80,NA,75,NA,NA,20,NA,10,5,NA,NA,30,50,70,NA,2,50,20,3,NA,3,1,3,1,"16"
"612","500186","010","0","0",NA,1,1,1,12,0,1,1,"more",10,"gained",0,0,NA,NA,0,1,NA,NA,NA,NA,NA,0,50,NA,NA,70,NA,60,NA,NA,0,0,NA,NA,NA,0,NA,30,20,NA,2,0,998,2,NA,1,1,7,1,"16"
"613","500188","010","0","0","020",1,1,5,10,2,1,1,NA,NA,NA,NA,100,100,50,NA,1,NA,NA,NA,NA,NA,50,50,0,NA,998,NA,NA,NA,NA,50,NA,25,0,NA,75,NA,75,998,NA,1,NA,NA,3,NA,3,1,10,1,"16"
"614","500234","010","0","0","020",1,1,1,15,0,1,1,"less",10,"gained",20,90,90,30,NA,1,NA,NA,NA,30,NA,30,20,20,NA,30,NA,30,NA,NA,20,NA,20,20,NA,NA,25,25,30,NA,2,10,10,2,NA,3,1,5,1,"16"
"615","500234","020","0","0","010",5,5,5,12,0,1,1,NA,NA,NA,NA,80,50,10,NA,1,NA,NA,NA,NA,NA,NA,50,40,NA,NA,NA,75,NA,60,20,NA,5,0,5,10,NA,60,25,NA,2,3,40,2,NA,3,1,8,1,"16"
"616","500269","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,80,50,10,NA,1,0,80,NA,NA,NA,30,20,0,NA,80,NA,75,NA,NA,0,30,NA,NA,NA,NA,10,10,70,NA,2,70,30,3,NA,3,1,7,1,"16"
"617","500269","020","0","0","010",5,5,1,16,0,1,1,"less",80,"gained",10,80,10,10,NA,1,NA,NA,80,NA,NA,80,10,10,50,80,NA,50,NA,NA,10,NA,5,5,NA,NA,20,30,80,NA,2,20,10,2,NA,3,1,9,1,"16"
"618","500371","010","1","1",NA,1,1,1,14,0,1,1,"more",10,"fallen",10,100,100,90,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,70,NA,50,NA,NA,100,NA,100,50,NA,NA,20,100,50,1,2,10,30,2,NA,1,1,5,1,"16"
"619","500406","010","0","0","020",5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"16"
"620","500406","020","0","0","010",1,1,1,16,0,1,1,"more",50,"gained",10,100,100,70,NA,1,0,10,NA,NA,NA,0,0,NA,NA,80,NA,20,NA,NA,80,NA,50,20,NA,10,NA,90,30,NA,2,10,10,3,NA,3,1,3,1,"16"
"621","500426","010","0","0","020",1,1,5,12,0,1,1,NA,NA,NA,NA,100,50,5,NA,1,NA,NA,10,NA,NA,10,5,0,NA,70,NA,50,NA,NA,50,NA,50,5,NA,NA,10,10,50,2,1,NA,NA,2,NA,3,1,3,1,"16"
"622","500426","020","0","0","010",5,5,1,15,0,1,1,"less",5,"gained",1,95,50,10,NA,1,NA,NA,5,NA,NA,0,0,NA,NA,70,NA,50,NA,NA,5,NA,2,2,NA,NA,5,10,20,NA,2,5,5,2,NA,3,1,4,1,"16"
"623","500427","010","0","0","020",5,5,1,14,0,1,1,"less",60,"fallen",10,80,70,20,NA,1,NA,NA,10,NA,NA,NA,10,10,NA,NA,NA,40,NA,20,80,NA,50,20,30,70,NA,70,50,2,1,NA,NA,3,NA,3,1,5,1,"16"
"624","500427","020","0","0","010",1,1,5,12,0,1,1,NA,NA,NA,NA,100,50,10,NA,1,NA,NA,10,NA,NA,NA,10,5,NA,NA,NA,5,NA,5,80,NA,40,10,10,50,NA,50,50,2,1,NA,NA,3,NA,3,1,5,1,"16"
"625","500438","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,20,0,NA,NA,1,NA,NA,40,10,NA,10,0,NA,NA,50,2,50,NA,NA,10,NA,10,0,NA,NA,50,50,20,NA,2,10,20,3,NA,3,1,3,1,"16"
"626","500438","020","0","0","010",5,5,1,11,0,1,1,NA,NA,NA,NA,100,1,1,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,100,NA,100,NA,NA,0,0,NA,NA,NA,NA,0,10,10,NA,2,0,10,3,NA,3,1,4,1,"16"
"627","500451","020","0","0","021",1,1,1,14,0,1,1,NA,NA,NA,NA,90,20,1,NA,1,1,99,NA,90,NA,67,10,1,NA,75,NA,10,NA,NA,100,NA,10,1,NA,NA,90,90,50,2,1,NA,NA,3,NA,3,1,7,1,"16"
"628","500451","021","0","0","020",5,5,5,10,0,1,1,NA,NA,NA,NA,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,0,100,NA,NA,0,100,NA,100,0,NA,2,NA,50,3,NA,3,1,8,1,"16"
"629","500491","010","0","0","020",1,1,5,15,0,1,1,NA,NA,NA,NA,100,100,60,NA,1,10,80,NA,NA,NA,80,60,70,40,100,NA,40,NA,NA,20,NA,5,1,NA,NA,50,50,80,NA,2,10,10,2,NA,1,1,4,1,"16"
"630","500491","020","0","0","010",5,5,1,16,0,1,1,"more",20,"fallen",20,50,10,0,NA,1,0,50,NA,75,NA,80,40,0,NA,75,NA,20,NA,NA,100,NA,75,30,NA,NA,75,80,0,NA,2,NA,50,3,NA,2,1,4,1,"16"
"631","500550","010","0","0",NA,1,1,1,13,0,1,1,"less",30,"fallen",0,100,100,100,NA,1,NA,NA,NA,NA,NA,NA,20,90,NA,NA,NA,80,NA,80,100,NA,30,10,5,80,NA,80,50,2,1,NA,NA,2,NA,3,1,4,1,"16"
"632","500658","010","0","0","020",1,5,1,10,0,1,1,NA,NA,NA,NA,70,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,20,NA,NA,20,NA,10,10,NA,50,NA,50,50,2,1,NA,NA,2,NA,2,1,7,1,"16"
"633","500658","020","0","0","010",5,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"16"
"634","500706","010","0","0","020",5,5,1,16,0,1,1,"less",60,"fallen",10,50,100,70,NA,1,10,100,NA,NA,NA,15,25,20,NA,35,NA,10,NA,NA,100,NA,10,25,NA,NA,35,80,25,NA,2,35,45,2,NA,2,1,5,1,"16"
"635","500706","020","0","0","010",1,1,5,11,0,1,1,NA,NA,NA,NA,5,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,50,NA,50,0,50,80,NA,80,50,2,1,NA,NA,2,NA,1,1,5,1,"16"
"636","500721","010","0","0","020",1,1,1,14,0,1,1,"less",0,"gained",0,100,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,8,50,80,NA,15,15,5,0,NA,20,50,2,1,NA,NA,3,NA,3,1,3,1,"16"
"637","500721","020","0","0","010",5,5,5,12,1,1,1,NA,NA,NA,NA,5,0,NA,NA,1,NA,NA,5,NA,NA,NA,5,0,NA,NA,NA,15,NA,998,50,NA,10,5,8,40,NA,40,60,NA,2,50,40,3,NA,2,1,3,1,"16"
"638","500722","010","0","0","020",1,5,1,13,0,1,1,NA,NA,NA,NA,80,75,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,80,100,NA,80,80,0,100,NA,100,100,NA,2,100,NA,1,NA,1,1,3,1,"16"
"639","500722","020","0","0","010",5,1,5,14,0,1,1,NA,NA,NA,NA,8,12,15,NA,1,NA,NA,8,3,NA,3,0,NA,NA,100,NA,100,NA,NA,10,NA,10,10,NA,NA,3,6,100,NA,2,100,NA,2,NA,1,1,5,1,"16"
"640","500733","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,100,75,10,NA,1,NA,NA,10,NA,NA,10,5,0,NA,75,NA,50,NA,NA,50,NA,20,5,NA,50,NA,50,50,1,2,25,25,3,NA,3,1,4,1,"16"
"641","500733","020","0","0","010",5,5,1,15,0,1,1,"more",100,"gained",0,100,100,0,NA,1,NA,NA,10,NA,NA,NA,0,NA,NA,NA,NA,100,NA,50,20,NA,10,10,10,10,NA,50,50,1,2,30,30,3,NA,2,1,4,1,"16"
"642","500764","010","0","0","011",1,1,1,13,0,1,1,"less",5,"gained",70,90,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,100,NA,75,0,0,NA,NA,100,80,NA,2,10,75,2,NA,2,1,4,1,"16"
"643","500764","011","0","0","010",5,5,5,14,0,1,1,NA,NA,NA,NA,50,50,30,NA,1,10,80,NA,NA,NA,NA,100,80,NA,NA,NA,90,NA,80,10,NA,10,0,10,50,NA,70,70,NA,2,50,50,3,4,1,1,10,1,"16"
"644","500780","010","0","0",NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"16"
"645","500803","010","0","0","020",1,5,1,15,0,1,1,"less",20,"gained",50,80,20,5,NA,1,5,80,NA,NA,NA,85,50,50,NA,80,NA,60,NA,NA,100,NA,80,20,NA,NA,50,50,50,2,1,NA,NA,3,NA,3,1,10,1,"16"
"646","500803","020","0","0","010",5,1,5,14,0,1,1,NA,NA,NA,NA,50,25,5,NA,1,5,50,NA,NA,NA,75,5,5,NA,75,NA,65,NA,NA,75,NA,50,10,NA,NA,50,50,50,1,2,30,40,2,NA,3,1,10,1,"16"
"647","500814","010","1","1",NA,1,1,1,12,1,1,1,"more",0,"fallen",75,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,0,50,NA,NA,50,75,NA,100,999,NA,1,NA,NA,3,NA,2,1,3,1,"16"
"648","500814","020","2","2",NA,1,1,1,11,0,1,1,NA,NA,NA,NA,0,NA,NA,20,1,NA,NA,0,NA,NA,NA,NA,NA,NA,10,NA,0,NA,NA,30,NA,10,0,NA,50,NA,60,30,NA,2,40,20,2,NA,1,1,3,1,"16"
"649","500831","010","0","0","020",5,1,5,12,0,1,1,NA,NA,NA,NA,30,10,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,75,50,NA,10,10,0,50,NA,10,50,2,1,NA,NA,2,NA,3,1,4,1,"16"
"650","500831","020","0","0","010",1,5,1,13,0,1,1,"less",10,"fallen",10,20,10,0,NA,1,NA,NA,10,NA,NA,0,0,NA,NA,80,NA,80,NA,NA,0,10,NA,NA,NA,10,NA,80,50,2,1,NA,NA,2,NA,3,1,4,1,"16"
"651","500851","010","0","0","020",1,1,5,15,0,1,1,NA,NA,NA,NA,99,80,40,NA,1,5,30,NA,80,NA,60,30,10,NA,70,NA,40,NA,NA,50,NA,20,10,NA,NA,70,70,60,NA,2,40,40,3,NA,3,1,5,1,"16"
"652","500851","020","0","0","010",5,5,1,17,0,1,1,"less",10,"fallen",3,40,80,10,NA,1,5,50,NA,NA,NA,NA,15,50,50,NA,NA,60,NA,40,10,NA,10,10,0,NA,10,80,50,1,2,20,10,2,NA,3,1,5,1,"16"
"653","500862","010","0","0","020",1,1,5,10,1,1,1,NA,NA,NA,NA,100,100,100,NA,1,NA,NA,NA,NA,NA,80,100,80,NA,100,NA,80,NA,NA,0,0,NA,NA,NA,NA,40,40,998,NA,1,NA,NA,3,NA,3,1,5,1,"16"
"654","500862","020","0","0","010",5,5,1,16,0,1,1,"more",90,"gained",10,100,100,75,NA,1,0,30,NA,NA,NA,NA,50,50,NA,NA,NA,80,NA,50,90,NA,70,50,10,NA,10,10,75,NA,2,10,10,2,NA,3,1,5,1,"16"
"655","500906","010","0","0",NA,1,1,1,16,0,1,1,"more",80,"fallen",20,70,40,0,NA,1,0,80,NA,NA,NA,0,50,NA,NA,60,NA,60,NA,NA,70,NA,20,20,NA,NA,70,70,60,NA,2,70,50,3,NA,3,1,3,1,"16"
"656","500936","010","0","0","020",5,1,5,12,1,1,1,NA,NA,NA,NA,4,4,4,NA,1,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,70,NA,70,60,NA,60,60,2,10,NA,10,998,NA,1,NA,NA,3,NA,3,1,4,1,"16"
"657","500936","020","0","0","010",1,5,1,14,0,1,1,"more",50,"fallen",50,90,90,25,NA,1,NA,NA,10,NA,NA,NA,5,0,NA,NA,NA,90,NA,85,0,50,NA,NA,10,75,NA,75,25,NA,2,10,25,2,NA,3,1,4,1,"16"
"658","500995","010","0","0",NA,1,1,1,15,0,1,1,"more",10,"fallen",0,60,50,0,NA,1,0,20,NA,NA,NA,NA,10,0,NA,NA,NA,50,2,50,0,0,NA,NA,0,0,NA,0,30,NA,2,30,10,2,NA,3,1,7,1,"16"
"659","501019","010","0","0","020",5,5,1,14,0,1,1,"less",5,"gained",4,50,50,0,NA,1,NA,NA,10,NA,NA,NA,0,NA,NA,NA,NA,50,1,25,0,0,NA,NA,10,50,NA,75,25,NA,2,20,50,3,NA,3,1,3,1,"16"
"660","501019","020","0","0","010",1,1,5,13,0,1,1,NA,NA,NA,NA,100,100,0,NA,1,NA,NA,10,NA,NA,NA,0,NA,NA,NA,NA,90,NA,50,30,NA,10,0,30,100,NA,85,10,NA,2,15,50,3,NA,1,1,3,1,"16"
"661","501061","010","0","0","020",1,5,1,15,0,1,1,"more",90,"fallen",70,80,80,50,NA,1,NA,NA,10,NA,NA,NA,10,0,NA,NA,NA,50,2,10,60,NA,50,10,60,10,NA,60,60,NA,2,50,50,3,NA,1,1,2,1,"16"
"662","501061","020","0","0","010",5,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"16"
"663","501075","010","0","0","020",5,5,1,16,0,1,1,"less",20,"fallen",0,100,50,0,NA,1,0,70,NA,100,NA,80,30,10,NA,70,NA,70,NA,NA,0,30,NA,NA,NA,NA,50,50,30,NA,2,20,20,3,NA,3,1,4,1,"16"
"664","501075","020","0","0","010",1,1,5,10,3,1,1,NA,NA,NA,NA,100,100,0,NA,1,NA,NA,NA,NA,NA,85,90,65,998,25,NA,5,NA,NA,998,NA,NA,NA,NA,0,NA,50,998,NA,1,NA,NA,3,NA,3,1,3,1,"16"
"665","501082","010","0","0",NA,1,1,1,13,0,1,1,"more",50,"gained",0,100,100,40,NA,1,NA,NA,10,NA,NA,NA,10,0,NA,NA,NA,70,NA,90,50,NA,0,NA,0,10,NA,90,50,2,1,NA,NA,2,NA,3,1,3,1,"16"
"666","501083","010","0","0","020",5,5,1,13,0,1,1,NA,NA,NA,NA,10,5,5,NA,1,NA,NA,20,NA,NA,30,20,5,NA,80,NA,80,NA,NA,50,NA,20,50,NA,50,NA,50,25,NA,2,40,75,3,NA,1,1,4,1,"16"
"667","501083","020","0","0","010",1,1,5,9,0,1,1,NA,NA,NA,NA,10,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,25,NA,NA,100,NA,0,NA,NA,10,NA,25,50,2,1,NA,NA,3,NA,3,1,3,1,"16"
"668","501093","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,100,100,0,NA,1,0,25,NA,NA,NA,50,25,25,NA,60,NA,50,NA,NA,25,NA,10,0,NA,NA,70,75,50,2,1,NA,NA,2,NA,3,1,7,1,"16"
"669","501093","020","0","0","010",5,5,1,14,0,1,1,"more",50,"gained",30,100,90,10,NA,1,NA,NA,NA,NA,NA,90,50,50,NA,50,1,30,NA,NA,90,NA,90,40,NA,NA,90,90,40,NA,2,5,60,2,NA,2,1,7,1,"16"
"670","501140","010","0","0",NA,1,1,1,12,5,1,1,"more",0,"fallen",998,100,0,NA,NA,1,0,0,NA,NA,NA,998,0,NA,NA,998,NA,NA,NA,NA,0,998,NA,NA,NA,NA,80,50,998,NA,1,NA,NA,3,NA,2,1,10,1,"16"
"671","501154","010","0","0","020",1,1,5,11,0,1,1,NA,NA,NA,NA,100,10,0,NA,1,NA,NA,NA,NA,NA,80,40,0,NA,85,NA,70,NA,NA,50,NA,40,30,NA,75,NA,75,50,2,1,NA,NA,3,NA,1,1,5,1,"16"
"672","501154","020","0","0","010",5,5,1,16,0,1,1,"less",20,"gained",40,100,80,1,NA,1,10,80,NA,NA,NA,90,10,0,NA,75,NA,25,NA,NA,100,NA,20,0,NA,NA,80,75,75,NA,2,50,30,3,NA,3,1,5,1,"16"
"673","501191","010","0","0",NA,1,1,1,13,1,1,1,"less",50,"gained",10,50,25,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,20,NA,NA,10,NA,10,10,NA,20,NA,10,998,NA,1,NA,NA,3,NA,3,1,10,1,"16"
"674","501202","010","0","0",NA,1,1,1,16,0,1,1,"more",50,"fallen",50,80,30,0,NA,1,0,90,NA,NA,NA,NA,50,0,NA,NA,NA,50,2,60,90,NA,90,20,20,NA,100,100,60,NA,2,10,40,3,NA,2,1,5,1,"16"
"675","501212","020","0","0",NA,1,1,1,14,0,1,1,"less",0,"gained",0,0,NA,NA,100,1,NA,NA,50,NA,NA,0,50,NA,NA,30,NA,20,NA,NA,10,NA,10,1,NA,20,NA,30,10,NA,2,20,20,3,NA,3,1,4,1,"16"
"676","501219","010","0","0","020",5,5,1,11,0,1,1,"less",50,"gained",0,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,100,NA,50,25,NA,2,0,25,3,NA,3,1,4,1,"16"
"677","501219","020","0","0","010",1,1,5,13,0,1,1,NA,NA,NA,NA,0,NA,NA,20,1,NA,NA,100,100,NA,0,0,NA,100,100,NA,50,NA,NA,50,NA,0,NA,NA,NA,0,100,25,NA,2,20,50,2,NA,3,1,4,1,"16"
"678","501249","010","0","0",NA,1,1,1,14,0,1,1,"less",5,"gained",0,100,100,40,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,90,33,NA,20,33,5,NA,NA,75,20,NA,2,20,50,2,NA,3,1,4,1,"16"
"679","501255","010","0","0","020",1,1,5,10,0,1,1,NA,NA,NA,NA,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,30,NA,NA,0,0,NA,NA,NA,NA,90,90,20,NA,2,20,50,3,NA,2,1,4,1,"16"
"680","501255","020","0","0","010",5,5,1,13,0,1,1,"more",50,"fallen",50,80,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,40,0,0,NA,NA,20,80,NA,80,30,NA,2,30,50,3,NA,3,1,4,1,"16"
"681","501258","010","1","0",NA,1,1,1,15,0,1,1,"less",0,"gained",10,100,100,20,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,10,50,NA,20,70,30,100,NA,80,100,NA,2,80,NA,2,NA,3,1,4,1,"16"
"682","501267","010","0","0","020",1,5,1,16,0,1,1,"less",20,"fallen",5,90,50,0,NA,1,0,0,NA,NA,NA,0,0,NA,NA,80,NA,40,NA,NA,100,NA,20,0,NA,90,NA,90,30,NA,2,20,50,3,NA,2,1,7,1,"16"
"683","501267","020","0","0","010",5,1,5,12,0,1,1,NA,NA,NA,NA,100,100,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,25,NA,0,NA,NA,100,NA,100,50,NA,NA,100,50,10,NA,2,5,75,2,NA,2,1,7,1,"16"
"684","501307","010","0","0","020",5,1,5,13,0,1,1,NA,NA,NA,NA,80,50,40,NA,1,10,0,NA,NA,NA,0,0,NA,NA,100,NA,80,NA,NA,10,NA,0,NA,NA,100,NA,90,70,NA,2,0,60,3,NA,3,1,5,1,"16"
"685","501307","020","0","0","010",1,5,1,17,0,1,1,"more",10,"gained",10,90,60,0,NA,1,1,1,NA,99,NA,5,1,1,NA,85,NA,60,NA,NA,20,NA,10,2,NA,NA,50,50,75,NA,2,40,50,3,NA,3,1,5,1,"16"
