"","HHID","PN","PSUBHH","OSUBHH","PPN_SP","PCSR","PFAMR","PFINR","PP155","PP156","PP195","PP002","PP196","PP166","PP197","PP168","PP005","PP006","PP059","PP007","PP009","PP014","PP015","PP016","PP017","PP123","PP018","PP181","PP182","PP020","PP028","PP102","PP029","PP157","PP107","PP175","PP176","PP177","PP178","PP032","PP111","PP112","PP183","PP047","PP113","PP149","PP150","PP180","PP097","PP041","PP185","PP056","PVDATE","PVERSION","year"
"24","014754","010","1","1",NA,1,1,1,15,0,1,1,"more",50,"gained",10,100,75,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,30,60,NA,30,70,50,50,NA,50,60,NA,2,30,10,2,NA,2,1,2,1,"16"
"25","014754","040","2","2",NA,1,1,1,14,0,1,1,"less",20,"gained",40,100,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,10,80,NA,15,20,10,20,NA,50,50,2,1,NA,NA,2,NA,2,1,2,1,"16"
"26","014802","010","0","0",NA,1,1,1,12,1,1,1,"less",50,"fallen",0,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,90,10,NA,0,NA,5,50,NA,50,998,NA,1,NA,NA,3,NA,2,1,10,1,"16"
"27","014955","010","0","0","040",5,1,5,12,1,1,1,NA,NA,NA,NA,0,NA,NA,998,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,40,40,NA,40,0,10,20,NA,30,30,NA,2,30,998,3,NA,3,1,4,1,"16"
"28","014955","040","0","0","010",1,5,1,14,1,1,1,"more",40,"gained",40,998,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,50,2,40,50,NA,40,40,0,40,NA,30,45,NA,2,40,50,3,NA,3,1,4,1,"16"
"29","015172","010","0","0",NA,1,1,1,15,0,1,1,"more",10,"gained",5,100,100,0,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,75,80,NA,10,5,5,5,NA,5,75,NA,2,10,5,2,NA,3,1,2,1,"16"
"30","015189","010","0","0",NA,1,1,1,9,2,1,1,NA,NA,NA,NA,998,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,998,NA,NA,NA,50,0,NA,50,40,NA,2,15,18,3,NA,2,1,3,1,"16"
"31","015726","040","0","0",NA,1,1,1,12,4,1,1,"less",75,"fallen",998,998,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,998,0,20,NA,NA,10,50,NA,20,10,NA,2,998,NA,2,NA,1,1,5,1,"16"
"32","015935","011","0","0",NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"16"
"33","016064","010","0","0",NA,1,1,1,15,0,1,1,"less",10,"fallen",5,90,85,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,99,NA,99,10,60,30,NA,70,50,1,2,5,5,2,NA,2,1,2,1,"16"
"34","016174","010","0","0","040",5,5,1,13,0,1,1,"less",50,"fallen",40,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,0,100,NA,NA,50,100,NA,100,80,NA,2,80,40,3,NA,3,1,2,1,"16"
"35","016174","040","0","0","010",1,1,5,12,0,1,1,"less",NA,NA,NA,75,50,0,NA,1,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,70,0,0,NA,NA,20,98,NA,50,50,2,1,NA,NA,3,NA,3,1,2,1,"16"
"36","016454","020","0","0",NA,1,1,1,10,4,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,80,0,0,NA,NA,998,998,NA,50,998,NA,1,NA,NA,3,NA,1,1,3,1,"16"
"37","016856","010","0","0","040",1,5,1,16,0,1,1,"more",100,"gained",20,100,100,0,NA,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,50,80,NA,40,10,0,10,NA,60,70,NA,2,10,0,1,NA,3,1,2,1,"16"
"38","016856","040","0","0","010",5,1,5,NA,NA,1,NA,"more",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"16"
"39","016904","010","0","0","011",5,1,1,14,0,1,1,"more",50,"fallen",20,80,80,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,40,NA,40,20,25,75,NA,75,50,2,1,NA,NA,3,NA,3,1,4,1,"16"
"40","016904","011","0","0","010",1,5,5,13,0,1,1,NA,NA,NA,NA,80,100,50,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,10,10,NA,5,1,10,25,NA,40,80,NA,2,80,20,2,NA,3,1,4,1,"16"
"41","017075","010","0","0","020",1,5,5,11,0,1,1,NA,NA,NA,NA,100,10,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,50,NA,0,NA,25,0,NA,10,60,NA,2,0,10,3,NA,1,2,4,1,"16"
"42","017075","020","0","0","010",5,1,1,14,1,1,1,"less",50,"gained",10,100,10,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,75,NA,10,0,25,50,NA,50,998,NA,1,NA,NA,3,NA,8,1,4,1,"16"
"43","017279","010","0","0","040",5,5,1,15,0,1,1,"less",10,"fallen",25,50,15,2,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,80,50,NA,30,15,25,30,NA,40,40,NA,2,20,40,2,NA,2,1,5,1,"16"
"44","017279","040","0","0","010",1,1,5,11,0,1,1,NA,NA,NA,NA,10,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5,0,10,NA,NA,0,5,NA,100,10,NA,2,0,0,3,NA,2,1,5,1,"16"
"45","017491","010","0","0","020",5,5,1,13,1,1,1,"more",0,"fallen",998,100,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,0,100,NA,NA,25,0,NA,50,50,2,1,NA,NA,2,NA,3,1,4,1,"16"
"46","017491","020","0","0","010",1,1,5,13,0,1,1,NA,NA,NA,NA,100,100,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,20,NA,10,0,0,15,NA,10,10,NA,2,0,0,2,NA,3,1,4,1,"16"
"47","017833","010","0","0","020",1,1,1,13,0,1,1,"less",100,"fallen",100,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,NA,100,100,NA,2,0,NA,3,NA,1,1,5,1,"16"
"48","017833","020","0","0","010",5,5,5,11,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,100,NA,NA,100,100,NA,0,100,NA,2,100,NA,3,NA,1,2,5,1,"16"
"49","017862","010","0","0","040",1,1,5,12,0,1,1,NA,NA,NA,NA,70,40,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,20,5,NA,5,0,10,40,NA,90,50,2,1,NA,NA,2,NA,3,1,9,1,"16"
"50","017862","040","0","0","010",5,5,1,14,4,1,1,"less",0,"gained",20,100,100,999,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,50,NA,50,20,0,998,NA,998,50,2,1,NA,NA,2,NA,3,1,10,1,"16"
"51","018212","010","0","0","011",5,1,1,14,2,1,1,"less",50,"fallen",10,100,80,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,0,0,0,NA,NA,998,0,NA,0,80,NA,2,80,50,3,NA,3,1,5,1,"16"
"52","018212","011","0","0","010",1,5,5,9,6,1,1,NA,NA,NA,NA,100,998,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,998,NA,NA,NA,90,998,NA,998,998,NA,1,NA,NA,8,NA,8,1,5,1,"16"
"53","018525","020","0","0","030",1,1,5,13,0,1,1,NA,NA,NA,NA,100,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,80,NA,50,50,0,80,NA,90,50,1,2,50,50,3,NA,3,1,4,1,"16"
"54","018525","030","0","0","020",5,5,1,15,0,1,1,"more",75,"fallen",5,100,100,0,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,50,5,NA,5,5,1,25,NA,75,75,NA,2,5,5,2,NA,3,1,4,1,"16"
"55","018782","010","0","0","040",5,5,1,15,0,1,1,"more",20,"fallen",0,100,100,100,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,20,80,NA,10,5,10,50,NA,80,50,1,2,25,40,2,NA,3,1,2,1,"16"
"56","018782","040","0","0","010",1,1,5,12,1,1,1,"more",NA,NA,NA,100,100,100,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,75,NA,30,20,50,50,NA,50,998,NA,1,NA,NA,2,NA,3,1,2,1,"16"
"57","018889","010","0","0","040",1,5,1,15,0,1,1,"less",30,"fallen",30,100,100,40,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,80,NA,25,0,50,80,NA,80,10,NA,2,10,60,2,NA,2,1,3,1,"16"
"58","018889","040","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,80,80,10,NA,1,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,30,NA,10,80,NA,75,5,15,50,NA,75,40,NA,2,10,90,3,NA,3,1,3,1,"16"
"59","019496","010","0","0",NA,1,1,1,14,1,1,1,"less",80,"gained",80,100,10,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50,NA,20,0,80,80,NA,80,998,NA,1,NA,NA,3,NA,1,1,3,1,"16"
"60","019535","020","0","0","030",1,1,5,10,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,0,0,NA,NA,0,0,NA,0,0,NA,2,NA,100,3,NA,3,2,3,1,"16"
"61","019535","030","0","0","020",5,5,1,15,0,1,1,"more",30,"gained",20,2,1,0,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,50,1,45,15,NA,10,5,10,40,NA,50,50,1,2,50,50,3,NA,3,1,3,1,"16"
"62","019962","020","0","0","030",5,5,5,12,0,1,1,NA,NA,NA,NA,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,75,NA,50,20,0,0,NA,50,25,NA,2,10,998,3,NA,3,1,5,1,"16"
"63","019962","030","0","0","020",1,1,1,13,2,1,1,"less",20,"fallen",5,999,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,40,50,NA,50,999,30,50,NA,50,60,NA,2,40,40,3,NA,2,1,5,1,"16"
"64","020077","010","0","0","040",5,5,1,14,0,1,1,"more",20,"fallen",0,50,40,0,NA,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,50,0,30,NA,NA,10,0,NA,70,60,NA,2,15,5,2,NA,3,1,2,1,"16"
"65","020077","040","0","0","010",1,1,5,12,0,1,1,"more",NA,NA,NA,10,10,10,NA,1,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,80,NA,80,10,10,80,NA,80,50,2,1,NA,NA,2,NA,3,1,2,1,"16"
"66","020161","020","0","0",NA,1,1,1,15,0,1,1,"more",99,"fallen",10,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,65,85,NA,50,40,0,85,NA,80,85,NA,2,70,65,2,NA,3,1,4,1,"16"
"67","020527","010","0","0","040",5,5,1,15,0,1,1,"more",90,"fallen",10,90,70,50,NA,1,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,80,20,NA,10,5,20,70,NA,80,50,1,2,30,50,2,NA,2,1,4,1,"16"
"68","020527","040","0","0","010",1,1,5,13,0,1,1,"more",NA,NA,NA,100,100,1,NA,1,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,90,50,NA,20,5,1,25,NA,25,75,NA,2,5,25,3,NA,3,1,2,1,"16"
"69","021072","010","0","0",NA,1,1,1,13,0,1,1,"less",89,"fallen",85,100,25,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,90,80,NA,90,75,55,55,NA,75,50,8,1,NA,NA,1,NA,2,1,9,1,"16"
"70","021629","040","2","2",NA,1,1,1,15,1,1,1,"more",50,"fallen",50,90,40,0,NA,1,NA,NA,10,0,NA,NA,0,NA,NA,80,NA,60,NA,NA,20,NA,20,0,NA,0,NA,50,50,1,2,998,NA,3,NA,1,1,2,1,"16"
"71","021924","010","0","0",NA,1,1,1,13,0,1,1,"less",75,"fallen",50,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,25,20,NA,0,NA,5,25,NA,15,10,NA,2,10,50,3,NA,1,1,5,1,"16"
"72","022035","010","0","0",NA,1,1,1,11,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,25,NA,25,0,0,50,NA,60,50,2,1,NA,NA,2,NA,3,1,6,1,"16"
"73","022049","010","0","0","020",1,5,1,15,0,1,1,"less",10,"gained",10,100,20,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,80,20,NA,20,20,5,0,NA,30,10,NA,2,10,10,3,NA,3,1,7,1,"16"
"74","022049","020","0","0","010",5,1,5,10,0,1,1,NA,NA,NA,NA,100,0,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,50,2,100,80,NA,0,NA,50,25,NA,100,0,NA,2,NA,20,3,NA,3,1,7,1,"16"
"75","023323","010","0","0",NA,1,1,1,9,2,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,998,0,0,NA,NA,NA,NA,0,90,999,NA,1,NA,NA,3,NA,1,1,3,1,"16"
"76","023639","010","0","0",NA,1,1,1,11,0,1,1,"more",NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,10,0,0,NA,NA,0,30,NA,30,60,NA,2,15,50,3,NA,1,1,2,1,"16"
"77","023640","010","0","0",NA,1,1,1,13,0,1,1,NA,NA,NA,NA,90,90,50,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,90,NA,10,10,50,30,NA,80,20,NA,2,20,40,2,NA,3,1,5,1,"16"
"78","024014","010","0","0","040",5,5,1,15,0,1,1,"less",20,"gained",40,50,30,10,NA,1,10,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,50,30,NA,10,10,5,50,NA,50,50,2,1,NA,NA,1,NA,3,1,3,1,"16"
"79","024014","040","0","0","010",1,1,5,13,0,1,1,NA,NA,NA,NA,80,80,2,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,60,10,NA,1,1,0,30,NA,30,50,1,2,80,50,2,NA,3,1,3,1,"16"
"80","024056","010","0","0","020",1,5,1,14,0,1,1,"more",50,"gained",10,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,50,NA,20,10,10,10,NA,75,50,2,1,NA,NA,1,NA,3,1,10,1,"16"
"81","024440","010","0","0",NA,1,1,1,13,1,1,1,"less",50,"fallen",50,0,NA,NA,0,1,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,0,100,NA,NA,0,3,NA,3,998,NA,1,NA,NA,3,NA,1,1,9,1,"16"
"82","024741","011","2","2",NA,1,1,1,14,0,1,1,NA,NA,NA,NA,100,60,10,NA,1,NA,NA,100,70,NA,30,10,0,NA,50,2,40,NA,NA,80,NA,100,20,NA,NA,50,70,100,NA,2,70,NA,3,NA,1,1,9,1,"16"
"83","025510","020","1","7",NA,1,1,1,10,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,50,0,0,NA,NA,0,0,NA,50,50,2,1,NA,NA,3,NA,1,3,5,1,"16"
"84","025510","030","2","7",NA,1,1,1,11,0,1,1,NA,NA,NA,NA,8,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,80,0,60,NA,NA,0,70,NA,0,100,NA,2,60,NA,3,NA,1,1,5,1,"16"
"85","030551","010","0","0",NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"16"
"86","030733","020","0","0",NA,1,1,1,10,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,90,0,50,NA,NA,0,0,NA,0,50,2,1,NA,NA,3,NA,3,1,5,1,"16"
"87","031766","020","0","0","030",1,1,5,12,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,10,NA,15,5,0,20,NA,50,20,NA,2,25,50,3,NA,3,1,7,1,"16"
"88","031766","030","0","0","020",5,5,1,9,1,1,1,NA,NA,NA,NA,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,0,998,NA,0,20,NA,2,0,10,3,NA,2,2,7,1,"16"
"89","031883","020","1","1",NA,1,1,1,10,2,1,1,NA,NA,NA,NA,4,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,998,0,10,NA,NA,998,NA,NA,8,9,NA,2,5,998,3,NA,1,1,3,1,"16"
"90","031883","030","2","2",NA,1,1,1,15,0,1,1,"less",10,"fallen",10,100,100,10,NA,1,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,60,10,NA,0,NA,0,10,NA,80,60,NA,2,10,10,2,NA,1,1,4,1,"16"
"91","031891","010","1","0",NA,1,1,1,14,0,1,1,"less",50,"fallen",60,80,0,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,80,20,NA,20,10,5,20,NA,50,20,NA,2,10,10,3,NA,1,1,3,1,"16"
"92","031929","010","0","0","020",5,5,1,15,0,1,1,"more",50,"fallen",10,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,80,100,NA,60,40,0,40,NA,40,100,NA,2,30,NA,1,NA,3,1,2,1,"16"
"93","031929","020","0","0","010",1,1,5,11,0,1,1,"more",NA,NA,NA,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,75,NA,0,NA,10,50,NA,100,50,2,1,NA,NA,2,NA,3,1,2,1,"16"
"94","032379","010","0","0","020",1,5,1,15,0,1,1,"less",0,"gained",30,100,100,20,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,80,NA,60,20,0,100,NA,100,80,NA,2,50,50,3,NA,1,1,7,1,"16"
"95","032379","020","0","0","010",5,1,5,9,3,1,1,NA,NA,NA,NA,100,80,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,998,998,NA,NA,NA,0,50,NA,25,998,NA,1,NA,NA,3,NA,3,1,7,1,"16"
"96","032542","010","0","0",NA,1,1,1,13,5,1,1,"more",100,"gained",80,80,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,100,NA,998,NA,998,5,NA,0,998,NA,1,NA,NA,2,NA,3,2,7,1,"16"
"97","032634","020","1","1","021",1,1,1,13,0,1,1,"more",50,"gained",25,5,0,NA,NA,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,50,0,40,NA,NA,0,0,NA,10,50,2,1,NA,NA,3,NA,2,1,4,1,"16"
"98","032634","021","1","1","020",5,5,5,13,0,1,1,NA,NA,NA,NA,70,30,0,NA,1,NA,NA,20,NA,NA,NA,10,5,NA,NA,NA,90,NA,60,70,NA,20,10,10,5,NA,30,20,NA,2,30,20,3,NA,2,1,4,1,"16"
"99","032634","030","2","2","031",5,1,1,12,0,1,1,NA,NA,NA,NA,20,10,0,NA,1,NA,NA,20,NA,NA,NA,10,0,NA,NA,NA,80,NA,80,80,NA,60,40,20,30,NA,20,50,2,1,NA,NA,2,NA,3,1,5,1,"16"
"100","032634","031","2","2","030",1,5,5,14,0,1,1,NA,NA,NA,NA,0,NA,NA,5,1,40,30,NA,NA,NA,80,40,40,25,85,NA,70,NA,NA,75,NA,30,10,NA,NA,45,65,55,NA,2,35,20,2,NA,2,1,5,1,"16"
"101","032860","010","0","0","020",1,1,5,12,1,1,1,NA,NA,NA,NA,80,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,25,40,NA,10,20,0,90,NA,90,998,NA,1,NA,NA,3,NA,2,1,5,1,"16"
"102","033677","010","0","0","020",5,5,1,13,2,1,1,"more",50,"fallen",0,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,998,0,NA,999,999,NA,1,NA,NA,3,NA,2,1,7,1,"16"
"103","033677","020","0","0","010",1,1,5,11,0,1,1,NA,NA,NA,NA,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,NA,0,0,NA,2,NA,100,3,NA,3,1,7,1,"16"
"104","033748","010","0","0","020",1,5,1,17,0,1,1,"more",70,"gained",70,90,80,80,NA,1,20,50,NA,NA,NA,NA,NA,NA,10,NA,NA,40,NA,15,20,NA,20,10,10,10,NA,10,50,1,2,40,20,2,NA,2,1,5,1,"16"
"105","033748","020","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,90,90,10,NA,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,50,10,NA,0,NA,50,50,NA,75,50,1,2,50,50,3,NA,2,1,8,1,"16"
"106","033832","010","0","0",NA,1,1,1,15,0,1,1,"less",50,"gained",10,40,100,30,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,60,10,NA,10,0,0,0,NA,0,40,NA,2,10,10,3,NA,3,1,4,1,"16"
"107","034126","010","0","0","040",1,5,1,15,0,1,1,"more",100,"gained",50,100,100,75,NA,1,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,0,100,NA,10,0,0,10,NA,100,10,NA,2,0,25,2,NA,3,1,10,1,"16"
"108","034126","040","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,100,100,50,NA,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,50,100,NA,100,50,10,50,NA,0,75,NA,2,50,50,2,NA,2,1,10,1,"16"
"109","034371","010","0","0",NA,1,1,1,15,0,1,1,"less",10,"fallen",2,80,80,5,NA,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,40,80,NA,50,30,20,2,NA,70,10,NA,2,0,20,2,NA,2,2,5,1,"16"
"110","034523","040","0","0",NA,1,1,1,14,0,1,1,"more",20,"fallen",80,40,50,2,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,60,30,NA,0,NA,10,50,NA,50,60,NA,2,60,25,2,NA,3,1,2,1,"16"
"111","034836","011","0","0",NA,1,1,1,10,0,1,1,NA,NA,NA,NA,7,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,10,NA,10,NA,NA,0,0,NA,NA,NA,NA,100,100,7,NA,2,0,9,3,NA,1,1,3,1,"16"
"112","034874","010","0","0","040",5,5,1,15,0,1,1,"less",40,"fallen",10,100,75,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,25,75,NA,50,20,20,20,NA,40,60,NA,2,10,10,3,NA,3,1,3,1,"16"
"113","034874","040","0","0","010",1,1,5,11,0,1,1,NA,NA,NA,NA,90,80,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,30,30,NA,0,NA,10,20,NA,70,50,2,1,NA,NA,3,NA,3,1,3,1,"16"
"114","034957","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,50,10,5,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,25,NA,5,3,5,50,NA,50,25,NA,2,25,5,3,NA,3,1,3,1,"16"
"115","034957","020","0","0","010",5,5,1,13,0,1,1,NA,NA,NA,NA,40,40,20,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,50,50,NA,40,10,20,20,NA,20,10,NA,2,10,10,3,NA,2,3,4,1,"16"
"116","035260","010","7","7","020",5,5,5,10,0,1,1,NA,NA,NA,NA,0,NA,NA,25,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,70,50,NA,10,0,NA,0,NA,10,50,2,1,NA,NA,3,NA,3,1,9,1,"16"
"117","035260","020","7","7","010",1,1,1,11,0,1,1,NA,NA,NA,NA,5,5,5,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,0,0,NA,NA,5,5,NA,5,0,NA,2,NA,10,3,NA,3,1,9,1,"16"
"118","035505","040","0","0",NA,1,1,1,12,0,1,1,NA,NA,NA,NA,90,80,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,70,60,NA,20,10,20,50,NA,70,50,2,1,NA,NA,3,NA,3,1,4,1,"16"
"119","035506","010","0","0","020",5,5,1,15,1,1,1,"more",50,"gained",0,90,50,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,100,NA,90,60,998,50,NA,50,10,NA,2,10,10,2,NA,2,1,5,1,"16"
"120","035506","020","0","0","010",1,1,5,11,2,1,1,NA,NA,NA,NA,80,80,999,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,70,80,NA,80,998,30,NA,NA,100,50,2,1,NA,NA,2,NA,2,1,5,1,"16"
"121","035786","010","0","0","040",5,5,1,13,0,1,1,"more",5,"fallen",4,0,NA,NA,3,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,3,NA,0,NA,2,9,NA,10,7,NA,2,6,8,3,NA,1,2,4,1,"16"
"122","035786","040","0","0","010",1,1,5,11,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,80,50,NA,50,40,0,50,NA,80,50,2,1,NA,NA,2,NA,1,1,4,1,"16"
