"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MP155","MP156","MP002","MP166","MP167","MP168","MP169","MP170","MP005","MP006","MP059","MP007","MP014","MP015","MP016","MP017","MP164","MP123","MP172","MP173","MP174","MP018","MP020","MP028","MP102","MP029","MP157","MP175","MP176","MP177","MP178","MP032","MP110","MP179","MP111","MP112","MP047","MP113","MP149","MP150","MP180","MP097","MP056","MVDATE","MVERSION","year"
"78","019496","010","0","0","020",5,5,1,12,0,1,10,NA,10,2,2,10,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,10,NA,0,NA,10,50,2,50,NA,50,2,1,NA,NA,3,1,5,5.1,"10"
"79","019496","020","0","0","010",1,1,5,11,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,5,NA,100,0,0,50,2,20,NA,50,2,1,NA,NA,3,1,5,5.1,"10"
"80","019535","020","0","0","030",5,1,5,9,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,0,50,NA,NA,0,0,NA,NA,NA,0,NA,2,NA,0,3,1,7,5.1,"10"
"81","019535","030","0","0","020",1,5,1,15,0,1,25,NA,50,2,1,60,5,1,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,25,NA,15,10,10,75,NA,75,NA,50,1,2,50,50,3,1,7,5.1,"10"
"82","019962","020","0","0","030",5,5,5,12,1,1,NA,NA,NA,NA,NA,50,10,0,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,5,NA,0,NA,0,50,2,50,NA,10,NA,2,998,NA,2,1,8,5.1,"10"
"83","019962","030","0","0","020",1,1,1,17,0,1,40,NA,50,2,1,100,50,0,NA,0,75,NA,0,1,NA,1,NA,NA,NA,NA,60,NA,50,NA,50,NA,40,10,NA,100,NA,NA,50,75,NA,2,40,60,2,1,8,5.1,"10"
"84","019995","010","0","0",NA,1,1,1,15,0,1,20,NA,10,2,2,60,10,60,NA,NA,NA,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,20,NA,10,10,10,30,NA,20,NA,10,NA,2,20,40,3,1,7,5.1,"10"
"85","020077","010","0","0","040",1,5,1,15,0,1,50,1,10,2,1,75,30,10,NA,NA,NA,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,30,NA,10,10,10,50,1,50,NA,75,NA,2,75,25,2,1,7,5.1,"10"
"86","020077","040","0","0","010",5,1,5,13,0,1,NA,NA,NA,NA,NA,75,75,50,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,NA,80,80,2,80,NA,50,NA,70,NA,2,70,30,2,1,7,5.1,"10"
"87","020161","020","0","0",NA,1,1,1,13,0,1,30,NA,10,2,1,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,100,NA,0,NA,10,100,NA,95,NA,50,2,1,NA,NA,3,1,6,5.1,"10"
"88","020527","010","0","0","040",5,5,1,15,0,1,70,NA,30,2,1,100,80,50,NA,NA,NA,80,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,70,NA,40,20,0,100,NA,80,NA,60,NA,2,40,50,2,1,6,5.1,"10"
"89","020527","040","0","0","010",1,1,5,12,0,1,NA,NA,NA,NA,NA,50,50,1,NA,NA,NA,95,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,5,NA,1,1,0,95,NA,10,NA,50,2,1,NA,NA,2,1,6,5.1,"10"
"90","020913","040","0","0",NA,1,1,1,12,0,1,30,NA,30,2,1,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,0,NA,NA,30,80,NA,80,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"91","021001","010","0","0",NA,1,1,1,15,0,1,40,NA,10,2,1,30,75,50,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,20,NA,10,10,20,75,NA,50,NA,30,NA,2,10,10,2,1,7,5.1,"10"
"92","021072","010","0","0",NA,1,1,1,14,0,1,75,NA,65,2,1,100,30,2,NA,NA,NA,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,50,NA,30,45,20,80,NA,45,NA,50,2,1,NA,NA,2,1,1,5.1,"10"
"93","021325","010","0","0","020",1,1,1,15,0,1,10,NA,0,2,2,100,100,10,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,100,NA,10,0,0,50,2,20,NA,25,NA,2,10,5,2,1,6,5.1,"10"
"94","021325","020","0","0","010",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"95","021629","040","2","2",NA,1,1,1,17,0,1,10,NA,10,2,1,40,10,10,NA,NA,NA,20,10,1,NA,3,998,NA,0,10,80,NA,65,NA,0,0,NA,NA,NA,80,NA,NA,80,10,NA,2,10,25,2,1,7,5.1,"10"
"96","021924","010","0","0",NA,1,1,1,14,0,1,10,NA,10,2,2,75,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,50,NA,25,25,30,85,NA,75,NA,25,NA,2,60,45,2,1,7,5.1,"10"
"97","022035","010","0","0","040",1,5,1,14,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,50,10,NA,NA,1,NA,NA,NA,NA,NA,50,NA,NA,50,1,10,NA,10,1,0,50,2,25,NA,25,NA,2,25,10,3,1,7,5.1,"10"
"98","022035","040","0","0","010",5,1,5,11,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,100,NA,NA,0,100,NA,100,NA,100,NA,2,998,NA,3,1,7,5.1,"10"
"99","022049","010","0","0","020",1,5,1,14,0,1,50,1,50,2,2,100,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,NA,10,5,5,80,NA,80,NA,20,NA,2,50,50,3,1,7,5.1,"10"
"100","022049","020","0","0","010",5,1,5,11,0,1,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,NA,50,50,0,100,NA,50,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"101","022132","010","0","0","020",5,1,1,13,0,1,0,NA,0,2,1,100,100,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50,NA,NA,0,50,2,80,NA,0,NA,2,NA,0,3,1,7,5.1,"10"
"102","022132","020","0","0","010",1,5,5,10,2,1,NA,NA,NA,NA,NA,100,100,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,999,NA,NA,NA,0,50,2,50,NA,998,NA,1,NA,NA,3,2,7,5.1,"10"
"103","023074","020","0","0","030",5,5,5,13,0,1,NA,NA,NA,NA,NA,100,100,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,30,NA,10,5,30,100,NA,100,NA,10,NA,2,10,50,3,1,7,5.1,"10"
"104","023074","030","0","0","020",1,1,1,15,0,1,20,NA,10,2,2,100,30,1,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,50,NA,30,5,20,30,NA,70,NA,70,NA,2,50,10,3,1,7,5.1,"10"
"105","023323","010","0","0",NA,1,1,1,12,0,1,NA,NA,NA,NA,NA,0,NA,NA,100,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,100,NA,100,100,75,80,NA,75,NA,100,NA,2,20,NA,3,1,7,5.1,"10"
"106","023548","010","0","0","020",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"107","023548","020","0","0","010",1,1,5,11,1,1,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,0,998,20,NA,10,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"108","023639","010","0","0",NA,1,1,1,12,0,1,NA,NA,NA,NA,NA,10,10,10,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,0,0,NA,NA,0,40,NA,30,NA,20,NA,2,40,50,3,1,7,5.1,"10"
"109","023640","010","0","0",NA,1,1,1,15,0,1,50,1,10,2,2,100,99,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,20,NA,10,5,50,80,NA,30,NA,80,NA,2,30,10,2,1,7,5.1,"10"
"110","024014","010","0","0","040",1,5,1,14,0,1,60,NA,20,2,1,100,80,30,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,20,NA,10,5,10,60,NA,20,NA,40,NA,2,10,30,1,1,7,5.1,"10"
"111","024014","040","0","0","010",5,1,5,13,0,1,NA,NA,NA,NA,NA,100,80,10,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,5,NA,5,0,0,75,NA,100,NA,40,NA,2,40,40,2,1,7,5.1,"10"
"112","024056","010","0","0","020",1,5,1,15,0,1,0,NA,10,2,1,100,100,50,NA,50,50,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,10,NA,5,0,5,100,NA,20,NA,50,2,1,NA,NA,1,1,7,5.1,"10"
"113","024056","020","0","0","010",5,1,5,10,2,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,998,NA,NA,NA,75,50,2,100,NA,998,NA,1,NA,NA,2,1,8,5.1,"10"
"114","024218","010","0","0","040",1,5,1,11,6,1,998,NA,NA,1,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,0,0,NA,NA,998,998,NA,998,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"115","024218","040","0","0","010",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"116","024440","010","0","0",NA,1,1,1,13,0,1,50,2,NA,1,NA,50,0,NA,NA,80,50,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,0,0,NA,NA,0,80,NA,80,NA,80,NA,2,30,30,2,1,7,5.1,"10"
"117","024741","010","1","1",NA,1,1,1,15,0,1,20,NA,20,2,2,100,50,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,40,NA,5,0,0,75,NA,50,NA,50,1,2,20,15,2,1,7,5.1,"10"
"118","024741","011","2","2",NA,1,1,1,17,0,1,10,NA,10,2,1,100,30,10,NA,10,10,NA,30,1,NA,3,999,999,40,NA,50,2,50,NA,10,NA,10,10,NA,10,NA,NA,100,50,2,1,NA,NA,3,1,7,5.1,"10"
"119","025087","010","0","0","011",1,1,1,12,2,1,50,8,NA,1,NA,100,90,70,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,0,70,NA,NA,998,100,NA,10,NA,998,NA,1,NA,NA,1,1,7,5.1,"10"
"120","025087","011","0","0","010",5,5,5,12,0,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,0,10,NA,NA,15,50,2,60,NA,25,NA,2,10,60,3,1,7,5.1,"10"
"121","025510","020","7","1","030",5,5,5,9,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,998,NA,NA,NA,0,100,NA,100,NA,0,NA,2,NA,100,2,1,3,5.1,"10"
"122","025510","030","7","2","020",1,1,1,10,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,NA,100,0,0,0,NA,NA,NA,0,NA,2,NA,100,3,1,2,5.1,"10"
"123","030551","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"124","030733","020","0","0","030",1,1,5,8,3,1,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,999,NA,NA,NA,0,50,2,50,NA,999,NA,1,NA,NA,3,1,8,5.1,"10"
"125","030733","030","0","0","020",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"126","030781","010","0","0",NA,1,1,1,9,1,1,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,25,NA,25,25,0,0,NA,NA,NA,0,NA,2,NA,50,2,1,7,5.1,"10"
"127","031766","020","0","0","030",1,1,5,11,5,1,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,1,NA,2,1,998,998,NA,998,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"128","031766","030","0","0","020",5,5,1,10,4,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,0,999,NA,NA,0,5,NA,999,NA,999,NA,1,NA,NA,2,1,7,5.1,"10"
"129","031867","020","0","0","030",1,1,5,12,0,1,NA,NA,NA,NA,NA,100,40,20,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,65,NA,55,45,50,90,NA,NA,90,50,2,1,NA,NA,3,1,7,5.1,"10"
"130","031867","030","0","0","020",5,5,1,15,0,1,10,NA,80,2,1,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,100,NA,100,100,50,100,NA,100,NA,25,NA,2,80,50,1,1,7,5.1,"10"
"131","031883","020","1","1",NA,1,1,1,10,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,0,70,NA,NA,0,70,NA,NA,NA,20,NA,2,10,15,3,1,7,5.1,"10"
"132","031883","030","2","2",NA,1,1,1,15,0,1,10,NA,0,2,1,100,100,0,NA,0,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,0,0,NA,NA,0,50,1,0,NA,75,NA,2,75,0,2,1,4,5.1,"10"
"133","031891","010","0","0","020",1,1,1,14,0,1,80,NA,70,2,2,100,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,3,NA,85,95,0,50,2,60,NA,40,NA,2,5,10,3,1,7,5.1,"10"
"134","031891","020","0","0","010",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"135","031929","010","0","0","020",5,5,1,15,0,1,70,NA,10,2,2,100,100,90,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,90,NA,70,10,5,20,NA,20,NA,70,NA,2,50,10,1,1,7,5.1,"10"
"136","031929","020","0","0","010",1,1,5,12,0,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,0,50,NA,NA,50,75,NA,50,NA,70,NA,2,50,50,3,1,7,5.1,"10"
"137","032248","010","0","0",NA,1,1,1,11,3,1,50,1,0,2,1,100,999,NA,NA,NA,NA,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,998,NA,NA,NA,0,75,NA,50,NA,998,NA,1,NA,NA,1,1,4,5.1,"10"
"138","032265","010","0","0","020",5,1,1,13,0,1,50,2,NA,1,NA,100,100,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,100,NA,50,30,10,80,NA,80,NA,50,2,1,NA,NA,3,2,7,5.1,"10"
"139","032265","020","0","0","010",1,5,5,14,0,1,NA,NA,NA,NA,NA,100,100,50,NA,0,100,NA,NA,1,NA,NA,NA,NA,NA,50,NA,NA,100,NA,50,NA,50,0,0,50,2,50,NA,0,NA,2,NA,50,3,1,7,5.1,"10"
"140","032379","010","0","0","020",1,5,1,15,0,1,90,NA,20,2,2,100,100,75,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,80,NA,40,10,20,90,NA,10,NA,50,1,2,20,20,2,1,7,5.1,"10"
"141","032379","020","0","0","010",5,1,5,11,1,1,NA,NA,NA,NA,NA,100,100,80,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,25,NA,998,NA,0,75,NA,95,NA,60,NA,2,50,50,3,1,7,5.1,"10"
"142","032542","010","0","0","040",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"143","032542","040","0","0","010",1,1,5,13,0,1,NA,NA,NA,NA,NA,80,5,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,50,NA,5,5,25,75,NA,70,NA,30,NA,2,45,5,2,1,7,5.1,"10"
"144","032634","020","1","1","021",1,1,1,11,0,1,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,10,NA,0,NA,0,10,NA,5,NA,25,NA,2,20,0,2,1,7,5.1,"10"
"145","032634","021","1","1","020",5,5,5,16,0,1,NA,NA,NA,NA,NA,80,30,2,NA,30,10,NA,NA,1,NA,NA,NA,NA,90,NA,80,NA,60,NA,20,NA,20,10,40,60,NA,NA,70,60,NA,2,50,60,3,1,7,5.1,"10"
"146","032634","030","2","2",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"147","032860","010","0","0","020",1,1,5,13,0,1,NA,NA,NA,NA,NA,80,50,25,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,60,NA,20,10,10,100,NA,80,NA,25,NA,2,15,10,3,1,2,5.1,"10"
"148","032860","020","0","0","010",5,5,1,15,0,1,70,NA,25,2,2,90,90,5,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,20,NA,10,10,5,90,NA,90,NA,20,NA,2,20,30,3,1,2,5.1,"10"
"149","033677","010","0","0","020",1,5,1,15,0,1,0,NA,80,2,1,80,80,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,80,NA,50,10,10,80,NA,10,NA,10,NA,2,5,25,2,1,7,5.1,"10"
"150","033677","020","0","0","010",5,1,5,10,2,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,999,NA,NA,NA,0,100,NA,100,NA,999,NA,1,NA,NA,3,1,7,5.1,"10"
"151","033748","010","0","0","020",1,5,1,17,1,1,50,1,20,2,1,80,80,999,NA,20,80,NA,NA,1,NA,NA,NA,NA,NA,15,NA,NA,30,NA,20,NA,50,10,20,20,NA,50,NA,80,NA,2,80,40,2,1,7,5.1,"10"
"152","033748","020","0","0","010",5,1,5,14,0,1,NA,NA,NA,NA,NA,80,80,0,NA,10,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,20,NA,5,5,50,50,1,5,NA,50,1,2,50,50,3,1,7,5.1,"10"
"153","033832","010","0","0",NA,1,1,1,13,0,1,40,NA,30,2,1,90,20,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,0,60,NA,NA,0,20,NA,10,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"154","033866","010","0","0","040",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"155","033866","040","0","0","010",1,1,1,15,0,1,30,NA,30,2,2,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,80,NA,60,NA,40,NA,30,10,NA,60,NA,NA,90,80,NA,2,40,30,3,1,7,5.1,"10"
"156","034126","010","0","0","040",5,5,1,14,0,1,50,1,50,2,2,100,100,50,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,100,NA,50,20,20,100,NA,50,NA,20,NA,2,20,50,2,1,7,5.1,"10"
"157","034126","040","0","0","010",1,1,5,13,0,1,NA,NA,NA,NA,NA,8,75,50,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,75,NA,50,20,10,100,NA,75,NA,20,NA,2,10,50,2,1,7,5.1,"10"
"158","034371","010","0","0",NA,1,1,1,13,0,1,80,NA,10,2,1,90,40,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,10,NA,10,2,40,40,NA,50,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"159","034523","040","0","0",NA,1,1,1,15,0,1,30,NA,30,2,1,100,70,20,NA,10,50,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,50,NA,40,30,5,70,NA,80,NA,50,2,1,NA,NA,2,1,7,5.1,"10"
"160","034836","010","0","0","011",5,1,1,13,0,1,NA,NA,NA,NA,NA,90,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,1,NA,1,1,1,40,NA,10,NA,40,NA,2,30,1,2,1,6,5.1,"10"
"161","034836","011","0","0","010",1,5,5,15,0,1,NA,NA,NA,NA,NA,20,10,10,NA,1,2,NA,0,1,NA,1,NA,NA,NA,NA,100,NA,90,NA,40,NA,3,0,NA,4,NA,NA,100,80,NA,2,100,NA,3,1,5,5.1,"10"
"162","034874","010","0","0","040",1,5,1,15,0,1,25,NA,0,2,2,100,60,0,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,NA,10,10,10,50,2,50,NA,10,NA,2,5,20,2,1,7,5.1,"10"
"163","034874","040","0","0","010",5,1,5,13,0,1,NA,NA,NA,NA,NA,80,30,0,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,20,NA,10,5,0,70,NA,70,NA,30,NA,2,5,30,2,1,7,5.1,"10"
"164","034957","010","0","0","020",1,1,5,13,0,1,NA,NA,NA,NA,NA,80,80,80,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,20,NA,10,5,20,50,2,50,NA,30,NA,2,20,10,2,1,7,5.1,"10"
"165","034957","020","0","0","010",5,5,1,14,1,1,80,NA,0,2,1,100,20,100,NA,NA,NA,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,80,NA,100,0,0,50,2,20,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"166","035260","010","7","7","020",5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"167","035260","020","7","7","010",1,5,5,12,0,1,NA,NA,NA,NA,NA,30,0,NA,NA,NA,NA,25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,50,NA,20,0,20,75,NA,75,NA,20,NA,2,20,40,2,1,7,5.1,"10"
"168","035505","040","0","0",NA,1,1,1,12,0,1,NA,NA,NA,NA,NA,100,100,10,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,100,NA,25,0,10,50,2,60,NA,0,NA,2,NA,50,3,1,7,5.1,"10"
"169","035506","010","0","0","020",1,5,1,15,1,1,10,NA,10,2,1,50,40,998,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,100,NA,80,50,50,50,2,50,NA,20,NA,2,5,20,2,1,7,5.1,"10"
"170","035506","020","0","0","010",5,1,5,12,0,1,NA,NA,NA,NA,NA,80,60,40,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,60,NA,70,40,30,50,1,NA,NA,40,NA,2,60,30,2,1,7,5.1,"10"
"171","035680","020","0","0","030",5,1,5,12,0,1,NA,NA,NA,NA,NA,50,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,NA,5,10,0,15,NA,40,NA,15,NA,2,15,75,3,1,7,5.1,"10"
"172","035680","030","0","0","020",1,5,1,14,0,1,25,NA,50,2,2,100,10,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,100,NA,100,50,0,90,NA,75,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"173","035786","010","0","0","040",1,5,1,13,0,1,80,NA,15,2,1,0,NA,NA,0,NA,NA,100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10,NA,NA,10,40,NA,10,NA,60,NA,2,40,30,3,1,7,5.1,"10"
"174","035786","040","0","0","010",5,1,5,10,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,NA,50,0,0,0,NA,NA,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"175","035990","030","0","0","032",1,1,1,10,2,1,0,NA,5,2,1,0,NA,NA,0,NA,NA,999,NA,1,NA,NA,NA,NA,NA,NA,50,1,50,NA,999,NA,NA,NA,NA,70,NA,NA,NA,0,NA,2,NA,0,3,1,7,5.1,"10"
