"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MP155","MP156","MP002","MP166","MP167","MP168","MP169","MP170","MP005","MP006","MP059","MP007","MP014","MP015","MP016","MP017","MP164","MP123","MP172","MP173","MP174","MP018","MP020","MP028","MP102","MP029","MP157","MP175","MP176","MP177","MP178","MP032","MP110","MP179","MP111","MP112","MP047","MP113","MP149","MP150","MP180","MP097","MP056","MVDATE","MVERSION","year"
"793","210314","020","0","0","010",1,5,1,15,0,1,20,NA,10,2,2,100,75,100,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,50,NA,50,20,20,50,2,30,NA,40,NA,2,20,20,2,1,7,5.1,"10"
"794","210315","010","0","0",NA,1,1,1,12,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,100,NA,85,50,50,45,NA,75,NA,65,NA,2,20,75,1,1,7,5.1,"10"
"795","210316","010","0","0","020",1,1,1,14,0,1,0,NA,0,2,1,100,100,100,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,0,10,NA,NA,15,100,NA,10,NA,100,NA,2,30,NA,2,1,7,5.1,"10"
"796","210316","020","0","0","010",5,5,5,13,0,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,10,NA,70,50,100,100,NA,100,NA,100,NA,2,50,NA,3,1,7,5.1,"10"
"797","210348","010","0","0",NA,1,1,1,11,4,1,998,NA,NA,1,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,0,998,NA,NA,0,80,NA,80,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"798","210381","010","0","0",NA,1,1,1,12,0,1,NA,NA,NA,NA,NA,50,10,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,90,NA,50,30,0,90,NA,80,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"799","210521","010","0","0",NA,1,1,1,13,2,1,80,NA,50,2,1,80,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,50,NA,50,0,998,80,NA,80,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"800","210791","010","0","0","020",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"801","210791","020","0","0","010",1,5,1,12,0,1,50,2,NA,1,NA,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,0,0,NA,NA,0,100,NA,15,NA,0,NA,2,NA,100,2,1,7,5.1,"10"
"802","210921","010","0","0","020",1,1,5,9,1,1,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,NA,0,NA,0,90,NA,80,NA,50,2,1,NA,NA,2,1,7,5.1,"10"
"803","210921","020","0","0","010",5,5,1,12,1,1,10,NA,20,2,2,100,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,50,NA,0,NA,0,50,2,100,NA,50,2,1,NA,NA,2,1,7,5.1,"10"
"804","210974","010","0","0","020",1,1,5,13,0,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,NA,25,10,30,60,NA,90,NA,70,NA,2,40,10,1,1,7,5.1,"10"
"805","210974","020","0","0","010",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"806","211092","010","0","0","020",1,5,1,15,0,1,90,NA,0,2,2,100,100,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,50,NA,20,0,0,40,NA,0,NA,60,NA,2,40,20,1,1,7,5.1,"10"
"807","211092","020","0","0","010",5,1,5,13,1,1,NA,NA,NA,NA,NA,100,100,80,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,NA,100,100,0,998,NA,20,NA,20,NA,2,50,10,3,3,7,5.1,"10"
"808","211193","010","0","0","020",1,5,5,10,1,1,NA,NA,NA,NA,NA,50,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,10,NA,0,NA,25,998,NA,0,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"809","211193","020","0","0","010",5,1,1,12,0,1,0,NA,50,2,1,0,NA,NA,40,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,10,NA,0,NA,0,20,NA,0,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"810","211262","010","0","0",NA,1,1,1,13,0,1,50,2,NA,1,NA,0,NA,NA,100,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,30,NA,20,5,20,80,NA,20,NA,75,NA,2,40,30,2,1,7,5.1,"10"
"811","211278","020","0","0",NA,1,1,1,11,2,1,0,NA,0,2,1,100,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,998,NA,NA,NA,998,50,1,100,NA,50,2,1,NA,NA,1,1,7,5.1,"10"
"812","211400","010","0","0","020",5,1,1,12,1,1,100,NA,0,2,2,998,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,20,NA,0,NA,10,25,NA,20,NA,25,NA,2,20,15,3,2,3,5.1,"10"
"813","211400","020","0","0","010",1,5,5,13,0,1,NA,NA,NA,NA,NA,60,10,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,50,NA,10,10,50,50,2,40,NA,20,NA,2,20,20,3,1,3,5.1,"10"
"814","211511","010","0","0","020",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"815","211511","020","0","0","010",1,1,1,15,0,1,10,NA,10,2,2,100,10,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,50,NA,10,5,10,50,2,25,NA,20,NA,2,10,5,3,1,7,5.1,"10"
"816","211575","020","0","0","010",1,1,1,14,0,1,5,NA,5,2,2,60,50,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,80,NA,50,50,20,50,2,50,NA,50,2,1,NA,NA,2,1,7,5.1,"10"
"817","211607","010","0","0","020",5,5,1,13,0,1,10,NA,0,2,1,100,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,0,NA,NA,0,80,NA,50,NA,10,NA,2,0,30,3,1,7,5.1,"10"
"818","211607","020","0","0","010",1,1,5,12,0,1,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,30,NA,5,0,4,80,NA,40,NA,10,NA,2,5,10,3,1,7,5.1,"10"
"819","211667","010","0","0","020",1,1,1,15,0,1,5,NA,0,2,1,100,75,20,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,50,NA,20,10,5,75,NA,10,NA,80,NA,2,20,5,2,1,7,5.1,"10"
"820","211667","020","0","0","010",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"821","211692","010","0","0","020",1,5,1,14,0,1,0,NA,0,2,1,100,100,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,NA,50,0,0,100,NA,100,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"822","211692","020","0","0","010",5,1,5,13,0,1,NA,NA,NA,NA,NA,100,100,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,100,NA,10,0,50,90,NA,100,NA,20,NA,2,50,50,2,1,7,5.1,"10"
"823","211715","020","0","0",NA,1,1,1,13,1,1,20,NA,10,2,2,100,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,60,NA,30,10,20,50,2,5,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"824","211842","010","0","0",NA,1,1,1,14,0,1,10,NA,100,2,2,100,100,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,0,NA,NA,100,100,NA,100,NA,25,NA,2,15,10,3,1,2,5.1,"10"
"825","211869","010","0","0","020",1,1,5,12,0,1,NA,NA,NA,NA,NA,50,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,NA,10,0,30,80,NA,50,NA,10,NA,2,0,15,3,2,7,5.1,"10"
"826","211869","020","0","0","010",5,5,1,12,0,1,NA,NA,NA,NA,NA,50,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,50,NA,2,0,2,95,NA,5,NA,5,NA,2,1,5,2,1,7,5.1,"10"
"827","211881","010","0","0","011",1,1,1,14,0,1,20,NA,0,2,2,100,100,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,50,NA,NA,0,50,2,50,NA,10,NA,2,0,0,2,1,7,5.1,"10"
"828","211881","011","0","0","010",5,5,5,14,0,1,NA,NA,NA,NA,NA,100,40,1,NA,100,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,80,NA,40,5,5,80,NA,70,NA,10,NA,2,10,50,3,1,7,5.1,"10"
"829","211884","020","1","1",NA,1,1,1,12,0,1,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA,50,0,1,NA,1,NA,NA,NA,NA,75,NA,50,NA,0,25,NA,NA,NA,100,NA,75,NA,45,NA,2,30,25,3,1,7,5.1,"10"
"830","211884","021","2","2","821",1,1,1,17,0,1,30,NA,40,2,2,10,0,NA,NA,20,10,NA,40,1,NA,3,40,50,30,20,20,NA,15,NA,0,0,NA,NA,NA,10,NA,NA,10,15,NA,2,30,42,3,1,7,5.1,"10"
"831","211974","010","0","0","011",1,1,1,14,4,1,60,NA,998,2,2,100,998,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,35,NA,10,998,0,100,NA,80,NA,80,NA,2,80,20,2,1,7,5.1,"10"
"832","211974","011","0","0","010",5,5,5,12,0,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,25,NA,0,NA,0,100,NA,100,NA,75,NA,2,25,25,2,1,8,5.1,"10"
"833","211992","010","0","0",NA,1,1,1,12,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,20,NA,10,5,0,75,NA,50,NA,90,NA,2,75,50,3,1,7,5.1,"10"
"834","211998","010","0","0","020",1,1,1,14,0,1,50,2,NA,1,NA,100,50,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,NA,90,0,50,90,NA,10,NA,20,NA,2,50,10,3,1,7,5.1,"10"
"835","211999","010","0","0",NA,1,1,1,11,3,1,80,NA,0,2,1,998,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,998,NA,NA,100,100,NA,100,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"836","212097","010","0","0",NA,1,1,1,11,0,1,NA,NA,NA,NA,NA,20,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,0,0,NA,NA,0,100,NA,80,NA,60,NA,2,70,998,3,1,7,5.1,"10"
"837","212198","010","0","0","020",1,1,1,13,0,1,NA,NA,NA,NA,NA,80,80,80,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,60,NA,50,25,10,70,NA,20,NA,70,NA,2,60,30,2,1,7,5.1,"10"
"838","212198","020","0","0","010",5,5,5,12,0,1,NA,NA,NA,NA,NA,85,75,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,10,NA,1,1,3,5,NA,10,NA,10,NA,2,5,5,2,1,7,5.1,"10"
"839","212340","010","0","0","020",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"840","212340","020","0","0","010",1,5,1,13,0,1,80,NA,80,2,2,100,100,100,NA,NA,NA,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,80,NA,80,10,20,0,NA,NA,NA,0,NA,2,NA,90,2,1,7,5.1,"10"
"841","212357","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"842","212438","010","0","0","011",1,1,1,12,3,1,100,NA,100,2,2,998,NA,NA,NA,0,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,80,NA,70,0,0,998,NA,NA,NA,999,NA,1,NA,NA,3,1,7,5.1,"10"
"843","212480","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"844","212486","010","0","0",NA,1,1,1,14,0,1,80,NA,10,2,2,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,0,100,NA,50,NA,10,NA,2,0,0,3,1,5,5.1,"10"
"845","212568","010","0","0","011",1,1,1,12,0,1,NA,NA,NA,NA,NA,95,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,50,NA,25,20,60,70,NA,70,NA,90,NA,2,90,20,3,1,7,5.1,"10"
"846","212681","010","0","0","020",1,5,1,15,0,1,40,NA,50,2,2,70,30,10,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,50,NA,60,30,10,80,NA,20,NA,30,NA,2,20,30,3,1,4,5.1,"10"
"847","212681","020","0","0","010",5,1,5,12,0,1,NA,NA,NA,NA,NA,50,25,25,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,10,NA,10,10,5,75,NA,50,NA,50,2,1,NA,NA,3,1,4,5.1,"10"
"848","212840","010","0","0",NA,1,1,1,13,0,1,NA,NA,NA,NA,NA,50,5,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,NA,10,20,85,90,NA,80,NA,80,NA,2,50,40,2,1,7,5.1,"10"
"849","212914","010","0","0",NA,1,1,1,11,0,1,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,75,NA,NA,25,80,NA,30,NA,60,NA,2,15,20,2,1,4,5.1,"10"
"850","212938","010","0","0","020",1,1,5,11,0,1,NA,NA,NA,NA,NA,100,50,20,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,50,NA,0,NA,50,75,NA,NA,50,0,NA,2,NA,50,2,1,7,5.1,"10"
"851","212938","020","0","0","010",5,5,1,14,0,1,50,2,NA,1,NA,100,100,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,30,NA,20,0,50,100,NA,100,NA,10,NA,2,10,10,3,1,7,5.1,"10"
"852","212961","010","0","0","020",5,1,5,11,0,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,100,NA,100,NA,50,2,1,NA,NA,1,1,7,5.1,"10"
"853","212961","020","0","0","010",1,5,1,15,0,1,0,NA,0,2,1,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,100,NA,100,0,0,100,NA,100,NA,100,NA,2,0,NA,1,1,7,5.1,"10"
"854","212964","010","0","0","020",1,5,1,15,0,1,70,NA,25,2,2,100,100,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,35,20,50,25,NA,25,NA,75,NA,2,25,15,2,1,6,5.1,"10"
"855","212964","020","0","0","010",5,1,5,15,0,1,NA,NA,NA,NA,NA,100,100,0,NA,0,50,NA,25,1,NA,3,20,30,10,NA,75,NA,70,NA,25,NA,10,5,NA,50,2,NA,NA,25,NA,2,0,10,3,1,6,5.1,"10"
"856","213035","010","0","0",NA,1,1,1,13,0,1,90,NA,10,2,1,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,0,NA,NA,0,10,NA,5,NA,20,NA,2,30,10,3,1,8,5.1,"10"
"857","213110","010","0","0",NA,1,1,1,12,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,10,0,20,80,NA,50,NA,30,NA,2,32,20,3,4,8,5.1,"10"
"858","213210","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"859","213236","010","0","0","020",5,5,5,12,0,1,NA,NA,NA,NA,NA,50,2,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,20,NA,30,5,50,100,NA,100,NA,50,2,1,NA,NA,3,1,5,5.1,"10"
"860","213236","020","0","0","010",1,1,1,14,0,1,80,NA,80,2,2,80,60,60,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,0,40,NA,NA,0,80,NA,100,NA,80,NA,2,20,20,3,1,5,5.1,"10"
"861","213298","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"862","213338","010","0","0","020",1,5,5,12,0,1,NA,NA,NA,NA,NA,90,85,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,10,NA,1,0,25,85,NA,NA,NA,40,NA,2,20,30,2,1,7,5.1,"10"
"863","213338","020","0","0","010",5,1,1,13,0,1,80,NA,50,2,2,80,100,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,0,0,NA,NA,0,50,1,30,NA,0,NA,2,NA,998,3,1,7,5.1,"10"
"864","213359","010","0","0","011",1,1,1,15,0,1,30,NA,5,2,1,100,100,5,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,50,NA,10,0,10,50,2,50,NA,30,NA,2,30,10,3,1,7,5.1,"10"
"865","213359","011","0","0","010",5,5,5,13,0,1,NA,NA,NA,NA,NA,75,75,0,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,30,NA,10,10,50,80,NA,0,NA,50,1,2,30,10,3,1,7,5.1,"10"
"866","213391","010","2","2",NA,1,1,1,13,1,1,75,NA,20,2,2,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,10,NA,0,NA,0,90,NA,80,NA,75,NA,2,80,50,3,1,7,5.1,"10"
"867","213391","011","6","6",NA,1,1,1,15,0,1,20,NA,10,2,1,85,75,10,NA,NA,NA,NA,35,1,NA,NA,NA,NA,25,NA,50,2,50,NA,25,NA,15,10,NA,70,NA,NA,70,50,2,1,NA,NA,2,1,7,5.1,"10"
"868","213391","020","1","1",NA,1,1,1,12,2,1,NA,NA,NA,NA,NA,0,NA,NA,100,NA,NA,90,40,1,NA,3,40,998,0,NA,0,NA,0,NA,100,NA,998,NA,NA,998,NA,60,NA,0,NA,2,NA,0,2,1,7,5.1,"10"
"869","213420","010","0","0","020",5,5,5,12,2,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25,NA,20,0,0,10,NA,998,NA,998,NA,1,NA,NA,2,1,7,5.1,"10"
"870","213420","020","0","0","010",1,1,1,14,2,1,40,NA,998,2,2,100,100,100,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,20,NA,20,0,0,50,2,50,NA,998,NA,1,NA,NA,2,1,7,5.1,"10"
"871","500007","010","0","0","020",5,1,1,18,0,1,50,1,20,2,1,90,90,70,NA,30,0,NA,50,1,NA,3,40,60,10,NA,70,NA,30,NA,90,NA,90,60,NA,100,NA,NA,80,60,NA,2,10,30,1,1,8,5.1,"10"
"872","500007","020","0","0","010",1,5,5,14,1,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,10,10,1,NA,3,0,10,0,NA,20,NA,0,NA,100,NA,50,50,NA,50,1,NA,50,998,NA,1,NA,NA,2,1,8,5.1,"10"
"873","500029","010","0","0","020",1,1,5,14,0,1,NA,NA,NA,NA,NA,100,80,20,NA,NA,NA,NA,50,1,2,NA,NA,NA,30,NA,80,NA,20,NA,90,NA,40,10,NA,100,NA,NA,100,100,NA,2,40,NA,1,1,7,5.1,"10"
"874","500029","020","0","0","010",5,5,1,18,0,1,60,NA,60,2,2,90,80,30,NA,30,30,NA,70,1,NA,3,55,75,20,NA,70,NA,50,NA,80,NA,50,30,NA,75,NA,NA,50,70,NA,2,30,30,1,1,7,5.1,"10"
"875","500079","010","0","0","020",5,5,1,17,0,1,10,NA,10,2,1,90,50,2,NA,NA,NA,2,0,1,NA,3,0,10,0,NA,90,NA,90,NA,80,NA,10,10,NA,90,NA,NA,90,10,NA,2,10,50,3,1,1,5.1,"10"
"876","500079","020","0","0","010",1,1,5,15,0,1,NA,NA,NA,NA,NA,80,20,10,NA,NA,NA,5,3,1,NA,NA,NA,NA,1,NA,100,NA,70,NA,70,NA,10,15,NA,80,NA,50,NA,20,NA,2,10,30,2,1,1,5.1,"10"
"877","500080","010","0","0",NA,1,1,1,11,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,50,0,1,NA,1,NA,NA,NA,NA,80,NA,80,NA,40,NA,0,NA,NA,0,NA,NA,NA,100,NA,2,80,NA,3,1,7,5.1,"10"
"878","500082","010","0","0",NA,1,1,1,15,0,1,0,NA,70,2,1,0,NA,NA,90,NA,NA,NA,80,1,NA,1,NA,NA,80,NA,60,NA,20,NA,85,NA,80,70,NA,90,NA,NA,90,90,NA,2,15,80,2,1,4,5.1,"10"
"879","500136","010","0","0","020",5,5,1,18,0,1,0,NA,10,2,1,90,70,20,NA,20,10,NA,50,1,2,NA,NA,NA,50,NA,75,NA,20,NA,90,NA,25,5,NA,50,1,NA,70,70,NA,2,30,20,2,1,2,5.1,"10"
"880","500136","020","0","0","010",1,1,5,16,0,1,NA,NA,NA,NA,NA,100,80,10,NA,0,2,NA,80,1,NA,3,70,90,20,NA,50,1,30,NA,5,NA,2,0,NA,50,1,NA,30,100,NA,2,70,NA,3,1,2,5.1,"10"
"881","500155","010","0","0",NA,1,1,1,13,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,100,100,NA,100,NA,100,NA,100,5,NA,5,NA,NA,2,2,NA,2,5,10,3,1,7,5.1,"10"
"882","500172","010","0","0","020",1,5,1,17,0,1,50,2,NA,1,NA,100,80,60,NA,30,80,NA,10,1,NA,1,NA,NA,5,NA,75,NA,40,NA,80,NA,20,10,NA,60,NA,NA,70,75,NA,2,30,35,2,1,4,5.1,"10"
"883","500172","020","0","0","010",5,1,5,15,0,1,NA,NA,NA,NA,NA,100,100,80,NA,0,100,NA,40,1,NA,3,0,60,20,NA,80,NA,50,NA,0,20,NA,NA,NA,80,NA,NA,80,60,NA,2,0,40,2,1,4,5.1,"10"
"884","500175","010","0","0","020",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"885","500175","020","0","0","010",1,5,1,16,0,1,0,NA,5,2,1,100,100,5,NA,0,100,NA,NA,1,NA,NA,NA,NA,100,NA,100,NA,60,NA,5,NA,0,NA,NA,10,NA,NA,0,10,NA,2,10,2,2,1,8,5.1,"10"
"886","500186","010","0","0","020",5,5,1,13,0,1,NA,NA,NA,NA,NA,80,0,NA,NA,NA,NA,NA,10,1,NA,3,10,30,0,0,90,NA,10,NA,5,NA,5,0,NA,99,NA,NA,100,50,2,1,NA,NA,3,1,6,5.1,"10"
"887","500186","020","0","0","010",1,1,5,14,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,100,0,NA,0,1,NA,3,10,50,0,50,50,1,0,NA,50,NA,50,50,NA,0,NA,NA,NA,0,NA,2,NA,50,3,1,6,5.1,"10"
"888","500188","010","0","0","020",1,1,5,14,0,1,NA,NA,NA,NA,NA,100,100,50,NA,NA,NA,NA,50,1,1,NA,NA,NA,25,NA,85,NA,50,NA,50,NA,25,75,NA,100,NA,NA,0,50,1,2,75,50,2,1,8,5.1,"10"
"889","500188","020","0","0","010",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"890","500226","010","0","0","020",5,1,5,13,0,1,NA,NA,NA,NA,NA,100,100,75,NA,NA,NA,NA,75,1,NA,3,60,85,50,NA,75,NA,40,NA,0,40,NA,NA,NA,50,1,NA,60,50,1,2,40,30,3,1,7,5.1,"10"
"891","500226","020","0","0","010",1,5,1,16,1,1,50,2,NA,1,NA,90,30,5,NA,NA,NA,100,100,1,NA,3,95,100,998,NA,100,NA,20,NA,100,NA,100,80,NA,90,NA,NA,50,70,NA,2,50,50,2,1,6,5.1,"10"
