"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OW303","OW311","OW314","OW306","OW310","OW309","OW312","OW319","OW320","OW321","OW307","OVDATE","OVERSION","year"
"742","500834","020","0","0","010",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"743","500839","010","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"744","500851","010","0","0","020",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"745","500851","020","0","0","010",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"746","500855","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"747","500855","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"748","500885","020","1","1","021",5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"749","500885","021","1","1","020",1,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"750","500885","010","2","2","011",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"751","500885","011","2","2","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"752","500890","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"753","500898","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"754","500898","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"755","500902","010","1","1",NA,1,1,1,5,2,1,1,9,5,NA,1,1,9,1,3,2,"14"
"756","500902","011","2","2",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"757","500919","010","0","0","020",1,5,1,1,2,NA,NA,NA,NA,NA,7,NA,NA,1,3,2,"14"
"758","500919","020","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"759","500934","020","1","1",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"760","500934","010","2","2",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"761","500949","010","1","1",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"762","500956","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"763","500956","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"764","500963","010","0","0","020",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"765","500963","020","0","0","010",5,1,5,1,1,1,1,7,NA,NA,NA,NA,NA,NA,4,2,"14"
"766","500972","010","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"767","500993","010","7","1","020",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"768","500993","020","7","2","010",5,5,5,5,2,1,1,4,1,4,NA,NA,NA,1,4,2,"14"
"769","500993","011","5","5",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"770","501028","010","0","0","011",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"771","501028","011","0","0","010",5,5,5,1,2,1,1,1,NA,4,NA,NA,NA,1,6,2,"14"
"772","501033","010","0","0","020",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"773","501033","020","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"774","501041","010","0","0","020",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"775","501041","020","0","0","010",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"776","501061","010","0","0","020",5,5,1,5,2,1,1,4,NA,NA,NA,NA,NA,1,6,2,"14"
"777","501061","020","0","0","010",1,1,5,5,2,1,1,4,NA,NA,1,1,4,1,6,2,"14"
"778","501070","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"779","501075","010","0","0","020",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"780","501075","020","0","0","010",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"781","501097","010","0","0","020",5,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"782","501097","020","0","0","010",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"783","501118","010","0","0",NA,1,1,1,5,2,1,1,4,NA,NA,NA,NA,NA,1,4,2,"14"
"784","501212","010","0","0","020",1,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"785","501212","020","0","0","010",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"786","501232","010","0","0","020",5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"787","501232","020","0","0","010",1,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"788","501254","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"789","501254","020","0","0","010",1,1,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"790","501276","010","1","1","012",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"791","501276","020","2","2",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"792","501284","010","0","0","020",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"793","501284","020","0","0","010",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"794","501296","010","0","0","020",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"795","501296","020","0","0","010",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"796","501376","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"797","501387","010","0","0","020",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"798","501387","020","0","0","010",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"799","501401","010","0","0","020",1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"800","501401","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"801","501416","010","0","0","020",5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"802","501416","020","0","0","010",1,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"803","501435","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"804","501438","010","0","0","020",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"805","501438","020","0","0","010",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"806","501440","010","0","0","020",5,5,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"807","501440","020","0","0","010",1,1,5,5,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"808","501498","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"809","501504","010","0","0","020",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"810","501504","020","0","0","010",5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"811","501516","010","0","0","020",5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"812","501516","020","0","0","010",1,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"813","501526","010","0","0","011",1,1,1,1,2,1,1,9,NA,NA,NA,NA,NA,1,2,2,"14"
"814","501526","011","0","0","010",5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"815","501536","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"816","501536","020","0","0","010",5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"817","501548","010","1","1",NA,1,1,1,1,2,1,1,4,5,NA,NA,NA,NA,1,3,2,"14"
"818","501548","020","2","2",NA,1,1,1,1,2,1,1,1,5,NA,NA,NA,NA,1,6,2,"14"
"819","501602","010","0","0","020",1,5,5,5,2,1,1,1,NA,NA,NA,NA,NA,1,4,2,"14"
"820","501602","020","0","0","010",5,1,1,5,2,1,1,1,NA,NA,NA,NA,NA,1,4,2,"14"
"821","501683","010","1","1","011",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"822","501683","011","1","1","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"823","501683","020","2","2","021",1,1,1,1,2,1,1,1,5,NA,NA,NA,NA,1,2,2,"14"
"824","501683","021","2","2","020",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"825","501686","010","0","0","020",1,1,5,1,2,1,1,9,NA,NA,NA,NA,NA,1,3,2,"14"
"826","501686","020","0","0","010",5,5,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"827","501704","010","0","0",NA,1,1,1,5,2,1,1,4,5,NA,NA,NA,NA,1,3,2,"14"
"828","501730","010","0","0","020",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"829","501730","020","0","0","010",5,5,5,1,2,1,1,1,NA,NA,NA,NA,NA,2,3,2,"14"
"830","501738","010","1","1",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"831","501738","020","2","2",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"832","501738","021","5","2",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"833","501748","010","1","1",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"834","501748","020","2","2","021",5,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"835","501748","021","2","2","020",1,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"836","501768","010","0","0","020",1,1,5,1,2,1,1,3,NA,NA,NA,NA,NA,1,6,2,"14"
"837","501768","020","0","0","010",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"838","501786","010","0","0","020",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"839","501786","020","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"840","501827","010","0","0","020",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"841","501827","020","0","0","010",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"842","501946","010","0","0","020",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"843","501977","010","0","0","020",1,1,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"844","501977","020","0","0","010",5,5,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"845","501979","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"846","501996","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"847","502015","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"848","502017","010","0","0","020",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"849","502033","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"850","502033","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"851","502040","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"852","502054","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"853","502150","010","0","0","020",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"854","502150","020","0","0","010",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"855","502168","010","1","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"856","502168","011","2","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"857","502280","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"858","502293","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"859","502293","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"860","502382","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"861","502382","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"862","502413","010","0","0","020",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"863","502413","020","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"864","502423","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"865","502426","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"866","502426","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"867","502432","010","7","7","020",1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"868","502432","020","7","7","010",5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"869","502450","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"870","502450","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"871","502490","010","0","0","020",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"872","502490","020","0","0","010",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"873","502491","020","0","0",NA,1,1,1,1,2,1,1,1,NA,3,NA,NA,NA,1,4,2,"14"
"874","502502","020","0","0","010",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"875","502526","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"876","502531","010","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"877","502531","020","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"878","502533","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"879","502540","010","0","0","020",5,5,5,1,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"880","502540","020","0","0","010",1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"881","502571","010","0","0","020",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"882","502571","020","0","0","010",1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"883","502584","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"884","502584","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"885","502629","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"886","502631","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"887","502639","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"888","502641","010","0","0","020",1,5,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"889","502641","020","0","0","010",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"890","502653","010","1","1",NA,1,1,1,5,2,1,1,1,NA,1,NA,NA,NA,1,3,2,"14"
"891","502653","020","2","2",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"892","502654","010","0","0","020",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"893","502654","020","0","0","010",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"894","502667","010","0","0","020",1,1,5,1,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,"14"
"895","502667","020","0","0","010",5,5,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,"14"
"896","502686","010","0","0","020",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"897","502686","020","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"898","502698","010","0","0","020",5,1,5,1,2,1,1,1,NA,NA,NA,NA,NA,1,6,2,"14"
"899","502698","020","0","0","010",1,5,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,6,2,"14"
"900","502715","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"901","502745","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"902","502747","010","0","0","020",5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"903","502747","020","0","0","010",1,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"904","502749","010","1","1",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"905","520230","020","0","0","010",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"906","520337","010","0","0","020",1,5,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,4,2,"14"
"907","520337","020","0","0","010",5,1,5,1,2,1,1,9,NA,NA,NA,NA,NA,1,6,2,"14"
"908","520418","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"909","520549","010","0","0","020",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"910","520549","020","0","0","010",5,1,5,5,1,1,1,7,NA,NA,NA,NA,NA,1,6,2,"14"
"911","520670","010","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"912","520670","020","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"913","520748","010","0","0","020",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"914","520748","020","0","0","010",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"915","520952","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"916","520952","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"917","521155","010","0","0",NA,1,1,1,1,1,1,1,4,5,NA,NA,NA,NA,1,6,2,"14"
"918","521240","010","0","0","020",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"919","521240","020","0","0","010",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"920","521268","010","0","0","020",1,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"921","521268","020","0","0","010",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"922","521298","020","0","0","010",1,5,1,1,1,1,1,4,NA,NA,NA,NA,NA,1,6,2,"14"
"923","521555","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"924","521635","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"925","521766","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"926","521915","010","0","0","020",5,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"927","521915","020","0","0","010",1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"928","521931","010","0","0","020",1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"929","521931","020","0","0","010",5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"930","521989","010","0","0","020",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"931","521989","020","0","0","010",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"932","522135","010","0","0","020",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"933","522135","020","0","0","010",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"934","522170","010","0","0","020",5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"935","522170","020","0","0","010",1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"936","522373","010","0","0","020",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"937","522531","010","1","1",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"938","522531","020","2","2","021",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"939","522531","021","2","2","020",5,5,5,1,2,1,1,1,5,NA,1,1,1,1,6,2,"14"
"940","522606","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"941","522711","010","0","0","020",5,5,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"942","522711","020","0","0","010",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"943","522787","010","0","0","020",1,5,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"944","522787","020","0","0","010",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"945","522924","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"946","523021","010","0","0","020",1,1,5,1,2,NA,NA,NA,NA,NA,1,1,1,1,3,2,"14"
"947","523021","020","0","0","010",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"948","523089","010","0","0","020",5,5,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,4,2,"14"
"949","523089","020","0","0","010",1,1,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,4,2,"14"
"950","523113","010","0","0","020",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"951","523113","020","0","0","010",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"952","523129","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"953","523278","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"954","523365","010","0","0","020",1,1,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,4,2,"14"
"955","523365","020","0","0","010",5,5,1,5,2,1,1,4,NA,NA,1,1,4,1,6,2,"14"
"956","523691","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"957","523750","010","0","0","020",5,5,1,1,1,1,1,2,NA,NA,NA,NA,NA,1,3,2,"14"
"958","523750","020","0","0","010",1,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"959","523756","010","0","0","020",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"960","523756","020","0","0","010",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"961","523794","010","0","0","020",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,7,2,"14"
"962","523794","020","0","0","010",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"963","523871","010","0","0","020",5,5,1,1,1,1,1,2,NA,NA,NA,NA,NA,1,6,2,"14"
"964","523871","020","0","0","010",1,1,5,1,1,1,1,2,NA,NA,NA,NA,NA,1,6,2,"14"
"965","523966","010","0","0","020",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"966","523966","020","0","0","010",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"967","523989","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"968","523989","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"969","524052","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"970","524052","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"971","524064","010","0","0","020",5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"972","524064","020","0","0","010",1,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"973","524220","010","0","0","020",1,5,1,1,1,1,1,2,NA,NA,NA,NA,NA,1,6,2,"14"
"974","524220","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"975","524357","010","0","0","020",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"976","524357","020","0","0","010",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"977","524403","010","0","0",NA,1,1,1,5,2,1,1,4,NA,NA,NA,NA,NA,1,2,2,"14"
"978","524452","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"979","524508","010","0","0","020",1,5,1,1,2,1,1,1,5,NA,NA,NA,NA,1,3,2,"14"
"980","524508","020","0","0","010",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"981","524527","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"982","524825","010","0","0","020",1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
