"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MY005","MY006","MY007","MY008","MY009","MY010","MY011","MY012","MY013","MY014","MY015","MY016","MY017","MY018","MY019","MY020","MY021","MY022","MY023","MY024","MY025","MY026","MY027","MY028","MY029","MY030","MY031","MY032","MY033","MY034","MY035","MY036","MY037","MY038","MY039","MY040","MY041","MY042","MY043","MY044","MY045","MY046","MY047","MY048","MY049","MY050","MY051","MY052","MY053","MY054","MY055","MY056","MY057","MY058","MY059","MY060","MY061","MY062","MY063","MY064","MY065","MY066","MY067","MY068","MY069","MY070","MY071","MY072","MY073","MY074","MY075","MY076","MY077","MY078","MY079","MY080","MY081","MVDATE","MVERSION","year"
"843","212895","020","0","0","010",1,1,5,284.628,42.668,411.308,757.797,NA,43.501,21.379,35.871,53.428,22.293,91.858,228.375,38.797,51.007,8.744,4.547,7.814,10.419,7.351,38.875,3.378,50.523,20.321,62.4,81.947,69.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.559,30.71,17.912,8.099,6.986,28.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.941,450.122,39.362,237.192,NA,0.827,147.096,NA,NA,86.318,NA,736.428,311.86,NA,NA,NA,88.651,NA,285.481,151.361,4048.597,7,5.1,"10"
"844","213045","010","0","0",NA,1,1,1,323.541,93.317,710.138,831.882,NA,51.28,22.406,17.622,79.913,21.273,40.735,188.476,23.313,98.138,26.874,7.254,21.603,7.903,18.124,81.758,1.95,92.063,20.52,26.322,43.679,62.509,58.037,61.486,20.125,10.424,9.848,12.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.51,231.997,24.502,212.587,125.605,2.266,75.413,NA,NA,33.769,NA,584.015,323.795,1099.172,50.613,NA,96.515,NA,169.312,60.522,5059,7,5.1,"10"
"845","213114","010","0","0",NA,1,1,1,235.794,79.522,750.246,651.963,NA,49.619,21.796,14.406,66.255,17.334,23.451,147.534,19.589,58.847,7.045,7.489,4.29,4.634,5.252,28.71,2.661,71.407,19.638,32.109,48.828,77.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.157,28.537,32.024,15.306,9.876,14.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.155,529.146,44.819,344.258,226.194,1.555,72.645,NA,NA,55.815,NA,848.922,292.189,419.609,44.04,NA,224.118,NA,193.563,82.138,5130.202,7,5.1,"10"
"846","213189","010","0","0","020",5,5,5,86.28,61.841,657.225,772.151,NA,68.911,22.146,14.664,70.405,31.631,33.591,189.025,28.701,95.666,9.711,7.291,13.099,13.76,12.073,55.934,7.259,74.539,22.556,21.173,41.054,83.802,24.062,24.237,19.634,15.298,17.769,18.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.953,NA,32.19,365.131,NA,2.536,68.858,NA,NA,56.921,NA,797.505,318.495,NA,NA,NA,141.709,NA,170.917,63.573,3600.289,7,5.1,"10"
"847","213189","020","0","0","010",1,1,1,282.332,74.397,902.136,1104.694,NA,63.127,21.994,36.648,71.761,28.09,57.027,226.975,40.378,83.831,54.094,14.298,26.494,54.649,51.046,200.581,8.594,94.731,25.528,36.109,65.492,71.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.757,66.502,37.771,14.497,13.122,49.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.721,411.161,75.043,520.005,238.352,3.501,116.335,NA,NA,71.506,NA,1218.81,414.948,1217.424,30.957,NA,104.323,NA,331.594,78.97,7274.207,7,5.1,"10"
"848","213233","010","0","0",NA,1,1,1,344.482,157.324,685.336,1582.008,NA,86.118,22.516,101.881,97.002,40.831,67.432,273.569,32.632,168.032,17.86,11.678,30.213,15.029,15.438,90.218,9.602,225.383,32.294,70.131,106.265,171.162,39.338,71.842,54.387,NA,NA,NA,37.074,19.927,104.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.424,486.024,41.449,812.963,266.551,2.05,98.2,NA,NA,71.907,NA,2425.223,867.194,993.494,35.135,NA,85.088,NA,234.227,103.863,9299.861,7,5.1,"10"
"849","213236","010","0","0","020",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.1,"10"
"850","213236","020","0","0","010",1,1,1,334.139,87.383,1286.219,1396.021,NA,76.094,22.986,58.692,81.007,41.12,85.919,295.913,43.433,139.283,8.944,33.279,17.542,9.81,17.702,87.277,4.895,68.694,40.974,72.235,106.512,114.541,50.89,56.696,158.127,NA,NA,NA,38.839,42.137,74.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.675,553.186,32.854,1082.701,536.484,2.875,119.961,NA,NA,168.486,NA,1262.311,625.266,785.217,39.821,NA,79.141,NA,412.092,85.618,8907.998,5,5.1,"10"
"851","213247","010","0","0","020",1,5,1,354.083,290.765,1434.585,1474.125,NA,148.79,22.008,52.228,318.014,34.196,68.98,522.512,70.305,146.227,42.214,25.399,36.475,17.13,34.206,155.424,4.939,128.757,26.075,86.514,144.172,90.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.068,NA,92.698,875.019,818.879,5835.86,191.787,NA,NA,73.693,NA,2159.499,887.365,986.918,77.391,NA,384.184,43.037,757.057,100.013,17644.283,2,5.1,"10"
"852","213247","020","0","0","010",5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.1,"10"
"853","213339","010","0","0",NA,1,1,1,771.398,110.069,683.45,699.856,NA,72.441,23.342,21.793,102.231,23.695,18.225,205.621,29.462,120.937,11.36,7.056,8.441,7.578,15.621,50.056,8.575,67.149,32.008,32.141,53.386,76.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.556,250.6,34.987,399.705,NA,2.377,60.515,NA,NA,41.668,NA,880.873,251.805,344.889,4.201,NA,24.585,NA,328.691,70.079,4968.617,5,5.1,"10"
"854","213378","010","0","0","020",1,1,5,533.355,76.957,498.648,875.293,NA,61.234,21.977,23.041,117.649,24.914,39.82,243.322,30.074,93.612,12.027,15.131,35.18,13.274,26.279,101.891,3.193,54.432,27.747,62.781,89.319,93.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.165,15.908,19.599,NA,NA,NA,11.778,13.207,12.087,NA,NA,NA,NA,NA,NA,183.272,775.049,29.237,346.949,NA,2840.512,66.083,NA,NA,52.793,NA,727.463,303.228,NA,NA,NA,143.675,NA,273.559,74.236,8050.336,2,5.1,"10"
"855","213378","020","0","0","010",5,5,1,131.073,108.11,737.822,826.556,NA,54.232,24.844,22,89.211,23.76,32.735,197.284,26.579,92.943,8.232,7.042,11.435,9.867,8.883,45.459,1.777,77.85,21.381,58.103,87.887,62.594,25.425,35.154,53.598,18.625,11.337,15.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.28,NA,50.835,498.328,141.152,2776.929,81.461,NA,NA,32.546,NA,781.996,384.317,1537.191,104.183,NA,104.228,150.673,141.196,160.458,9269.529,2,5.1,"10"
"856","213381","010","0","0","020",5,5,5,238.378,52.044,487.304,840.161,NA,51.976,22.125,25.868,60.436,21.97,21.235,150.231,24.081,102.713,7.572,8.734,6.627,6.681,26.326,55.94,8.187,38.551,22.509,62.939,83.287,90.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.778,33.395,33.504,NA,NA,NA,31.296,18.285,20.469,NA,NA,NA,NA,NA,NA,301.283,NA,44.869,254.119,NA,1.678,297.776,NA,NA,46.349,NA,517.213,241.707,NA,NA,NA,73.675,NA,170.209,82.094,3370.397,7,5.1,"10"
"857","213381","020","0","0","010",1,1,1,368.884,67.847,697.018,799.407,NA,55.767,21.951,12.098,63.256,20.663,19.581,148.898,22.18,67.701,8.717,5.209,11.79,10.12,6.392,42.228,3.305,44.249,20.15,63.383,83.772,106.718,22.367,23.717,25.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.717,41.921,66.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.438,403.402,30.173,282.489,134.762,2.294,63.896,NA,NA,39.527,NA,558.719,329.762,812.34,94.122,NA,84.398,36.932,301.078,118.948,5258.21,7,5.1,"10"
"858","213419","010","1","1","011",1,1,1,397.625,113.01,654.28,822.721,NA,58.526,22.066,22.693,90.579,22.173,36.039,197.63,23.88,75.326,26.113,9.502,16.515,7.493,8.677,68.3,3.91,50.465,23.212,62.089,84.498,68.705,39.683,25.622,31.517,17.584,21.778,34.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.307,470.182,26.492,273.366,327.182,1.449,335.46,NA,NA,90.134,NA,1053.703,423.895,1594.466,57.519,NA,25.29,147.305,327.203,92.977,7243.511,7,5.1,"10"
"859","213419","011","1","1","010",5,5,5,128.306,103.993,614.075,1127.866,NA,65.671,21.826,100.922,76.809,32.384,53.402,313.021,111.388,105.945,18.198,7.661,16.515,23.918,41.678,107.97,1.495,54.077,37.526,60.859,80.51,67.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.681,35.225,27.575,NA,NA,NA,18.64,51.426,31.689,NA,NA,NA,NA,NA,NA,276.429,NA,93.651,369.239,NA,1.576,385.378,NA,NA,32.067,NA,1435.379,714.694,NA,NA,NA,195.024,NA,280.312,67.239,5581.635,7,5.1,"10"
"860","213419","020","2","2","021",1,1,1,537.429,64.039,587.146,802.104,NA,48.783,22.982,48.544,56.113,21.482,25.55,166.074,43.68,NA,NA,NA,NA,NA,NA,NA,2.491,68.43,16.202,61.758,87.73,64.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.54,28.556,33.937,NA,NA,NA,NA,NA,NA,28.468,46.516,130.314,NA,NA,NA,357.07,216.115,79.919,253.502,141.944,2.123,120.455,NA,NA,83.556,NA,545.778,287.912,353.199,14.989,NA,11.593,NA,254.264,70.798,4438.505,4,5.1,"10"
"861","213419","021","2","2","020",5,5,5,108.27,602.902,685.476,1062.833,NA,48.814,22.579,46.927,48.727,27.191,45.846,185.943,44.314,76.425,4.793,5.325,19.298,4.776,11.549,45.741,2.377,65.873,19.182,59.576,98.072,80.509,52.652,42.309,66.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.374,77.754,106.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.082,NA,651.378,176.779,NA,1.263,1360.9,NA,89.04,NA,34.111,558.788,290.805,NA,NA,NA,19.678,NA,194.046,67.574,5928.274,4,5.1,"10"
"862","213443","010","0","0",NA,1,1,1,455.264,73.091,945.367,709.823,NA,79.133,21.575,50.878,71.661,21.154,35.252,186.685,39.209,58.903,7.222,4.186,13.456,9.663,8.826,43.353,6.127,49.574,17.561,17.018,43.402,44.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.352,31.492,18.269,10.872,9.555,16.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.193,396.753,43.099,271.614,233.252,1.192,525.842,NA,NA,102.605,NA,687.846,254.093,470.799,33.032,NA,85.434,NA,392.268,204.47,5913.758,7,5.1,"10"
"863","213449","010","0","0",NA,1,1,1,369.721,94.697,520.878,922.149,NA,60.694,22.666,27.721,54.215,26.197,15.001,136.07,23.625,70.775,9.847,7.464,11.364,7.207,32.63,68.512,2.483,92.558,17.032,49.485,75.378,90.825,111.666,33.632,27.115,30.205,37.586,34.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.292,881.361,101.262,225.191,264.813,1.903,53.598,NA,NA,40.74,NA,630.323,321.546,342.933,121.012,321.954,92.078,NA,348.32,54.978,5714.757,7,5.1,"10"
"864","213468","010","0","0",NA,1,1,1,359.475,98.684,540.727,801.727,NA,89.573,24.174,71.071,116.233,34.723,16.6,242.177,29.883,135.094,13.346,6.207,16.733,34.915,4.959,76.16,19.312,13.491,44.738,54.895,72.655,58.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.02,511.915,22.761,315.46,112.112,1.307,74.013,NA,NA,38.238,NA,549.661,194.353,409.397,26.528,NA,13.744,NA,164.097,80.689,4324.18,7,5.1,"10"
"865","500005","010","0","0","020",1,1,5,218.576,51.989,327.198,735.501,NA,50.176,22.308,24.906,52.309,18.978,20.244,148.699,38.025,NA,NA,NA,NA,NA,NA,NA,1.783,62.899,17.487,60.065,77.467,58.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.47,17.314,19.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.702,57.313,64.909,347.263,379.842,332.474,248.55,NA,2.029,175.954,NA,NA,25.172,NA,598.902,323.997,NA,NA,NA,242.076,NA,225.84,62.389,3954.301,7,5.1,"10"
"866","500005","020","0","0","010",5,5,1,68.587,73.988,501.625,598.973,NA,48.124,21.778,21.069,45.627,18.927,19.525,125.892,23.954,NA,NA,NA,NA,NA,NA,NA,2.038,55.685,16.153,60.806,78.269,55.653,24.488,27.541,25.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.169,20.038,69.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.118,NA,276.753,224.22,101.121,1.225,340.963,NA,NA,22.748,NA,516.271,383.18,939.172,167.702,NA,106.088,67.379,168.116,52.383,4614.497,7,5.1,"10"
"867","500007","010","0","0","020",5,1,1,375.926,63.111,557.305,894.74,NA,67.631,43.958,27.013,89.88,23.555,27.009,198.77,36.609,NA,NA,NA,NA,NA,NA,NA,2.442,58.369,19.14,33.177,57.159,69.533,38.504,59.383,180.473,NA,NA,NA,27.253,15.497,48.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.398,652.174,43.987,260.885,220.354,1.57,2033.831,NA,NA,53.672,NA,683.113,527.068,875.72,180.425,NA,187.363,NA,362.717,138.048,8120.011,8,5.1,"10"
"868","500007","020","0","0","010",1,5,5,408.081,83.999,725.477,816.098,NA,171.977,22.079,20.987,84.19,28.582,31.513,208.377,26.094,NA,NA,NA,NA,NA,NA,NA,3.089,37.619,25.479,64.433,90.287,90.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.198,29.296,27.782,20.206,17.694,19.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.683,NA,707.384,348.043,NA,2.089,167.619,NA,NA,35.159,NA,942.585,438.013,NA,NA,NA,265.635,NA,242.63,185.512,5378.195,8,5.1,"10"
