"","HHID","PN","NSUBHH","MSUBHH","NPN_SP","NCSR","NFAMR","NFINR","NP155","NP156","NP002","NP166","NP170","NP168","NP005","NP006","NP059","NP007","NP009","NP014","NP015","NP016","NP017","NP123","NP018","NP181","NP182","NP020","NP028","NP102","NP029","NP157","NP107","NP175","NP176","NP177","NP178","NP032","NP110","NP179","NP111","NP112","NP183","NP047","NP113","NP149","NP150","NP180","NP097","NP041","NP042","NP043","NP044","NP185","NP056","NVDATE","NVERSION","year"
"666","202275","010","0","0",NA,1,1,1,10,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,NA,NA,10,50,2,90,NA,50,40,NA,2,30,30,3,NA,2,NA,1,3,1,3,2,"12"
"667","202283","020","0","0",NA,1,1,1,14,0,1,NA,NA,NA,10,10,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,80,80,NA,10,10,10,10,NA,5,NA,50,20,NA,2,20,50,3,NA,2,NA,5,3,1,3,2,"12"
"668","202314","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"12"
"669","202526","010","0","0","020",5,5,1,11,0,1,NA,NA,NA,75,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,0,0,NA,NA,0,0,NA,NA,NA,0,75,NA,2,50,75,3,NA,3,NA,NA,1,2,3,2,"12"
"670","202526","020","0","0","010",1,1,5,11,0,1,NA,NA,NA,0,NA,NA,10,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,85,NA,100,NA,50,0,NA,2,NA,0,2,NA,1,1,NA,3,1,3,2,"12"
"671","202581","010","0","0",NA,1,1,1,14,0,1,80,1,10,80,25,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,90,75,75,100,NA,100,NA,100,25,NA,2,50,998,3,NA,8,NA,NA,3,1,1,2,"12"
"672","202599","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"673","202806","010","0","0","020",1,1,5,13,3,1,NA,NA,NA,80,100,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,10,NA,50,60,NA,40,998,0,998,NA,50,NA,50,998,NA,1,NA,NA,3,NA,2,NA,1,2,1,3,2,"12"
"674","202806","020","0","0","010",5,5,1,14,1,1,80,1,80,90,90,999,NA,1,NA,NA,NA,NA,NA,50,10,0,NA,90,NA,80,NA,NA,90,NA,10,0,NA,100,NA,NA,100,100,50,2,1,NA,NA,2,3,2,NA,5,2,1,3,2,"12"
"675","203031","020","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"676","203080","020","0","0",NA,1,1,1,9,0,1,NA,NA,NA,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0,NA,100,50,2,50,NA,50,50,2,1,NA,NA,3,NA,1,5,NA,3,1,4,2,"12"
"677","203173","010","0","0","020",1,5,1,14,0,1,50,1,0,100,100,75,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,50,50,75,50,2,50,NA,50,25,NA,2,10,10,2,NA,2,NA,5,3,1,3,2,"12"
"678","203173","020","0","0","010",5,1,5,14,0,1,NA,NA,NA,95,95,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,50,60,NA,50,40,70,75,NA,75,NA,75,80,NA,2,40,40,3,NA,2,NA,1,2,1,3,2,"12"
"679","203297","020","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"680","203327","010","0","0",NA,1,1,1,10,1,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,998,70,NA,50,NA,75,25,NA,2,40,25,3,NA,1,1,NA,2,1,3,2,"12"
"681","203788","021","0","0",NA,1,1,1,13,1,1,NA,NA,NA,0,NA,NA,0,1,10,20,NA,NA,NA,NA,100,100,10,NA,NA,100,NA,60,0,0,NA,NA,0,30,NA,20,NA,10,998,NA,1,NA,NA,3,NA,1,1,NA,1,1,4,2,"12"
"682","203857","020","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"12"
"683","203990","010","0","0","020",1,1,5,13,0,1,NA,NA,NA,100,30,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,50,50,NA,0,NA,50,70,NA,90,NA,50,20,NA,2,10,10,2,NA,2,NA,1,3,1,3,2,"12"
"684","203990","020","0","0","010",5,5,1,15,0,1,0,1,0,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,100,100,NA,0,NA,50,100,NA,0,NA,100,25,NA,2,0,0,2,NA,1,1,NA,3,1,3,2,"12"
"685","204639","020","0","0",NA,1,1,1,13,5,1,60,1,999,90,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,50,999,0,999,NA,998,NA,50,998,NA,1,NA,NA,3,NA,1,1,NA,1,1,4,2,"12"
"686","204721","020","0","0",NA,1,1,1,15,0,1,50,1,75,75,75,20,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,25,25,NA,25,15,50,90,NA,95,NA,80,50,2,1,NA,NA,3,NA,3,NA,NA,3,1,3,2,"12"
"687","204810","010","0","0","020",5,5,1,11,0,1,NA,NA,NA,100,100,40,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,20,0,0,80,NA,80,NA,50,50,2,1,NA,NA,1,NA,1,5,NA,2,1,3,2,"12"
"688","204810","020","0","0","010",1,1,5,14,0,1,NA,NA,NA,100,50,75,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,25,75,NA,50,25,0,50,1,50,NA,40,70,NA,2,75,80,3,NA,3,NA,NA,3,1,3,2,"12"
"689","204859","010","0","0",NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"12"
"690","205001","010","0","0","011",5,1,1,13,0,1,NA,NA,NA,90,90,90,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,50,20,NA,0,NA,25,90,NA,95,NA,95,40,NA,2,40,20,2,NA,3,NA,NA,3,1,3,2,"12"
"691","205001","011","0","0","010",1,5,5,11,0,1,NA,NA,NA,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0,NA,100,100,NA,100,NA,100,100,NA,2,100,NA,1,NA,3,NA,NA,3,1,3,2,"12"
"692","205007","010","0","0",NA,1,1,1,12,2,1,5,1,0,999,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,30,15,999,70,NA,50,NA,50,70,NA,2,20,5,2,NA,2,NA,8,8,1,3,2,"12"
"693","205110","021","0","0",NA,1,1,1,15,1,1,50,2,50,100,100,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,50,100,NA,50,0,0,80,NA,20,NA,80,998,NA,1,NA,NA,3,NA,3,NA,NA,2,1,2,2,"12"
"694","205164","020","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"12"
"695","205229","020","0","0","021",5,1,1,13,5,1,30,1,20,0,NA,NA,998,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,998,40,NA,998,NA,0,998,NA,50,NA,80,998,NA,1,NA,NA,2,NA,2,NA,1,1,1,3,2,"12"
"696","205229","021","0","0","020",1,5,5,13,0,1,NA,NA,NA,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,10,100,NA,50,20,0,50,1,50,NA,50,70,NA,2,70,50,3,NA,1,1,NA,1,1,3,2,"12"
"697","205312","010","0","0",NA,1,1,1,14,0,1,10,1,0,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,60,10,NA,0,NA,0,0,NA,NA,NA,0,20,NA,2,50,0,3,NA,3,NA,NA,3,1,1,2,"12"
"698","205403","010","0","0","011",5,1,1,12,2,1,15,1,60,80,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,50,0,80,50,2,998,NA,998,998,NA,1,NA,NA,3,NA,1,5,NA,1,1,3,2,"12"
"699","205403","011","0","0","010",1,5,5,14,0,1,NA,NA,NA,100,100,80,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,70,10,NA,5,0,0,100,NA,5,NA,100,60,NA,2,50,20,2,NA,3,NA,NA,3,1,2,2,"12"
"700","205496","020","0","0",NA,1,1,1,15,0,1,0,1,10,100,2,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,50,30,NA,0,NA,0,75,NA,50,NA,50,50,1,2,50,30,3,NA,1,1,NA,3,1,2,2,"12"
"701","205657","020","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"702","205677","010","0","0",NA,1,1,1,12,0,1,50,1,0,50,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,50,2,50,NA,50,50,2,1,NA,NA,3,NA,NA,NA,NA,3,1,2,2,"12"
"703","205890","010","0","0",NA,1,1,1,10,4,1,998,1,998,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,998,NA,NA,NA,998,NA,NA,NA,998,80,NA,2,10,80,3,NA,2,NA,1,2,3,3,2,"12"
"704","206684","020","0","0",NA,1,1,1,12,1,1,60,1,40,998,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,70,80,10,90,NA,79,NA,88,90,NA,2,60,65,3,NA,2,NA,1,2,1,4,2,"12"
"705","206731","020","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"12"
"706","206917","010","0","0",NA,1,1,1,3,3,1,998,1,998,998,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"12"
"707","207374","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"12"
"708","207439","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"709","207603","020","0","0",NA,1,1,1,15,0,1,0,1,0,100,100,60,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,8,100,NA,40,0,50,50,2,20,NA,40,85,NA,2,50,50,1,NA,2,NA,5,1,1,3,2,"12"
"710","207981","010","0","0","020",1,1,1,12,1,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,15,998,NA,20,NA,998,30,NA,2,20,20,3,NA,1,1,NA,1,1,4,2,"12"
"711","207981","020","0","0","010",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"712","208233","010","0","0",NA,1,1,1,15,1,1,10,1,20,100,100,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,75,50,NA,40,40,60,50,2,0,NA,50,998,NA,1,NA,NA,1,NA,2,NA,1,2,1,4,2,"12"
"713","210035","010","0","0","020",5,5,1,16,0,1,40,1,40,90,90,90,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,40,90,NA,90,50,50,50,2,20,NA,30,70,NA,2,60,40,2,NA,1,5,NA,3,1,3,2,"12"
"714","210035","020","0","0","010",1,1,5,14,0,1,NA,NA,NA,80,70,90,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,50,50,NA,40,80,70,80,NA,85,NA,90,40,NA,2,40,50,2,NA,2,NA,5,2,1,3,2,"12"
"715","210386","020","0","0",NA,1,1,1,11,4,1,NA,NA,NA,100,100,998,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,998,NA,NA,NA,998,20,NA,20,NA,40,998,NA,1,NA,NA,3,NA,3,NA,NA,3,1,4,2,"12"
"716","210429","010","7","7","011",5,1,1,12,6,1,90,2,998,998,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,998,998,NA,NA,NA,0,998,NA,100,NA,100,2,NA,2,998,NA,3,NA,2,NA,1,3,3,1,2,"12"
"717","210429","011","7","7","010",1,5,5,11,0,1,NA,NA,NA,90,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,0,0,100,NA,NA,0,100,NA,100,NA,100,0,NA,2,NA,50,3,NA,1,1,NA,1,2,1,2,"12"
"718","210463","010","0","0",NA,1,1,1,13,0,1,NA,NA,NA,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,100,15,NA,50,100,0,50,2,50,NA,20,100,NA,2,100,NA,3,NA,1,1,NA,3,1,3,2,"12"
"719","210606","011","0","0",NA,1,1,1,10,8,1,NA,NA,NA,998,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,25,NA,998,NA,998,998,NA,998,NA,998,998,NA,1,NA,NA,3,NA,1,1,NA,3,1,4,2,"12"
"720","210812","010","0","0",NA,1,1,1,15,4,1,50,1,30,100,100,80,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,0,100,NA,100,75,0,998,NA,998,NA,998,998,NA,1,NA,NA,3,NA,1,5,NA,2,3,3,2,"12"
"721","210921","010","0","0","020",1,1,5,13,0,1,NA,NA,NA,10,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,30,75,NA,15,0,0,100,NA,75,NA,75,75,NA,2,20,20,3,NA,3,NA,NA,3,1,3,2,"12"
"722","210921","020","0","0","010",5,5,1,14,0,1,0,1,25,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,0,10,NA,NA,0,100,NA,80,NA,80,100,NA,2,10,NA,2,NA,1,1,NA,3,1,3,2,"12"
"723","211190","010","0","0",NA,1,1,1,16,0,1,40,2,50,80,10,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50,NA,20,0,50,70,NA,50,NA,40,30,NA,2,30,10,3,NA,2,NA,5,3,1,1,2,"12"
"724","211198","020","0","0",NA,1,1,1,14,0,1,NA,NA,NA,100,100,10,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,100,20,NA,25,10,10,100,NA,60,NA,100,30,NA,2,40,20,2,NA,1,1,NA,2,1,1,2,"12"
"725","211244","010","0","0","020",5,1,1,15,0,1,40,1,50,100,100,75,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,100,0,0,NA,NA,50,75,NA,0,NA,75,40,NA,2,40,10,2,NA,3,NA,NA,3,1,4,2,"12"
"726","211244","020","0","0","010",1,5,5,12,0,1,NA,NA,NA,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,90,0,0,NA,NA,0,100,NA,50,NA,100,50,2,1,NA,NA,3,NA,3,NA,NA,3,2,4,2,"12"
"727","211276","020","0","0","010",1,1,1,12,2,1,NA,NA,NA,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,20,10,NA,0,NA,20,20,NA,998,NA,10,100,NA,2,998,NA,2,NA,1,1,NA,3,1,3,2,"12"
"728","211493","020","0","0",NA,1,1,1,14,1,1,0,1,0,0,NA,NA,20,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50,NA,50,0,50,50,2,50,NA,50,998,NA,1,NA,NA,3,NA,3,NA,NA,2,1,3,2,"12"
"729","211523","010","0","0","020",1,1,5,12,0,1,NA,NA,NA,100,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,50,NA,NA,10,80,NA,75,NA,75,50,2,1,NA,NA,2,NA,2,NA,5,2,1,2,2,"12"
"730","211523","020","0","0","010",5,5,1,14,0,1,10,2,0,50,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,50,75,NA,0,NA,30,100,NA,100,NA,100,0,NA,2,NA,0,2,NA,2,NA,5,2,1,2,2,"12"
"731","211562","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"12"
"732","211598","010","0","0",NA,1,1,1,14,2,1,0,1,20,20,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,20,NA,0,NA,0,80,NA,5,NA,0,30,NA,2,50,20,2,NA,1,1,NA,1,1,3,2,"12"
"733","211657","010","0","0",NA,1,1,1,14,0,1,0,1,0,100,75,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,80,50,NA,0,NA,0,50,1,10,NA,50,50,2,1,NA,NA,2,NA,3,NA,NA,3,1,4,2,"12"
"734","211692","020","0","0",NA,1,1,1,16,0,1,50,1,50,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,30,90,NA,10,0,60,90,NA,10,NA,90,10,NA,2,0,20,3,NA,3,NA,NA,3,1,1,2,"12"
"735","211713","011","0","0",NA,1,1,1,15,0,1,50,2,30,100,100,50,NA,1,NA,NA,20,NA,NA,20,20,10,NA,50,2,30,NA,NA,80,NA,50,20,NA,50,2,NA,NA,30,60,NA,2,50,20,2,3,NA,NA,NA,2,1,2,2,"12"
"736","211723","010","0","0",NA,1,1,1,11,3,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,0,0,NA,NA,0,998,NA,998,NA,0,998,NA,1,NA,NA,3,NA,1,1,NA,2,1,3,2,"12"
"737","211778","010","0","0","020",5,1,1,12,4,1,0,1,0,10,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,100,998,NA,NA,NA,0,40,NA,998,NA,20,998,NA,1,NA,NA,3,NA,NA,NA,NA,1,2,1,2,"12"
"738","211778","020","0","0","010",1,5,5,12,1,1,NA,NA,NA,50,0,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,10,NA,5,5,998,60,NA,60,NA,60,50,2,1,NA,NA,2,NA,NA,NA,NA,3,1,1,2,"12"
"739","212169","010","0","0",NA,1,1,1,15,0,1,50,1,50,50,50,25,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,25,20,NA,25,50,25,50,2,50,NA,50,50,2,1,NA,NA,3,NA,NA,NA,NA,1,1,3,2,"12"
"740","212384","010","0","0",NA,1,1,1,13,0,1,NA,NA,NA,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,100,10,NA,10,50,0,75,NA,50,NA,100,40,NA,2,0,20,2,NA,2,NA,1,2,1,2,2,"12"
"741","212393","020","0","0",NA,1,1,1,12,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,80,0,0,NA,NA,0,50,1,50,NA,50,75,NA,2,40,60,2,NA,2,NA,1,3,1,2,2,"12"
"742","212504","010","0","0",NA,1,1,1,14,1,1,0,1,0,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,100,NA,50,5,75,75,NA,20,NA,90,998,NA,1,NA,NA,3,NA,3,NA,NA,2,1,3,2,"12"
"743","212699","010","0","0","020",1,1,5,13,0,1,NA,NA,NA,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,5,80,NA,0,NA,10,50,2,80,NA,70,20,NA,2,20,5,3,NA,1,1,NA,2,1,4,2,"12"
"744","212718","010","0","0","020",5,5,1,15,0,1,20,2,30,100,100,60,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,75,75,NA,40,0,20,50,1,20,NA,60,50,2,1,NA,NA,2,NA,3,NA,NA,3,1,2,2,"12"
"745","212718","020","0","0","010",1,1,5,14,0,1,NA,NA,NA,50,30,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,20,NA,5,0,70,50,2,80,NA,80,40,NA,2,40,40,2,NA,3,NA,NA,3,1,2,2,"12"
"746","212773","010","0","0","020",5,5,5,11,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,50,1,20,NA,20,50,2,1,NA,NA,3,NA,1,1,NA,3,3,1,2,"12"
"747","212773","020","0","0","010",1,1,1,12,2,1,0,1,0,999,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,998,NA,NA,NA,0,50,2,20,NA,20,10,NA,2,10,10,3,NA,1,1,NA,8,1,1,2,"12"
"748","212800","020","0","0",NA,1,1,1,12,0,1,NA,NA,NA,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,40,0,0,NA,NA,50,75,NA,60,NA,60,50,2,1,NA,NA,3,NA,3,NA,NA,3,1,2,2,"12"
"749","212863","010","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"750","212882","010","0","0","020",1,1,1,14,0,1,80,2,0,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,75,NA,50,NA,75,10,NA,2,10,60,3,NA,2,NA,1,2,1,2,2,"12"
"751","212882","020","0","0","010",5,5,5,13,0,1,NA,NA,NA,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,90,NA,0,NA,0,100,NA,0,NA,100,5,NA,2,0,50,3,NA,2,NA,1,2,1,2,2,"12"
"752","212895","010","0","0","020",5,5,1,14,1,1,50,2,0,999,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,100,NA,100,20,50,60,NA,80,NA,80,20,NA,2,30,50,3,NA,3,NA,NA,2,1,4,2,"12"
"753","212895","020","0","0","010",1,1,5,11,1,1,NA,NA,NA,999,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,100,NA,20,0,50,100,NA,100,NA,100,50,2,1,NA,NA,3,NA,1,5,NA,3,1,4,2,"12"
"754","213045","010","0","0",NA,1,1,1,12,1,1,NA,NA,NA,100,80,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,50,NA,0,NA,0,50,1,50,NA,100,998,NA,1,NA,NA,3,NA,3,NA,NA,3,1,3,2,"12"
"755","213114","010","0","0",NA,1,1,1,15,0,1,50,2,50,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,25,100,NA,50,0,0,90,NA,50,NA,50,75,NA,2,75,25,1,NA,1,1,NA,1,1,1,2,"12"
"756","213189","010","0","0","020",1,5,5,13,0,1,NA,NA,NA,40,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,100,100,NA,100,80,50,80,NA,90,NA,100,100,NA,2,50,NA,2,NA,1,1,NA,1,1,3,2,"12"
"757","213189","020","0","0","010",5,1,1,14,0,1,50,2,0,0,NA,NA,20,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,10,NA,NA,0,70,NA,0,NA,50,10,NA,2,10,20,3,NA,2,NA,1,1,1,3,2,"12"
